name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB,season
Adam Lallana,Southampton,eng,28,AM(CLR),172,73,26(4),2242,3,5,2,-,1.7,80.8,0.7,1,2.4,2.2,0.8,-,0.8,0.5,-,-,1.3,0.7,1.4,0.3,2.2,2,32.4,0.8,0.3,0.1,2012-13
Jason Puncheon,Southampton,eng,30,M(CLR),173,70,25(7),2066,5,1,1,-,2.1,79,0.3,-,1.7,1,1.2,-,0.6,0.5,-,-,0.8,1,0.6,0.2,1.6,1.3,26.3,0.7,0.8,0.1,2012-13
Billy Sharp,Southampton,eng,30,FW,175,70,0(2),18,-,-,-,-,-,75,-,-,-,-,-,-,0.5,-,-,-,-,-,0.5,-,-,1,2,-,-,-,2012-13
Jay Rodriguez,Southampton,eng,27,"AM(CLR),FW",185,80,24(11),2181,6,5,4,-,2.5,73.8,0.9,1,1,0.9,1.1,-,0.5,0.4,0.1,-,0.5,0.9,0.8,0.5,1.4,2.1,17,0.1,0.3,0.1,2012-13
José Fonte,Southampton,pt,32,D(C),187,81,25(2),2312,2,-,5,-,0.6,78.7,2.6,1,1.5,1.4,0.8,1.6,8.8,0.4,0.7,-,0.2,0.1,0.6,-,0.1,-,44.9,-,3.5,0.1,2012-13
Luke Shaw,Southampton,eng,21,D(L),185,75,22(3),1951,-,-,2,-,0.4,71.6,2,1,2,2,0.6,-,3.6,0.4,0.2,-,0.4,0.9,1,-,0.8,0.9,28.6,0.7,0.7,-,2012-13
Kelvin Davis,Southampton,eng,39,GK,185,74,9(1),855,-,-,-,-,-,62.3,-,-,-,-,-,-,1.2,-,-,-,-,-,-,-,-,-,28.9,-,9.3,-,2012-13
Emmanuel Mayuka,Southampton,zm,25,FW,178,75,1(10),223,-,-,-,-,0.7,83.6,0.1,-,0.1,0.3,0.5,-,0.2,-,-,-,0.7,0.1,0.7,0.2,0.5,1.2,5.5,0.1,-,-,2012-13
Jos Hooiveld,Southampton,nl,33,D(C),193,86,23(2),2033,-,-,5,-,0.4,73.2,3.8,2,1.5,2.1,0.8,1,7.6,0.2,0.8,3,0.2,0.1,0.3,-,0.2,0.1,38.8,-,3.1,0.1,2012-13
James Ward-Prowse,Southampton,eng,21,M(CR),173,66,4(11),483,-,-,-,-,0.5,85.3,0.4,-,0.6,0.9,0.2,-,0.7,0.3,0.3,-,0.7,0.2,0.3,-,0.4,0.2,20.8,0.3,0.8,0.1,2012-13
Artur Boruc,Southampton,pl,36,GK,193,89,20,1756,-,-,1,-,-,55.4,0.1,2,-,0.2,-,-,0.6,0.1,-,-,-,0.1,0.3,-,-,-,26.9,-,7.4,-,2012-13
Nathaniel Clyne,Southampton,eng,25,"D(R),M(R)",175,67,34,3021,1,3,2,-,0.2,78.6,0.3,-,2.8,2.1,0.6,0.2,3.5,0.5,0.3,1,0.6,0.9,0.5,-,1.1,0.7,39.1,0.6,0.8,-,2012-13
Morgan Schneiderlin,Southampton,fr,26,DMC,181,75,36,3210,5,-,9,-,0.8,85.1,1.6,4,4.1,3.9,1.8,-,2.2,1,0.4,-,0.8,0.4,0.9,-,0.9,1,52.1,0.4,2.9,0.1,2012-13
Ben Reeves,Southampton,eng,24,AM(C),178,67,0(3),26,-,-,-,-,-,82.6,-,-,0.7,0.3,-,-,-,-,-,-,-,-,-,-,-,0.3,7.7,-,1,-,2012-13
Frazer Richardson,Southampton,eng,33,D(R),180,75,2(3),167,-,-,-,-,-,72.6,0.2,-,1,1,0.2,-,2.2,0.6,-,-,0.2,-,0.2,-,0.4,0.6,14.6,0.2,0.4,-,2012-13
Rickie Lambert,Southampton,eng,34,FW,188,77,35(3),3133,15,4,2,-,2.5,67.1,2.2,2,0.4,0.2,0.9,-,0.9,0.1,0.1,-,2.1,0.2,0.7,1,1.3,1.9,32.4,0.6,0.6,0.3,2012-13
Gastón Ramírez,Southampton,uy,25,AM(CLR),183,77,20(6),1692,5,3,2,1,2.1,78.6,0.4,2,1.5,1.6,1.3,-,0.6,0.7,0.1,-,1.2,1.1,1.7,0.1,1.9,2,27.5,0.8,1,0.3,2012-13
Richard Chaplow,Southampton,eng,31,M(CR),175,57,0(3),52,-,-,-,-,-,81,-,-,0.3,-,0.7,-,0.3,0.3,-,-,-,-,-,0.3,0.3,-,7,-,0.3,-,2012-13
Maya Yoshida,Southampton,jp,28,D(CR),189,78,31(1),2852,-,-,2,-,0.3,76.6,2.9,-,1.8,2.2,0.7,1.1,7.2,0.4,0.6,-,0.1,0.1,0.5,-,0.1,0.3,43.7,0.1,3.2,-,2012-13
Davide Santon,Newcastle United,it,25,D(LR),187,77,31,2645,1,2,4,-,0.7,84,0.7,-,2.2,1.5,0.7,0.4,4.5,0.8,0.3,-,0.9,1.5,1.3,0.1,0.7,0.6,33.7,0.4,2.3,-,2012-13
Massadio Haidara,Newcastle United,sn,23,D(L),181,76,2(2),197,-,-,-,-,-,91.4,1.5,-,1,1,1,0.5,4.3,1,0.3,-,0.5,1,0.5,-,0.5,0.8,14.5,0.5,-,-,2012-13
Hatem Ben Arfa,Newcastle United,fr,29,"M(CR),FW",178,65,16(3),1462,4,2,1,-,2.3,81.4,0.3,3,0.9,0.1,0.8,-,0.4,0.6,-,-,1.4,4.2,1.4,0.1,3.1,1.6,28.1,0.6,2.6,0.2,2012-13
Mathieu Debuchy,Newcastle United,fr,31,D(R),177,76,14,1168,-,-,2,1,0.4,69.3,3.6,1,3.1,1.6,1.9,0.7,6.4,0.9,0.2,-,0.4,0.4,1.1,0.4,0.8,0.5,32.1,0.9,0.7,-,2012-13
Tim Krul,Newcastle United,nl,28,GK,188,74,24,2127,-,1,-,-,-,46.8,0.2,-,-,0.1,-,-,1.5,0.1,-,-,0.1,-,-,-,-,-,31,-,10.4,-,2012-13
Ryan Taylor,Newcastle United,eng,32,DMC,173,75,0(1),26,-,-,-,-,-,87.5,-,-,-,2,-,-,1,1,-,-,2,-,-,-,-,1,16,1,1,-,2012-13
Robert Elliot,Newcastle United,ie,30,GK,190,98,9(1),834,-,1,-,1,-,37.3,0.4,-,-,-,0.1,-,2.1,-,-,-,0.1,-,-,-,-,-,28.7,-,8.7,-,2012-13
Gael Bigirimana,Newcastle United,bi,22,DMC,173,68,3(10),408,1,-,1,-,0.4,87.2,0.5,-,1.2,0.3,0.3,-,0.8,0.5,0.2,-,0.7,-,0.3,-,0.5,0.5,20.4,0.2,2.8,-,2012-13
Cheick Tioté,Newcastle United,ci,30,M(C),175,76,22(2),1762,-,1,7,1,0.8,83.6,1.6,1,2.5,2.6,2.4,0.1,2.3,1.5,0.3,-,0.7,1.2,1.5,-,1.7,1,56,0.2,5.1,0.1,2012-13
James Perch,Newcastle United,eng,30,"D(CLR),DMC,M(R)",180,72,19(8),1820,1,-,9,-,0.4,88.8,1.8,1,1.5,1.2,0.7,-,3.9,0.6,0.4,1,0.4,-,0.6,-,0.3,0.4,29.7,-,2.4,-,2012-13
Yohan Cabaye,Newcastle United,fr,30,M(C),175,71,25(1),2124,6,2,8,-,2.3,79.6,0.2,3,3.1,2.1,1.6,0.1,1.4,1.3,0.1,-,2,0.3,0.5,-,1.1,0.7,45.1,1.7,5.4,0.2,2012-13
Papiss Demba Cissé,Newcastle United,sn,31,"AM(R),FW",183,73,35(1),3006,8,2,6,-,2.4,75.9,1.3,-,1,0.7,1.7,-,0.6,0.4,0.1,-,0.9,0.3,0.5,1.3,2,1.9,23.2,0.2,0.5,0.1,2012-13
James Tavernier,Newcastle United,eng,24,D(R),182,75,0(2),37,-,-,-,-,-,80,2,-,0.5,-,-,-,3,0.5,-,-,-,-,-,-,-,-,12.5,-,1,-,2012-13
Jonás Gutiérrez,Newcastle United,ar,33,M(CLR),183,73,34,2899,1,-,8,-,0.7,81.5,0.5,1,2.5,1.7,0.8,0.1,3.3,0.8,0.5,-,0.8,0.7,1.8,-,1.6,1,30.6,0.6,1,-,2012-13
Danny Simpson,Newcastle United,ie,29,D(R),178,74,18(1),1525,-,-,3,-,0.3,82.9,0.3,-,1.8,0.6,0.9,0.2,4.9,0.3,0.1,-,0.7,0.3,0.3,0.1,0.8,0.2,26.5,0.7,2.3,-,2012-13
Adam Campbell,Newcastle United,eng,21,Forward,170,62,0(3),22,-,-,-,-,-,66.7,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,0.3,-,3,-,-,-,2012-13
Gabriel Obertan,Newcastle United,fr,27,M(LR),186,79,4(10),407,-,2,-,-,0.4,78.6,0.3,-,0.9,0.1,0.1,-,0.6,0.3,-,-,0.4,0.4,0.1,-,0.4,0.6,11,0.3,0.2,-,2012-13
Steven Taylor,Newcastle United,eng,30,D(C),188,81,24(1),2136,-,-,2,-,0.6,90.2,2.9,-,0.6,0.6,0.5,0.3,8.8,0.4,0.8,-,0.1,0.2,0.6,0.1,0.1,0.2,29.3,-,2.4,-,2012-13
Mike Williamson,Newcastle United,eng,32,D(C),191,84,19,1710,-,-,8,-,0.5,77.8,6.5,1,1.5,0.7,1.2,1.2,14,0.3,0.7,-,0.2,0.2,0.7,-,-,0.2,29.9,-,2.5,-,2012-13
Nile Ranger,Newcastle United,eng,25,FW,187,78,0(2),6,-,-,-,-,-,75,1,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,0.5,2,-,-,-,2012-13
Sammy Ameobi,Newcastle United,eng,24,AM(LR),190,66,1(7),219,-,1,1,-,1.1,78.2,0.4,-,0.8,0.5,0.8,-,0.3,0.1,-,-,0.4,1.1,0.6,-,1,0.9,9.8,0.1,0.1,0.1,2012-13
Sylvain Marveaux,Newcastle United,fr,30,AM(CLR),172,66,10(12),993,1,3,-,-,0.9,87.3,0.1,-,0.5,0.3,0.1,-,0.4,0.2,-,-,1.5,1,0.4,-,0.7,0.4,22.5,1.1,1.1,0.2,2012-13
Fabricio Coloccini,Newcastle United,ar,34,D(C),183,63,22,1921,-,1,1,1,0.2,88.6,1.5,-,2,1.9,0.5,1.2,6,0.7,0.5,-,0.4,0.3,0.5,-,0.2,0.3,32.2,0.1,4.5,-,2012-13
Shola Ameobi,Newcastle United,ng,34,FW,191,76,4(19),678,1,1,5,-,1.2,71.7,2.2,1,0.2,-,1,-,0.6,0.1,-,-,0.7,0.3,0.5,0.3,0.6,0.9,10.6,0.3,0.4,0.1,2012-13
Dan Gosling,Newcastle United,eng,26,M(C),178,71,0(3),41,-,-,-,-,0.7,86.7,-,-,0.3,-,0.3,-,0.3,0.3,-,-,-,-,-,-,0.7,-,5,-,0.7,-,2012-13
Demba Ba,Newcastle United,sn,31,FW,189,86,19(1),1672,13,-,-,-,4.5,78.4,2.9,2,0.2,0.4,1.1,-,0.8,0.2,0.1,1,0.6,0.4,2.3,0.5,2.5,2.2,24.5,0.2,1.1,0.1,2012-13
Steve Harper,Newcastle United,eng,41,GK,185,83,5(1),458,-,-,-,-,-,45.9,0.2,-,-,0.2,-,-,1.5,-,-,-,-,-,0.2,-,-,-,28.3,-,8,-,2012-13
Yoan Gouffran,Newcastle United,fr,30,"M(CLR),FW",176,76,14(1),1061,3,-,1,-,1.8,82.3,1.6,-,1.4,0.3,0.8,-,1,0.8,0.1,-,1.1,0.7,0.8,0.3,1.4,0.8,20.7,0.1,0.6,0.1,2012-13
Mapou Yanga-Mbiwa,Newcastle United,fr,27,D(CR),184,77,11(3),1036,-,-,-,-,0.1,79.7,1.5,-,2.4,1.4,0.9,0.8,6.6,0.3,0.4,-,0.2,0.9,0.8,-,0.5,0.5,28.9,-,1.9,-,2012-13
Vurnon Anita,Newcastle United,nl,27,"D(LR),DMC,M(R)",168,63,17(8),1730,-,1,2,-,0.6,82.2,0.2,-,1.4,0.8,0.8,-,1.2,0.5,0.1,-,1.4,0.2,0.6,0.1,0.6,1,32.4,0.9,2.3,0.2,2012-13
Shane Ferguson,Newcastle United,nir,25,"D(L),M(L)",178,73,4(5),342,-,1,-,-,0.1,90.4,0.1,-,1.3,0.2,0.6,0.1,0.6,0.1,-,-,0.8,0.3,0.1,-,0.4,0.3,12.7,0.8,0.3,-,2012-13
Moussa Sissoko,Newcastle United,fr,27,M(CR),187,83,12,1070,3,2,2,-,2,78.6,2.3,1,1.1,0.5,1.2,-,0.6,0.3,0.1,-,1.6,2.4,1,0.2,3,2.9,38.9,0.6,1.6,0.4,2012-13
Enda Stevens,Aston Villa,ie,26,D(L),183,78,6(1),470,-,-,1,-,0.1,76.7,0.9,-,2,1.4,0.9,0.4,4.3,1.4,0.1,-,0.3,0.3,0.7,-,0.6,0.3,19,0.6,0.7,-,2012-13
Darren Bent,Aston Villa,eng,32,FW,180,73,8(8),806,3,-,1,-,1.2,69.5,1.8,-,0.1,0.5,0.4,-,0.8,0.3,0.1,-,0.9,-,0.3,0.6,0.7,0.6,10.9,-,0.2,-,2012-13
Joe Bennett,Aston Villa,eng,26,"D(L),M(L)",183,74,21(4),1855,-,2,2,1,0.3,83.2,0.8,-,1.7,1.8,0.8,0.3,3.8,0.4,0.8,-,0.4,0.8,0.9,0.2,0.9,0.6,29.6,0.1,1.2,-,2012-13
Karim El Ahmadi,Aston Villa,ma,31,DMC,185,78,12(8),1169,1,-,5,-,0.6,85.2,0.4,-,1.6,1.8,1.5,-,0.4,1,0.2,-,0.7,0.3,0.4,-,1,0.3,30.8,0.2,1.3,-,2012-13
Andreas Weimann,Aston Villa,at,25,"AM(CLR),FW",188,76,26(4),2254,7,2,4,-,2.1,79.6,0.5,-,0.7,1.4,0.7,-,0.8,0.4,0.1,-,0.8,0.4,0.8,0.5,1.2,1.2,22.4,0.4,0.7,0.2,2012-13
Derrick Williams,Aston Villa,ie,23,"D(CL),M(L)",180,75,0(1),24,-,-,-,-,-,100,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-,6,1,-,-,2012-13
Marc Albrighton,Aston Villa,eng,26,M(LR),175,67,4(5),429,-,-,-,-,0.6,59,0.1,-,0.8,1.1,0.4,-,0.4,0.6,-,-,1.4,0.7,0.2,0.1,0.9,1.1,13,1.1,1,-,2012-13
Barry Bannan,Aston Villa,sct,26,M(CLR),170,60,18(6),1628,-,1,3,-,0.7,80.8,0.1,1,1.5,1.4,0.3,-,1.7,0.5,0.4,-,1.4,0.4,0.3,-,0.7,0.5,36.4,2.2,4.3,-,2012-13
Fabian Delph,Aston Villa,eng,26,M(CL),174,60,19(5),1703,-,-,6,-,0.7,87.9,0.5,-,2.3,2.8,1.1,-,1.4,1,0.2,1,0.6,1.4,1.1,-,0.9,0.9,42.9,0.1,2.4,0.1,2012-13
Eric Lichaj,Aston Villa,us,27,D(LR),175,70,9(8),1137,-,1,6,-,0.3,75.4,0.7,-,2.1,1.8,1.3,0.6,2.9,0.6,0.1,-,0.3,0.4,0.7,0.1,0.8,0.7,18.6,0.1,0.2,-,2012-13
Ashley Westwood,Aston Villa,eng,26,DMC,175,67,28(2),2463,-,6,2,-,0.3,84.7,0.4,-,1.7,2.4,0.6,-,1.5,0.4,0.5,1,1.1,0.1,0.5,-,0.7,0.4,44.5,1.1,3.1,0.1,2012-13
Gabriel Agbonlahor,Aston Villa,eng,29,"AM(LR),FW",178,76,24(4),2191,9,3,4,-,1.7,81.2,0.6,1,0.9,0.5,1.2,-,0.5,0.4,-,-,0.8,0.8,1.3,0.4,1.9,1.4,21.5,0.3,0.4,0.1,2012-13
Chris Herd,Aston Villa,au,27,D(C),173,76,9,756,-,-,1,-,0.1,73.9,2.6,-,3,2,1.4,0.8,9.9,0.8,0.3,-,0.1,0.8,0.8,-,0.2,0.2,26,-,1.6,-,2012-13
Gary Gardner,Aston Villa,eng,24,DMC,188,82,0(2),18,-,-,-,-,-,50,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,0.5,5,-,0.5,-,2012-13
Shay Given,Aston Villa,ie,40,GK,183,84,2,180,-,-,-,-,-,61.5,1,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,32.5,-,11.5,-,2012-13
Nathan Delfouneso,Aston Villa,eng,25,"AM(LR),FW",175,69,1,46,-,-,-,-,-,83.3,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,2,12,-,1,-,2012-13
Brad Guzan,Aston Villa,us,32,GK,193,94,36,3240,-,-,2,-,-,50.6,0.3,-,-,-,-,-,1,0.2,-,-,-,-,0.1,-,-,-,32.1,-,12.3,-,2012-13
Brett Holman,Aston Villa,au,32,M(CR),177,75,16(11),1429,1,3,1,-,1.1,74.1,0.1,-,1.8,0.8,0.8,-,0.3,0.8,-,-,0.9,0.4,0.4,0.1,1.5,0.7,20.3,0.3,0.5,0.1,2012-13
Stephen Ireland,Aston Villa,ie,30,M(C),176,68,9(4),783,-,1,1,-,0.8,78.4,0.1,-,2.2,1,1.5,-,0.6,0.7,0.2,-,0.8,0.2,0.7,0.2,1.4,1.2,27.5,0.3,1.5,0.2,2012-13
Christian Benteke,Aston Villa,be,25,FW,190,83,32(2),2824,19,4,7,1,3.1,65,7.9,8,0.5,0.3,1.9,-,0.9,0.2,0.2,-,1.5,0.7,1.5,1.5,2.4,2.2,33.5,0.1,1,0.1,2012-13
Nathan Baker,Aston Villa,eng,25,D(CL),188,75,25(1),2013,-,-,4,-,0.3,77.3,3.4,2,1.8,2.3,1,0.8,9.1,0.3,1.4,2,0.3,0.2,0.6,-,0.2,0.4,26.7,-,1.7,-,2012-13
Simon Dawkins,Aston Villa,jm,28,AM(CLR),178,73,0(4),71,-,-,-,-,0.5,88.6,-,-,0.3,0.3,0.3,-,-,0.8,-,-,-,0.5,1.3,-,1.3,0.5,8.8,-,0.5,-,2012-13
Charles N'Zogbia,Aston Villa,fr,30,M(CR),170,70,11(10),994,2,4,1,-,1.1,80.3,0.5,2,0.8,0.7,1.1,-,0.2,0.3,-,-,1,1.1,1.4,-,2.9,0.9,17.9,0.7,0.1,0.2,2012-13
Jordan Bowery,Aston Villa,eng,25,"AM(R),FW",185,76,3(7),297,-,-,-,-,0.7,84.7,0.7,-,0.4,0.5,0.3,-,0.5,0.3,-,-,0.2,0.2,0.1,-,0.9,0.4,11.1,0.2,0.2,-,2012-13
Ron Vlaar,Aston Villa,nl,31,D(C),189,80,27,2391,2,-,1,-,0.6,81.6,1.9,1,2,2.4,0.3,0.6,7.8,0.1,0.8,1,0.1,0.7,0.3,-,0.3,0.4,28.6,-,2.1,-,2012-13
Matthew Lowton,Aston Villa,eng,27,"D(LR),M(R)",180,78,37,3267,2,3,10,-,0.4,79,1,1,2.8,3,0.9,0.4,5.4,1.1,0.4,-,0.6,0.8,0.5,-,0.6,0.4,36.9,0.4,2.3,0.1,2012-13
Yacouba Sylla,Aston Villa,ml,25,DMC,184,80,7(4),597,-,2,3,-,0.5,84.2,0.5,-,2.2,1.6,1.1,0.1,0.6,-,0.2,-,0.8,0.5,1.2,-,1.2,0.6,32.3,0.4,1.9,-,2012-13
Ciaran Clark,Aston Villa,ie,26,D(CL),188,76,28(1),2498,1,-,6,1,0.4,80.3,2.6,-,1.3,2.3,1.1,0.8,11.3,0.4,1.1,1,-,0.1,0.3,-,0.2,0.3,27.1,-,1.7,-,2012-13
Raheem Sterling,Liverpool,eng,21,"AM(CLR),FW",170,69,19(5),1749,2,2,1,-,1.4,84.5,0.2,1,1.7,0.6,1.2,-,0.2,0.7,-,-,1.5,1.9,2.3,0.3,2.7,1.8,29.9,0.3,0.2,-,2012-13
Joe Cole,Liverpool,eng,34,M(LR),175,63,0(6),166,1,-,-,-,1.3,88.3,0.3,-,0.8,0.3,0.3,-,0.2,0.2,-,-,0.5,-,0.5,0.3,1.2,0.7,12.8,0.2,0.2,-,2012-13
Lucas Leiva,Liverpool,br,29,"D(C),M(C)",179,74,24(2),1953,-,1,6,-,0.1,87.6,1.8,-,4.7,2.5,2,0.1,1.2,1.6,0.3,-,0.7,0.2,0.5,-,0.6,0.4,58.8,-,2.2,-,2012-13
Andy Carroll,Liverpool,eng,27,FW,193,79,0(2),18,-,-,1,-,1,62.5,1.5,-,0.5,0.5,1,-,-,-,0.5,-,-,-,-,-,-,-,4,-,-,-,2012-13
Conor Coady,Liverpool,eng,23,DMC,185,73,0(1),1,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,2012-13
Jonjo Shelvey,Liverpool,eng,24,M(C),185,80,9(10),918,1,-,3,1,1.8,81.7,0.5,-,1.2,0.3,0.7,-,0.6,0.4,-,-,0.7,0.2,0.2,0.3,0.7,0.7,25.1,0.3,2.1,-,2012-13
Jamie Carragher,Liverpool,eng,38,D(C),185,76,16(8),1529,-,1,4,-,0.1,92,0.8,-,0.8,0.4,0.5,0.3,3.9,0.4,0.4,-,0.3,-,0.3,-,-,0.2,34.3,-,3.1,-,2012-13
Daniel Agger,Liverpool,dk,31,D(C),188,79,35,3100,3,-,3,1,1.1,88.8,3.3,1,1,1.8,0.7,0.4,5.6,0.3,0.5,-,0.3,0.3,1,-,0.1,0.3,49.8,0.1,2.5,-,2012-13
Jordon Ibe,Liverpool,eng,20,AM(LR),176,81,1,64,-,1,-,-,1,90.9,-,-,1,1,1,-,-,-,-,-,2,1,-,1,1,2,33,-,1,-,2012-13
Andre Wisdom,Liverpool,eng,23,D(R),186,78,12,1016,-,1,-,-,0.5,88.7,1.6,-,2.4,1.1,0.5,0.1,3.7,0.6,0.3,-,0.3,0.5,0.3,-,0.8,0.4,40.7,-,1.1,-,2012-13
Nuri Sahin,Liverpool,tr,28,M(C),180,73,7,455,1,1,-,-,1.1,82.5,1.7,-,1.4,2,1.3,-,0.4,0.4,0.1,-,1.1,0.3,1,0.3,1,0.4,40,0.1,1.4,-,2012-13
Martin Skrtel,Liverpool,sk,31,D(C),193,81,23(2),2079,2,-,4,-,0.6,90.5,2.9,-,1.4,1.6,0.9,0.3,6.7,0.1,1,-,0.3,0.1,0.3,0.1,0.2,0.2,46.2,-,3.3,-,2012-13
Joe Allen,Liverpool,wls,26,M(C),168,62,21(6),1920,-,-,2,-,0.3,89.7,0.4,-,2,1.8,1,-,0.7,1.1,0.2,-,0.8,0.4,1.1,-,1.2,0.7,51.7,-,3.9,-,2012-13
Glen Johnson,Liverpool,eng,32,D(LR),178,70,36,3224,1,3,7,-,1.5,82.2,1.8,-,2.5,1.6,0.8,0.2,3.3,0.8,0.3,-,1.3,1.7,0.7,0.1,1.5,1.4,48.3,0.3,2.2,0.1,2012-13
Luis Suárez,Liverpool,uy,29,"AM(CLR),FW",182,85,33,2955,23,5,10,-,5.7,76.5,0.4,9,1.3,0.5,1.5,-,0.1,0.5,0.1,-,2.8,2.9,1.8,1.2,2.8,2.4,36.4,0.5,2.2,0.4,2012-13
Jordan Henderson,Liverpool,eng,26,M(CLR),182,67,16(14),1529,5,4,3,-,1.1,84.5,0.3,1,1.2,1.1,0.7,-,0.4,0.4,0.2,-,1.1,0.2,0.4,0.1,0.7,0.3,33,0.2,1.4,0.1,2012-13
José Reina,Liverpool,es,34,GK,188,92,31,2790,-,-,1,-,-,71.3,0.2,-,-,-,-,-,0.8,-,-,-,-,0.1,0.2,-,-,-,30.9,-,8.1,-,2012-13
Fabio Borini,Liverpool,it,25,"AM(LR),FW",178,73,5(8),510,1,-,1,-,1.3,79.4,0.1,-,0.9,0.5,0.5,-,0.2,0.2,-,-,0.5,0.3,0.2,0.1,1.4,0.2,13.5,0.1,0.2,0.1,2012-13
Oussama Assaidi,Liverpool,ma,28,AM(L),172,65,0(4),73,-,-,-,-,0.5,86.4,-,-,-,-,0.3,-,-,-,-,-,-,0.3,0.3,0.3,0.3,0.5,5.5,-,-,-,2012-13
José Enrique,Liverpool,es,30,"D(L),M(L)",184,76,25(4),2258,2,4,1,-,0.7,76.7,0.4,1,2.5,1.2,0.5,0.2,1.7,0.3,0.1,-,0.9,1,0.6,0.2,1.9,0.7,45,0.2,3.1,0.2,2012-13
Stewart Downing,Liverpool,eng,32,M(CLR),180,64,25(4),2194,3,5,-,-,1.8,83.6,0.3,-,0.8,0.6,0.2,-,0.8,0.2,0.1,-,2.3,0.6,0.4,0.4,0.8,0.5,36.4,1.3,2,-,2012-13
Daniel Sturridge,Liverpool,eng,27,"M(R),FW",188,76,11(3),1093,10,3,2,-,4.4,85,0.1,2,0.4,0.6,0.4,-,-,0.1,0.1,-,2.1,1.7,1.1,0.9,2.1,1.6,26.1,0.1,2.1,0.1,2012-13
Philippe Coutinho,Liverpool,br,24,M(CLR),171,71,12(1),933,3,5,-,-,2.8,74.4,0.2,1,1.5,0.9,0.6,0.1,0.8,1.1,-,-,1.6,1.3,0.8,0.5,1.9,1.3,33.4,0.2,0.8,0.8,2012-13
Martin Kelly,Liverpool,eng,26,D(LR),191,77,4,336,-,-,-,-,0.5,85.7,2,-,3.3,1,1.8,-,3.8,0.5,0.3,-,-,0.8,0.5,-,1.5,1.8,43.8,-,0.3,-,2012-13
Suso,Liverpool,es,22,"AM(CLR),FW",176,70,8(6),606,-,-,-,-,1.4,84.9,0.1,-,0.8,0.4,0.9,-,0.1,0.4,-,-,0.6,0.8,0.5,-,0.8,0.9,21.3,0.1,0.7,0.1,2012-13
Brad Jones,Liverpool,au,34,GK,191,76,7,630,-,-,-,-,-,54.2,0.1,-,-,-,-,-,1,-,-,-,-,-,0.1,-,-,-,28.7,-,7.6,-,2012-13
Steven Gerrard,Liverpool,eng,36,M(C),185,82,36,3223,9,9,5,-,2.6,85.5,1.1,3,2.4,1.4,1,-,1.7,0.8,0.2,1,2.6,0.5,0.5,0.1,0.8,0.5,66.3,1.4,8.4,0.3,2012-13
Sebastián Coates,Liverpool,uy,25,D(C),196,85,2(3),233,-,-,-,-,-,90.1,0.6,-,1.2,0.8,0.8,0.6,2.6,0.4,0.2,-,-,0.4,-,-,0.2,0.2,20.2,-,2,-,2012-13
Mladen Petric,Fulham,hr,35,FW,184,81,9(14),879,5,1,-,-,1.5,80.6,0.6,1,0.4,0.3,0.7,-,0.4,0.3,-,-,0.2,0.1,0.9,0.3,1,1.3,11.2,-,0.3,-,2012-13
Giorgos Karagounis,Fulham,gr,39,AM(C),176,74,20(5),1556,1,-,3,-,0.8,90.3,0.2,1,1.9,1.2,0.8,-,0.6,1,0.1,-,0.6,0.7,2.2,-,1,0.3,39.8,0.3,4.1,-,2012-13
Sascha Riether,Fulham,de,33,D(R),174,70,35,3045,1,4,4,-,0.2,84.8,0.6,-,1.6,1.6,0.6,0.3,3.5,0.3,0.4,-,0.7,0.3,0.5,-,0.2,0.3,45,0.5,3.4,-,2012-13
Mousa Dembélé,Fulham,be,29,M(CR),185,82,2,180,-,-,-,-,1,96,0.5,1,4.5,1,1,-,1.5,0.5,-,-,1.5,6,1,-,2,1.5,63,0.5,2,-,2012-13
Kieran Richardson,Fulham,eng,31,"D(L),M(CL)",173,71,12(2),826,1,-,2,-,0.8,85.4,0.4,-,1.3,1.4,0.9,0.3,1.6,0.3,0.1,-,0.5,0.2,0.6,-,0.7,0.7,24.5,0.3,1.1,-,2012-13
Kerim Frei,Fulham,ch,22,AM(LR),172,67,2(5),231,-,-,-,-,0.4,88.5,0.1,-,1.1,0.9,0.1,-,-,0.4,-,-,0.6,0.9,1.1,-,1.1,1,11.1,0.1,0.1,-,2012-13
David Stockdale,Fulham,eng,30,GK,191,84,2,180,-,-,-,-,-,52.7,-,-,-,-,-,-,1,-,-,-,-,-,0.5,-,-,-,27.5,-,6.5,-,2012-13
Alex Smith,Fulham,eng,24,Defender,175,54,0(1),1,-,-,-,-,1,100,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,2012-13
