name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB
Nedum Onuoha,Queens Park Rangers,eng,29,D(CR),183,94,22(1),1928,-,-,2,1,0.4,71.7,1.9,-,2.4,1.7,1,0.7,6.2,0.5,0.4,2,0.3,0.7,0.7,0.1,0.3,0.3,28.7,0.1,2.4,-
Loïc Remy,Queens Park Rangers,fr,29,"M(LR),FW",185,80,2,180,-,-,-,-,3.5,75,2,-,-,-,0.5,-,-,0.5,-,-,0.5,2.5,3,1,1.5,2,18,0.5,-,-
Robert Green,Queens Park Rangers,eng,36,GK,187,93,36,3184,-,-,1,-,-,43.6,0.1,-,-,0.1,-,-,1,0.1,-,-,0.1,-,0.2,-,-,-,29.4,-,10.5,-
Matt Phillips,Queens Park Rangers,sct,25,"M(LR),FW",185,75,20(5),1823,3,8,1,-,1.7,64.7,1.4,1,1.5,0.5,0.8,-,0.8,0.8,0.1,-,1.4,1.7,0.5,0.2,2.4,1.8,20.5,1.4,0.9,-
Niko Kranjcar,Queens Park Rangers,hr,32,M(CL),185,84,11(11),1115,2,1,2,-,1.9,77.4,0.4,-,1.4,0.8,1,-,0.8,1.3,-,-,0.9,0.7,0.8,-,1.1,0.8,26.6,0.6,2.3,-
Richard Dunne,Queens Park Rangers,ie,36,D(C),188,89,22(1),1874,-,-,7,-,0.3,64.1,2.7,1,2.7,1.9,1.1,1,8.8,0.6,1.2,1,0.1,0.2,0.3,-,0.2,0.3,24,-,2.7,-
Clint Hill,Queens Park Rangers,eng,37,D(CL),183,73,15(4),1410,1,-,4,-,0.4,64.8,2.4,-,1.4,1.3,1.2,0.1,5.8,0.6,0.5,-,0.7,0.1,0.4,-,0.2,0.2,22,0.4,2.4,-
Brandon Comley,Queens Park Rangers,eng,20,Midfielder,0,0,0(1),10,-,-,-,-,1,90.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,-,1,-
Ravel Morrison,West Ham,eng,23,M(C),175,71,0(1),33,-,-,-,-,-,92,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,25,-,1,-
Kevin Nolan,West Ham,eng,34,M(C),183,85,19(10),1747,1,1,2,-,1.1,78.4,0.8,-,1.3,1.2,0.8,-,1.2,1,0.3,-,0.4,0.1,0.5,0.2,0.7,0.7,19.8,-,0.9,-
Enner Valencia,West Ham,ec,26,"AM(L),FW",174,74,25(7),2107,4,3,2,-,2.3,76.6,1.3,1,0.9,0.5,1.1,-,0.2,0.8,0.2,-,0.6,1.2,1.4,0.9,1.8,2.1,13.6,0.1,0.3,-
Joey O'Brien,West Ham,ie,30,D(LR),180,70,6(3),526,-,-,2,-,0.2,79.9,1.4,-,1.4,0.8,0.9,0.3,3.7,0.3,0.6,-,0.6,0.3,0.8,-,0.2,0.6,19.9,0.6,1.1,-
Elliot Lee,West Ham,eng,21,Forward,180,72,0(1),13,-,-,-,-,-,50,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-
Diego Poyet,West Ham,eng,21,DMC,180,75,1(2),90,-,-,1,-,-,90.7,0.3,-,0.7,0.7,0.7,-,0.3,0.3,-,-,0.3,-,0.7,-,0.7,-,14.3,-,0.3,-
Andy Carroll,West Ham,eng,27,FW,193,79,12(2),1027,5,1,2,-,2.6,61.1,8.6,2,0.5,0.5,1.8,-,1.9,0.6,-,-,0.8,0.1,1.4,0.1,1.5,1.7,26.1,-,0.6,-
Mauro Zárate,West Ham,ar,29,"M(CL),FW",176,76,5(2),415,2,1,1,-,1.9,84.6,0.1,-,1.3,0.7,1.4,-,0.1,0.6,0.1,-,1,1.6,0.7,0.3,2.1,1,19.4,0.7,0.1,0.1
Mark Noble,West Ham,eng,29,M(C),180,70,27(1),2308,2,3,4,-,0.8,85.2,0.3,-,2.5,1.9,1.2,-,0.9,1.4,0.3,1,1.6,0.9,1.2,0.1,1,1,49.1,0.9,3.3,0.2
Nenê,West Ham,br,35,AM(C),181,70,0(8),128,-,-,-,-,1.1,74.1,0.3,-,0.4,-,-,-,0.1,0.1,-,-,0.5,0.3,0.3,-,0.8,0.1,7.3,0.6,0.3,-
James Tomkins,West Ham,eng,27,D(CR),191,74,20(2),1852,1,3,6,-,0.8,75.3,4.6,2,2.1,1.5,0.8,0.7,9.5,0.5,0.7,-,0.5,0.1,1,-,0.1,0.1,33.5,0.1,2.6,-
Aaron Cresswell,West Ham,eng,26,D(L),170,66,38,3420,2,4,5,-,0.5,72.2,1.4,2,1.2,0.9,0.4,0.2,3.9,0.6,0.6,-,0.9,0.4,0.8,0.2,0.8,0.8,35.4,0.7,3.6,-
Winston Reid,West Ham,nz,28,D(C),190,87,29(1),2503,1,-,10,-,0.4,79.3,2.8,2,1.5,1.6,1,0.4,9.3,0.4,1,-,0.3,0.1,1.2,0.1,0.1,0.7,29.9,-,2.3,-
Carl Jenkinson,West Ham,eng,24,D(R),185,77,29(3),2667,-,2,2,-,0.4,78.3,0.7,-,1.1,1.1,0.4,0.2,3.6,0.5,0.4,-,0.7,0.3,0.3,-,0.6,0.4,27.1,0.8,1.5,-
Ricardo Vaz Te,West Ham,pt,29,"AM(LR),FW",189,80,3(1),224,-,-,-,-,1.8,77.5,1,-,1,0.8,0.3,-,0.3,1.3,-,-,0.8,-,0.8,-,1,0.5,17.8,-,0.5,-
Carlton Cole,West Ham,eng,32,FW,191,84,8(15),908,2,-,2,-,0.7,58.1,2.3,-,0.2,0.1,1.2,-,0.7,-,-,-,0.3,0.2,0.3,0.3,0.9,1.3,9.4,-,-,-
Jussi Jääskeläinen,West Ham,fi,41,GK,191,81,0(1),27,-,-,-,-,-,46.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,6,-
Matthew Jarvis,West Ham,eng,30,M(LR),173,70,4(7),415,-,-,-,-,0.5,78.7,0.2,-,0.6,0.3,-,-,0.8,0.1,-,-,0.9,0.6,0.5,-,0.5,0.4,8.5,0.6,0.4,-
Diafra Sakho,West Ham,sn,26,FW,184,79,20(3),1761,10,2,2,-,2.9,55.7,3.7,2,0.9,0.7,1.2,-,0.9,0.3,-,-,1,1,0.7,1,1.7,3,14.9,0.3,0.2,-
Stewart Downing,West Ham,eng,32,M(CLR),180,64,37,3314,6,8,3,-,1.9,85,0.1,2,0.7,0.6,0.3,-,0.9,0.5,0.1,-,2.3,0.6,0.7,0.1,0.7,0.6,40,2.2,3.1,0.1
Adrián,West Ham,es,29,GK,190,80,38,3391,-,-,3,1,-,46.2,0.2,1,-,0.1,0.1,-,0.8,-,-,-,0.1,-,0.2,-,-,-,26.5,-,8.8,-
James Collins,West Ham,wls,33,D(C),188,83,21(6),1879,-,-,5,1,0.3,64.9,3.9,2,1.4,2,0.7,0.6,10.7,0.8,1.1,1,0.2,-,0.3,-,0.1,0.3,20.6,-,1.7,-
Cheikhou Kouyaté,West Ham,sn,26,"D(C),DMC",189,83,30(1),2662,4,2,5,-,1.1,79,3.2,4,2.5,1.9,1.5,0.1,3.3,0.9,0.3,-,0.5,0.7,1.5,-,1,1.3,28.7,0.2,1,-
Alexandre Song,West Ham,cm,29,M(C),185,74,25(3),2249,-,3,4,-,0.4,76.7,0.7,-,3.3,1.5,1.9,-,1.1,2.1,0.3,-,1,1.4,1.9,-,1.6,1.4,43.5,0.1,2.7,0.3
Reece Burke,West Ham,eng,20,Defender,189,81,4(1),415,-,-,-,-,0.8,68.2,1.6,-,1.2,1.8,0.6,0.8,10.4,0.2,0.6,-,0.2,-,0.2,-,-,-,29.6,-,0.8,-
Guy Demel,West Ham,ci,35,D(R),188,88,3(3),258,-,-,-,-,-,78.3,0.3,-,0.7,0.5,0.7,-,1.2,0.2,0.2,-,0.2,1,0.2,-,0.5,0.2,17.7,0.5,-,-
Morgan Amalfitano,West Ham,fr,31,M(CLR),176,68,14(10),1183,3,1,3,-,0.8,79.4,0.1,-,0.8,0.6,0.4,-,0.5,0.4,-,-,0.4,0.6,0.7,0.1,0.8,0.7,15.4,0.5,0.5,-
Mohamed Diamé,West Ham,sn,29,M(CLR),184,80,0(3),55,-,-,-,-,0.3,80,0.7,-,1.7,-,0.3,-,0.3,-,-,-,-,0.7,0.3,-,0.7,1.7,5,0.3,0.3,-
Jan Vertonghen,Tottenham,be,29,D(CL),189,86,31(1),2810,-,-,6,-,0.4,85.1,2.8,-,1.6,2.2,0.6,1,7,0.5,0.7,1,0.1,0.4,0.6,-,0.2,0.2,43.7,-,2.6,-
Mousa Dembélé,Tottenham,be,29,M(CR),185,82,10(16),1140,1,1,1,-,0.4,89.3,0.8,-,1,0.8,1.4,-,0.2,0.3,-,-,0.8,1.4,0.7,-,1.5,0.6,32.1,-,0.8,-
Andros Townsend,Tottenham,eng,25,AM(LR),181,77,10(7),754,2,2,2,-,0.9,80.9,0.1,-,1.5,0.6,0.4,-,0.1,0.6,-,-,0.8,0.8,0.6,0.1,1.6,1.2,17.5,0.6,0.2,-
Hugo Lloris,Tottenham,fr,29,GK,188,73,35,3064,-,-,-,-,-,60.6,0.1,-,-,0.1,-,-,1.2,0.1,-,-,-,-,0.1,-,-,-,26.1,-,7.2,-
Eric Dier,Tottenham,eng,22,"D(CR),DMC",188,88,25(3),2291,2,2,4,-,0.4,79.1,2.4,2,1.8,1.7,0.8,0.8,4,0.6,0.4,-,0.5,0.8,0.4,-,0.4,0.7,43.9,0.4,2.5,-
Danny Rose,Tottenham,eng,26,D(L),173,72,27(1),2372,3,4,7,-,0.9,78.5,1.1,2,2.8,2.2,1.8,0.2,2.7,0.6,0.3,-,1,0.9,1.8,0.1,0.9,1,39.4,0.7,1.5,-
Ben Davies,Tottenham,wls,23,D(CL),181,76,9(5),891,-,1,3,-,0.1,80,1.4,-,1.4,1.4,0.5,0.4,3,0.6,0.1,-,0.6,0.2,0.8,-,0.4,0.6,33.1,0.3,1.7,-
Christian Eriksen,Tottenham,dk,24,M(CLR),175,71,37(1),3142,10,2,4,-,2.6,82,0.6,5,1.3,0.6,0.4,-,0.5,0.9,0.1,-,2.2,1.2,0.6,-,2.2,1.4,52,0.8,1.7,0.1
Erik Lamela,Tottenham,ar,24,AM(CLR),183,79,25(8),2302,2,7,6,-,1.2,82.8,0.2,4,2.4,1.3,1.5,-,0.3,1,-,-,1.8,1.7,1.5,0.2,2.3,1.6,34.3,0.8,0.7,0.1
Kyle Walker,Tottenham,eng,26,D(R),178,70,15,1307,-,-,3,-,0.4,80,1.7,-,2.4,2.4,1,0.1,2.8,0.5,0.2,-,0.7,0.9,0.7,-,1.1,1,50.3,0.3,2.4,-
DeAndre Yedlin,Tottenham,us,23,D(R),173,73,0(1),11,-,-,-,-,-,100,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,3,-,-,-
Emmanuel Adebayor,Tottenham,tg,32,FW,191,82,9(4),814,2,1,1,-,1.5,76.9,1.8,-,0.4,0.2,1,-,0.2,0.2,0.1,-,0.9,0.7,0.5,0.8,1.5,1.9,21.3,-,0.4,0.1
Etienne Capoue,Tottenham,fr,28,"D(C),M(C)",189,80,11(1),901,-,-,2,-,0.6,87.4,0.8,1,2.4,2.8,1.9,-,2.3,0.9,0.3,-,0.3,0.4,0.8,-,0.7,0.1,59.5,-,6.3,0.1
Kyle Naughton,Tottenham,eng,27,D(LR),175,73,5,326,-,-,-,2,-,79.2,1.4,-,3.4,0.8,0.8,0.6,2,0.8,1.2,-,0.2,-,0.4,-,0.6,0.2,25,0.4,0.4,-
Roberto Soldado,Tottenham,es,31,FW,179,72,7(17),796,1,1,1,-,0.9,74.6,0.3,-,0.4,0.2,0.5,-,0.4,0.3,-,-,0.4,0.1,0.3,0.3,0.4,0.5,11.8,-,0.2,-
Aaron Lennon,Tottenham,eng,29,M(LR),165,63,3(6),276,-,2,1,-,0.2,85.2,-,-,1.1,0.3,0.4,-,0.2,0.2,-,-,1,0.2,0.3,-,0.7,0.2,12,0.3,0.1,0.1
Paulinho,Tottenham,br,28,M(C),181,77,3(12),479,-,1,3,-,0.5,85.1,0.6,-,1.3,0.3,0.7,-,0.7,0.5,-,-,0.3,0.3,0.2,0.1,1.1,0.3,23.3,0.2,0.7,0.1
Nabil Bentaleb,Tottenham,dz,21,DMC,187,78,25(1),2195,-,2,8,-,1,86.8,1.4,1,2.3,2.5,1,-,1.9,0.9,0.3,-,0.6,1.1,0.6,-,0.8,0.6,61,0.1,2.5,0.1
Younes Kaboul,Tottenham,fr,30,D(C),182,75,11,990,-,-,2,-,0.5,79.8,1.8,-,1.6,3.1,0.9,0.5,7.5,0.5,0.5,-,0.4,0.7,0.3,-,0.5,0.5,46.7,0.1,4.3,-
Lewis Holtby,Tottenham,de,25,M(CLR),176,72,0(1),29,-,-,-,-,1,76,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-
Ryan Mason,Tottenham,eng,25,DMC,175,68,29(2),2326,1,4,10,-,1.3,83.6,0.5,1,2.8,1.6,0.9,-,1.5,1.2,0.1,-,0.9,0.5,1.2,-,0.6,0.9,51.9,0.1,3.7,0.1
Federico Fazio,Tottenham,ar,29,D(C),195,85,20,1777,-,-,2,1,0.6,80.9,4.8,2,1.8,3.4,0.8,1.6,8.3,0.4,1.4,-,0.2,0.4,0.4,-,0.2,0.5,44.7,-,2,-
Harry Kane,Tottenham,eng,23,"AM(C),FW",188,65,28(6),2582,21,4,4,-,3.3,75.2,1.5,5,1,0.5,1,-,0.6,0.5,0.1,1,0.8,1.5,1.3,1,2.8,2.1,25.4,0.2,0.8,0.1
Michel Vorm,Tottenham,nl,32,GK,183,84,3(1),356,-,-,-,-,-,54.9,-,-,-,-,-,-,0.8,-,-,-,0.3,-,-,-,-,-,28.3,-,6,-
Vlad Chiriches,Tottenham,ro,26,D(CR),184,75,8(2),709,-,-,2,1,0.1,82,0.7,-,1.9,2.7,1.1,0.6,1.7,1,0.3,-,0.3,0.3,0.7,0.1,0.6,0.7,40.6,0.3,3,-
Nacer Chadli,Tottenham,be,27,AM(CL),189,80,28(7),2417,11,5,3,-,1.5,83.3,0.8,1,0.8,0.4,0.7,-,0.5,0.3,0.1,-,1.2,1.3,0.7,0.3,1.4,1.3,30.5,0.3,0.8,-
Benjamin Stambouli,Tottenham,fr,26,"D(C),M(C)",180,82,4(8),454,-,-,4,-,0.2,84.1,0.7,-,2.4,0.9,0.5,-,0.7,0.7,0.1,-,0.3,0.4,0.6,-,0.3,0.4,24.2,-,1.3,-
Romelu Lukaku,Everton,be,23,FW,190,94,32(4),2877,10,5,1,-,2.9,73.8,1.7,2,0.3,0.1,0.8,-,0.2,0.2,-,1,1,1.3,0.7,1,2.2,1.8,26,0.1,0.5,0.1
Seamus Coleman,Everton,ie,27,"D(R),M(R)",178,67,34(1),3065,3,2,5,-,0.5,84.5,0.6,-,1.5,1.1,0.6,0.2,2.6,0.3,0.3,1,1,1.4,0.9,0.1,1.1,1.2,35.9,0.4,1.5,-
Leon Osman,Everton,eng,35,M(CLR),173,67,13(8),1276,2,2,-,-,1.3,83.5,0.5,1,1,0.7,0.8,0.1,1.1,0.8,-,-,0.8,0.6,0.9,-,1.1,0.8,34.6,0.1,1.1,0.1
Tony Hibbert,Everton,eng,35,D(R),175,71,4,331,-,-,-,-,0.3,83.6,0.5,-,2.3,1.3,0.5,0.3,3.8,1,1,-,-,-,0.5,-,0.5,0.3,38,-,2,-
Steven Naismith,Everton,sct,29,"AM(CLR),FW",178,72,22(9),2055,6,-,8,-,1.1,75.1,2.2,1,1.6,0.7,1.3,-,1.5,1.2,0.3,-,0.8,0.4,1.9,0.3,1.1,1.4,31.7,0.2,0.5,0.1
James McCarthy,Everton,ie,25,M(C),180,72,27(1),2404,2,1,7,-,0.7,85.6,1.3,2,2.4,1.6,1.1,-,2.9,1.4,0.8,-,0.6,0.6,1.2,-,0.9,0.7,50.5,0.1,3.2,-
Gareth Barry,Everton,eng,35,M(C),183,78,33,2827,-,2,10,1,0.5,84.6,1.3,1,2.5,1.7,1.8,-,2.8,1.5,0.4,-,0.5,0.3,0.9,0.1,0.8,0.3,61.8,0.2,5.1,0.1
Tyias Browning,Everton,eng,22,D(R),181,76,0(2),29,-,-,-,-,-,95,0.5,-,-,-,0.5,-,-,-,-,-,0.5,-,-,-,0.5,-,10,0.5,-,-
Kevin Mirallas,Everton,be,28,M(CLR),179,68,18(11),1424,7,1,3,-,1.8,84.4,0.1,-,0.7,0.2,0.6,-,-,0.6,-,-,0.6,0.9,0.7,0.4,1,0.9,16.4,0.5,1,-
Leighton Baines,Everton,eng,31,"D(L),M(L)",170,74,31,2774,2,9,4,-,0.7,84,0.6,2,1.7,1.5,0.7,0.2,2.8,0.5,0.2,-,2.3,0.9,1.6,0.2,0.5,0.5,49.1,1.6,2.2,0.1
Steven Pienaar,Everton,za,34,M(L),173,69,3(6),314,-,2,1,-,0.6,78.7,0.1,-,0.2,0.1,0.9,-,0.2,0.4,0.1,-,0.6,0.7,1.7,-,1.1,1.1,19.3,-,0.4,0.1
Antolin Alcaraz,Everton,py,34,D(C),184,80,6(2),527,-,-,1,1,0.3,85.4,2.5,-,1.6,2.3,0.6,0.3,7,0.3,0.9,-,-,0.1,0.8,-,0.3,0.5,44.6,-,4,-
Arouna Koné,Everton,ci,32,"AM(LR),FW",182,78,7(5),604,1,1,2,-,1.2,81.3,0.8,-,0.4,0.2,0.8,-,0.3,0.6,-,-,0.5,0.6,0.5,0.1,2.2,2.4,20,0.3,0.2,-
Phil Jagielka,Everton,eng,34,D(CR),183,83,37,3286,4,-,1,-,0.4,87.5,2.9,3,1.4,1.5,0.5,0.6,10,0.4,1.1,-,0.1,0.2,0.9,-,0.3,0.4,53.1,-,5.7,-
Muhamed Besic,Everton,ba,24,DMC,180,80,15(8),1286,-,-,8,-,0.8,87.1,0.4,-,2.5,1,1.3,-,1.4,1.8,0.1,-,0.3,1.4,0.6,-,0.9,0.5,37.7,0.1,3.7,-
Darron Gibson,Everton,ie,28,M(C),183,90,3(6),411,-,-,-,-,1.1,84.4,0.9,-,1.2,1,0.6,-,1.7,0.3,0.3,-,0.2,0.1,0.4,-,0.3,0.2,39.2,-,2.9,0.3
Tim Howard,Everton,us,37,GK,187,88,32,2836,-,-,3,-,-,57.5,0.3,1,-,0.1,-,-,0.9,-,-,-,-,-,0.2,-,-,-,26.8,-,5.8,-
Luke Garbutt,Everton,eng,23,"D(L),M(L)",179,73,3(1),286,-,-,1,-,0.3,80.3,1.3,-,1.8,1,0.3,0.3,4,0.8,-,-,1,0.5,-,-,1,0.5,31.8,0.8,1.8,-
Christian Atsu,Everton,gh,24,AM(CLR),172,68,1(4),110,-,1,-,-,0.8,75.4,0.4,-,0.2,0.2,-,-,0.2,0.2,-,-,1,0.8,-,-,0.2,0.8,13,0.2,0.2,0.2
Aaron Lennon,Everton,eng,29,M(LR),165,63,12(2),1072,2,-,2,-,0.5,78,0.2,-,1.9,0.7,0.8,-,0.7,1.1,-,-,1.1,0.6,1.4,0.1,1.1,1,23.4,0.3,0.7,0.1
John Stones,Everton,eng,22,D(CR),188,70,23,2044,1,-,1,-,0.3,89.5,2.6,1,1.4,1.5,0.3,0.7,6,0.2,1.1,-,0.2,1,0.4,-,0.2,0.3,45.1,-,3.2,-
Sylvain Distin,Everton,fr,38,D(C),193,87,12(1),1080,-,-,-,-,0.1,87,3.2,-,1.6,1.6,0.2,0.2,9.1,0.5,0.9,-,0.2,0.5,0.5,0.2,0.1,-,53.2,-,2.5,-
Joel Robles,Everton,es,26,GK,195,90,6(1),585,-,-,1,-,-,49.7,0.1,-,-,-,-,-,0.9,-,-,-,-,-,-,-,-,-,24.4,-,5.6,-
Samuel Eto'o,Everton,cm,35,"M(CL),FW",179,75,8(6),782,3,1,1,-,2,79.7,0.3,1,0.3,0.3,0.4,-,0.5,0.3,-,-,0.8,0.9,0.6,0.1,0.8,0.8,28.9,0.2,0.9,0.3
Aiden McGeady,Everton,ie,30,M(LR),178,72,10(6),887,1,2,1,-,1.4,84.9,0.2,1,0.9,0.4,1,-,0.2,0.8,-,-,1.1,1,0.6,-,1,0.9,18.3,0.4,0.4,-
Bryan Oviedo,Everton,cr,26,D(L),172,69,2(4),318,-,-,3,-,0.5,76.6,0.5,-,1.5,0.7,1,-,2,0.8,0.3,-,0.5,0.2,1,0.2,0.7,0.3,22.8,0.5,2,-
Brendan Galloway,Everton,eng,20,D(L),188,87,2,174,-,-,1,-,-,59.6,0.5,-,2.5,-,1,-,4,-,1,-,1,1.5,1.5,-,1.5,0.5,28.5,-,0.5,-
Ross Barkley,Everton,eng,22,M(CL),189,76,22(7),1966,2,2,1,-,1.8,87.9,0.9,1,1.1,0.3,0.7,-,0.4,0.8,0.1,-,1.1,2.1,1.2,-,1.8,1.2,39.9,0.2,2.1,0.2
Nani,Manchester United,pt,29,"M(CLR),FW",175,66,0(1),45,-,-,-,-,-,93.8,-,-,-,-,-,-,-,-,-,-,-,2,1,-,2,-,16,1,-,-
Ángel Di María,Manchester United,ar,28,M(CLR),180,75,20(7),1645,3,10,1,-,2.3,77.8,-,1,0.5,0.6,0.2,-,0.1,0.5,-,-,1.9,1.7,0.8,0.2,1.2,1.1,31.3,1.6,2.5,0.1
Paddy McNair,Manchester United,nir,21,D(C),183,72,12(4),1028,-,-,2,-,0.3,86.7,1.1,-,1.4,1.6,0.5,0.5,4.4,0.7,0.3,-,0.3,0.3,0.3,0.1,0.3,0.6,42.9,0.1,3.1,-
Tom Thorpe,Manchester United,eng,23,D(C),185,89,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ashley Young,Manchester United,eng,31,"D(R),M(LR)",180,65,23(3),2068,2,5,5,-,1.1,80.9,0.7,4,1.7,1.5,0.9,0.2,1,0.3,0.1,-,1.3,1.5,1,0.1,0.6,0.9,33.4,1.7,2.2,0.1
Adnan Januzaj,Manchester United,be,21,AM(CLR),180,75,7(11),850,-,-,-,-,1.4,81.9,0.5,-,0.6,0.5,0.7,-,0.4,0.2,0.1,-,0.9,1.2,1.3,0.1,1,1.4,17.8,0.4,0.6,0.1
Chris Smalling,Manchester United,eng,26,D(CR),192,81,21(4),1880,4,-,1,1,0.7,88.6,2.8,2,1.4,2.3,1,0.5,6.2,0.2,0.6,-,0.2,0.6,0.4,-,0.3,0.2,48,-,4.4,-
Tom Cleverley,Manchester United,eng,27,M(CLR),175,67,1,90,-,-,1,-,1,90.2,1,-,3,-,2,-,-,3,-,-,1,-,2,-,1,-,82,-,3,-
Andreas Pereira,Manchester United,be,20,Midfielder,177,66,0(1),13,-,-,-,-,-,50,-,-,1,1,1,-,-,1,-,-,-,1,-,-,1,-,6,-,-,-
Robin van Persie,Manchester United,nl,33,FW,183,71,25(2),2114,10,2,5,-,2.8,85.2,1.2,3,0.7,0.2,1.3,-,1.1,0.3,0.1,-,1,0.8,1,0.7,1.5,1.2,20.3,0.1,0.6,0.2
Juan Mata,Manchester United,es,28,AM(CLR),170,63,27(6),2309,9,4,2,-,1,89.5,0.1,2,0.9,0.7,0.8,-,0.2,1.3,-,-,1.5,0.6,1.1,0.2,1.2,0.8,44,0.7,3.2,0.2
Danny Welbeck,Manchester United,eng,25,"AM(CLR),FW",185,73,0(2),44,-,-,-,-,-,76.5,1,-,1,-,-,-,1,-,-,-,0.5,0.5,0.5,-,1,-,8.5,-,0.5,-
Michael Keane,Manchester United,ie,23,D(CR),172,68,0(1),46,-,-,-,-,1,94.1,2,-,1,1,1,-,1,-,-,-,1,-,-,-,-,-,17,-,5,-
Tyler Blackett,Manchester United,eng,22,D(CL),183,76,6(5),650,-,-,3,1,-,84.8,1.2,-,0.9,1.7,0.9,0.7,4,0.5,0.1,1,-,0.5,0.3,-,0.1,0.3,41.2,0.1,3.6,-
Luke Shaw,Manchester United,eng,21,D(L),185,75,15(1),1127,-,-,1,1,0.2,86.7,1.8,-,1.4,0.8,0.8,0.2,3.5,0.3,0.1,-,0.9,0.7,0.9,0.1,0.1,0.3,33.8,0.4,1.3,0.1
Wayne Rooney,Manchester United,eng,30,"AM(CL),FW",176,83,33,2877,12,5,5,1,2.4,84.7,1.2,1,1.1,0.9,1.1,-,1.4,0.7,0.1,-,1.4,1.2,0.7,0.4,1.9,1.3,50.3,0.6,5.2,0.2
Anderson,Manchester United,br,28,M(CR),176,69,0(1),20,-,-,-,-,-,88.2,1,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,17,2,1,-
Antonio Valencia,Manchester United,ec,31,"D(R),M(R)",181,83,29(3),2584,-,2,4,-,0.2,89.5,0.8,1,3,1.8,1.2,0.2,1.6,0.6,0.2,-,0.8,1.3,0.7,0.1,0.3,0.6,52.3,0.7,2.5,-
Phil Jones,Manchester United,eng,24,"D(CR),DMC",185,72,22,1879,-,-,3,-,0.1,85.3,2.3,3,2.4,3.2,1.2,0.5,7.5,0.6,0.3,-,0.2,0.7,1.3,-,0.2,0.2,52.8,-,5.1,-
Marouane Fellaini,Manchester United,be,28,M(C),194,85,19(8),1831,6,-,5,1,1.3,84.7,4.1,3,2.1,0.9,2.3,-,2,1,0.4,-,0.8,0.5,1.1,0.5,1.4,0.9,41.3,0.2,1.1,-
David de Gea,Manchester United,es,25,GK,192,76,37,3314,-,-,-,-,-,64.1,0.1,-,-,0.1,-,-,0.5,-,-,-,-,-,-,-,-,-,27.9,-,8.6,-
Jesse Lingard,Manchester United,eng,23,AM(CLR),168,58,1,24,-,-,-,-,-,69.2,-,-,1,1,1,-,-,-,-,-,-,-,1,-,-,1,13,-,-,-
Víctor Valdés,Manchester United,es,34,GK,183,78,1(1),106,-,-,-,-,-,43.1,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,29,-,6,-
Falcao,Manchester United,co,30,FW,177,72,14(12),1287,4,4,2,-,1.5,86.2,0.7,-,0.4,0.3,0.8,-,0.3,0.2,0.1,-,0.7,0.5,1,0.6,1.7,1.7,15.3,0.1,0.2,-
Darren Fletcher,Manchester United,sct,32,M(C),183,83,4(7),365,-,-,1,-,0.1,90,0.1,-,0.5,0.7,0.2,-,0.4,0.4,-,-,0.2,0.3,0.2,-,0.3,0.4,27.4,-,3,-
Rafael,Manchester United,br,26,D(R),172,78,6(4),591,-,1,2,-,0.2,84.2,0.5,1,2.1,2,0.6,-,3.1,0.8,0.2,-,0.6,0.7,1.1,-,0.3,1.3,33.5,0.5,1.3,-
Ander Herrera,Manchester United,es,27,M(C),182,70,19(7),1869,6,4,6,-,1.4,89.2,0.5,4,2.8,2,1.2,-,0.8,1.1,0.3,-,1,1,1.5,0.1,1,0.5,59.8,0.3,3,0.2
Daley Blind,Manchester United,nl,26,"D(CL),DMC,M(L)",180,72,25,2172,2,2,4,-,1.1,87.7,1.3,1,2.3,3.2,1,0.1,2.5,1.1,0.1,-,0.7,0.3,0.4,-,0.5,0.4,63.3,-,4.1,0.1
Michael Carrick,Manchester United,eng,35,"D(C),M(C)",188,74,16(2),1457,1,2,1,-,0.4,89.6,0.8,-,1.4,1.7,0.4,0.3,2,0.6,0.6,-,0.4,0.1,0.6,-,0.1,0.3,60.5,-,5.9,0.1
Marcos Rojo,Manchester United,ar,26,D(CL),187,80,20(2),1765,-,-,6,-,0.7,85.5,2.6,1,2.4,2.5,1.1,0.4,6.3,0.5,0.3,-,0.5,0.3,0.2,-,0.2,0.2,60.2,0.2,5.4,-
James Wilson,Manchester United,eng,20,FW,184,73,2(11),349,1,-,3,-,0.6,76.5,0.6,-,0.2,0.3,0.3,-,0.4,0.2,0.1,-,0.1,0.5,0.3,-,0.8,0.7,7.5,-,0.1,-
