name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB,season
Jack Colback,Sunderland,eng,26,"D(L),M(C)",176,70,29(6),2668,1,1,3,-,0.4,83.4,0.2,-,2,1.8,0.8,0.1,1.5,0.6,0.5,-,0.4,0.3,1.4,-,1,0.7,30.9,0.2,1.7,-,2011-12
Ahmed Elmohamady,Sunderland,eg,29,"D(R),M(R)",180,81,7(11),773,1,1,-,-,0.5,70.4,1.2,-,1,0.6,0.6,-,0.5,0.1,0.1,-,0.6,0.5,0.5,0.2,0.7,0.4,18.8,0.4,0.6,0.1,2011-12
Craig Gardner,Sunderland,eng,29,"D(R),M(CLR)",178,76,22(8),2116,3,-,5,1,1.6,79,0.6,2,2.5,1.3,1.4,0.1,1.9,0.7,0.8,-,0.4,0.2,0.8,0.1,0.9,0.7,30.6,0.1,2.3,-,2011-12
Fraizer Campbell,Sunderland,eng,29,FW,172,82,6(6),636,1,1,3,-,0.8,76.2,0.6,1,1,0.6,0.9,-,0.3,0.1,0.1,-,0.5,0.3,1.3,0.4,1.3,0.8,12.3,0.3,0.3,0.1,2011-12
Gaël Givet,Blackburn,fr,34,"D(C),DMC",181,75,21(1),1750,-,1,2,1,0.3,72.5,1.3,-,1.1,2.5,0.4,0.5,7.9,0.4,0.3,-,0.1,-,0.3,-,0.2,0.1,21.8,-,0.6,-,2011-12
Grant Hanley,Blackburn,sct,24,D(C),187,81,19(4),1823,1,-,6,-,0.7,73.4,1.2,-,1.8,1.9,1.2,0.8,6.9,0.1,1.3,-,0.1,-,0.3,-,-,0.2,21.9,-,1.3,-,2011-12
Yakubu,Blackburn,ng,33,FW,183,83,29(1),2454,17,2,1,1,2.2,71.5,0.3,3,0.5,0.5,1.1,-,0.3,0.1,0.1,-,0.9,0.4,0.9,0.6,1.6,2.5,18,0.1,0.9,-,2011-12
Simon Vukcevic,Blackburn,me,30,Forward,179,77,4(3),378,1,1,-,-,1,77.2,0.1,-,1.3,1,0.1,0.1,1.3,1,-,-,0.3,0.7,1,0.1,0.9,0.9,11.3,-,0.4,-,2011-12
Paul Robinson,Blackburn,eng,36,GK,195,92,34,3060,-,-,-,-,-,27.4,-,-,-,-,-,-,0.5,-,-,-,0.1,-,0.1,-,-,-,34.2,-,8.1,-,2011-12
Ryan Nelsen,Blackburn,nz,38,D(C),185,77,1,90,-,-,-,-,1,64.9,4,-,2,-,-,-,13,-,-,-,-,-,1,-,-,-,37,-,1,-,2011-12
Jason Lowe,Blackburn,eng,25,"D(R),DMC",183,80,30(2),2668,-,1,10,-,0.2,76.6,0.3,-,1.7,2.3,0.9,0.2,2.8,0.6,0.5,-,0.5,0.1,0.4,-,0.3,0.4,28,0.4,2.1,-,2011-12
Rubén Rochina,Blackburn,es,25,M(CLR),182,76,9(9),819,2,-,2,-,1.6,78,0.1,2,2.2,0.9,0.8,-,0.4,0.7,-,-,0.5,1.3,0.8,-,1.9,1.3,16.9,0.2,0.8,0.2,2011-12
Morten Gamst Pedersen,Blackburn,no,35,"D(C),M(C),FW",180,70,33,2836,3,4,6,-,1.2,72.1,0.8,2,2,2.8,1.7,-,1.8,1.3,0.2,-,2,0.2,1.3,-,1.1,1,39.2,1.7,2.3,-,2011-12
Bradley Orr,Blackburn,eng,33,D(C),186,89,10(2),956,-,2,2,-,0.3,68,0.8,-,1.2,1.3,0.7,0.3,4.7,0.8,0.5,-,0.5,0.2,0.3,-,0.3,0.3,22.4,0.5,0.9,-,2011-12
Steven N'Zonzi,Blackburn,fr,27,M(C),190,75,31(1),2810,2,5,7,-,0.8,83.6,2.8,1,1.7,1.7,1.5,-,2.3,0.4,0.2,-,0.7,0.7,0.8,-,0.8,0.8,54.2,0.1,4,-,2011-12
Junior Hoilett,Blackburn,ca,26,M(CLR),173,70,34,2956,7,5,5,-,1.9,79.7,0.4,3,1.4,1.1,1.3,-,0.3,0.6,0.1,-,1.3,2.6,1.3,0.4,1.8,1.8,25.1,0.5,0.7,0.1,2011-12
Nick Blackman,Blackburn,eng,26,"AM(LR),FW",188,74,0(1),6,-,-,-,-,-,66.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,2011-12
Martin Olsson,Blackburn,se,28,D(L),170,81,23(4),2180,-,2,2,1,0.6,72.9,1.1,-,1.4,1.7,0.3,0.3,3.6,0.3,0.3,1,0.4,0.4,1.2,0.1,0.4,0.9,26.7,0.5,0.7,-,2011-12
Josh Morris,Blackburn,eng,24,Midfielder,176,75,0(2),80,-,-,-,-,0.5,81.8,-,-,0.5,-,0.5,-,-,-,-,-,-,0.5,-,-,-,0.5,11,-,-,-,2011-12
Jake Kean,Blackburn,,25,GK,193,76,1,90,-,-,-,-,-,53.1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,32,-,8,-,2011-12
Scott Dann,Blackburn,eng,29,D(C),188,76,27,2403,1,1,2,-,0.6,70.5,0.7,-,1.6,1.3,0.5,0.8,8.3,0.2,1.1,2,0.4,0.1,0.3,-,-,-,23.7,-,2.8,-,2011-12
Mark Bunn,Blackburn,eng,31,GK,183,77,3,270,-,-,-,-,-,29.8,-,-,-,-,-,-,2.3,-,-,-,0.3,-,0.3,-,-,-,40.3,-,11.3,-,2011-12
Adam Henley,Blackburn,wls,22,D(LR),179,80,4(3),471,-,-,-,-,0.1,74.8,0.1,-,3.3,1.7,0.7,0.3,4.9,0.3,0.3,-,-,0.4,0.3,-,0.6,0.6,17.6,-,1,-,2011-12
Mauro Formica,Blackburn,ar,28,M(C),176,73,25(9),2176,4,1,3,-,1.1,81.5,0.3,-,2.3,1.7,1,-,0.6,1.6,0.3,-,0.5,0.4,0.9,-,1.1,1.3,20.5,0.1,0.5,-,2011-12
Anthony Modeste,Blackburn,fr,28,FW,187,84,3(6),383,-,-,1,1,1.4,60.9,0.7,-,0.8,0.3,0.8,-,0.1,0.1,-,-,0.2,0.1,1.6,0.4,0.4,1.6,9.7,-,-,0.1,2011-12
Christopher Samba,Blackburn,cg,32,D(C),193,100,16,1353,2,2,2,-,1.1,76.7,2.4,1,1.1,1.5,0.6,0.7,10.3,0.4,0.8,-,0.7,0.2,0.6,0.3,0.2,0.1,21.7,-,1.1,-,2011-12
David Goodwillie,Blackburn,sct,27,FW,175,71,4(16),597,2,-,-,-,1,80.1,-,-,0.3,0.4,0.4,-,0.4,0.2,0.1,-,0.5,0.3,0.5,0.2,0.7,0.5,7.3,0.1,0.2,-,2011-12
Brett Emerton,Blackburn,au,37,"D(C),DMC,M(R)",185,88,2,136,-,-,1,-,2,74.3,0.5,-,-,2,2,-,1,-,-,-,0.5,0.5,-,-,1,0.5,17.5,1.5,0.5,-,2011-12
Míchel Salgado,Blackburn,es,40,D(R),176,75,9,656,-,-,4,-,-,79.4,0.4,-,2.9,1.4,1.1,0.1,3.6,1.7,0.2,-,0.6,0.1,0.2,0.1,0.7,0.6,21,0.4,1.2,-,2011-12
David Dunn,Blackburn,eng,36,AM(C),178,78,21(5),1613,2,1,3,1,1.5,76.4,0.3,1,1.5,1.8,1.7,-,0.5,0.5,0.2,-,0.7,0.6,1.1,0.1,0.8,0.9,29.9,0.4,2.1,0.2,2011-12
Vince Grella,Blackburn,au,36,AM(R),183,79,0(1),11,-,-,-,-,-,88.9,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,9,-,1,-,2011-12
Jordan Slew,Blackburn,eng,24,Forward,191,81,0(1),1,-,-,-,-,-,100,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2011-12
Radosav Petrovic,Blackburn,rs,27,M(C),193,83,10(9),981,-,-,4,-,0.6,78.7,0.2,-,1.3,1.6,1.5,-,1.7,0.6,0.3,-,0.2,0.3,0.4,-,0.6,0.4,23.5,-,1.8,0.1,2011-12
Markus Olsson,Blackburn,se,28,D(L),180,68,10(2),991,-,1,1,-,0.6,64.1,1.1,-,1,1.5,0.3,0.2,1.2,0.5,-,-,0.8,0.4,1.7,0.3,1.1,1.6,19.5,0.3,0.5,-,2011-12
Jason Roberts,Blackburn,gd,38,FW,185,79,5(5),467,-,1,2,-,0.6,68.7,0.1,-,0.3,0.1,1.4,-,0.2,0.2,-,-,0.8,0.2,0.4,0.1,1.6,1.1,8.3,-,0.2,0.1,2011-12
Davide Santon,Newcastle United,it,25,D(LR),187,77,19(5),1665,-,1,1,-,0.2,84.1,0.6,-,1.6,1.6,0.4,0.2,1.8,0.6,0.1,-,0.5,0.5,0.9,0.1,0.6,0.5,28.5,0.1,1.2,0.1,2011-12
Cheick Tioté,Newcastle United,ci,30,M(C),175,76,24,2052,-,1,11,-,1.2,83.2,1,1,2.8,2.5,2.4,-,1.3,1.3,0.4,-,0.5,0.8,1.5,-,2.9,1.3,58.4,0.1,4,-,2011-12
Haris Vuckic,Newcastle United,si,24,Midfielder,189,78,2(2),170,-,-,-,-,1.5,81.9,0.5,-,0.5,1.5,1,-,0.5,-,-,-,0.5,0.3,0.3,-,0.5,0.5,18,0.5,0.3,-,2011-12
Ryan Taylor,Newcastle United,eng,32,DMC,173,75,23(8),2127,2,3,5,-,1.3,77.2,0.3,1,1.3,1.4,0.9,0.2,2.4,0.8,0.4,-,1.4,0.1,0.6,-,0.6,0.5,31.9,1.2,2.4,0.1,2011-12
Hatem Ben Arfa,Newcastle United,fr,29,"M(CR),FW",178,65,16(10),1560,5,5,2,-,1.3,81.6,-,2,0.8,0.3,0.6,-,0.2,0.6,-,-,1.3,2,0.8,0.1,2.6,1.4,22.2,0.4,1.7,0.2,2011-12
Alan Smith,Newcastle United,eng,35,M(C),175,74,0(2),5,-,-,1,-,-,75,-,-,-,-,0.5,-,-,-,-,-,-,0.5,-,-,0.5,-,4,-,0.5,-,2011-12
Joey Barton,Newcastle United,eng,34,M(C),172,70,2,180,-,-,2,-,2,69.2,1,-,2.5,-,0.5,-,1.5,1.5,-,-,0.5,-,2.5,0.5,1.5,2,39,-,2.5,-,2011-12
James Perch,Newcastle United,eng,30,"D(CLR),DMC,M(R)",180,72,13(12),1330,-,-,3,-,0.1,80.9,0.8,-,2,1.7,0.7,0.3,2.8,0.4,0.6,-,0.1,-,0.4,-,0.2,0.1,20.3,-,1.6,-,2011-12
Yohan Cabaye,Newcastle United,fr,30,M(C),175,71,34,2839,4,6,7,-,1.5,80.4,0.1,3,3.4,2.6,1,-,1,1.3,0.1,-,1.6,0.3,0.6,-,0.8,0.9,42.7,1.1,2.8,0.2,2011-12
Papiss Demba Cissé,Newcastle United,sn,31,"AM(R),FW",183,73,13(1),1113,13,1,1,-,2.8,69.6,1.4,3,0.9,0.9,0.9,-,0.6,0.2,-,-,0.8,0.4,1,1.2,2.5,2.6,24.9,0.2,0.4,0.1,2011-12
Jonás Gutiérrez,Newcastle United,ar,33,M(CLR),183,73,37,3308,2,3,4,1,1.1,79.8,0.3,4,2.3,2,0.9,0.1,1.1,0.9,0.2,-,0.8,1.1,2.3,0.1,2.5,1.2,32.9,0.5,0.8,0.1,2011-12
Danny Simpson,Newcastle United,ie,29,D(R),178,74,35,3120,-,-,7,-,0.1,76.3,0.7,1,1.9,1.7,0.7,0.2,3.6,0.5,0.5,-,0.4,0.2,0.5,0.1,0.5,0.7,30.4,0.7,1.8,-,2011-12
Peter Løvenkrands,Newcastle United,dk,36,"AM(CL),FW",183,63,2(7),204,-,1,-,-,0.2,71.9,0.2,-,0.3,0.1,0.4,-,0.3,0.2,-,-,0.3,0.2,0.1,0.2,0.1,0.3,7.1,0.2,0.1,0.1,2011-12
Gabriel Obertan,Newcastle United,fr,27,M(LR),186,79,18(5),1563,1,3,-,-,1,75.3,0.5,-,1.1,0.7,0.3,-,0.3,0.4,-,-,1,0.9,0.3,0.1,1.6,1.3,24,0.4,0.6,-,2011-12
Steven Taylor,Newcastle United,eng,30,D(C),188,81,14,1260,-,-,1,-,0.2,80.1,1.6,-,0.8,1,0.5,0.6,7.9,0.1,2,-,0.1,0.2,0.7,0.2,0.1,0.1,29.8,-,1.4,-,2011-12
Mike Williamson,Newcastle United,eng,32,D(C),191,84,21(1),1895,-,1,4,-,0.3,76.1,2.2,-,1.5,1.5,0.7,1.1,6.9,0.5,0.6,-,0.3,-,0.6,-,0.4,0.2,32.7,0.1,1.1,-,2011-12
Sammy Ameobi,Newcastle United,eng,24,AM(LR),190,66,1(9),192,-,-,-,-,0.6,59.6,0.2,-,0.5,-,0.4,-,0.1,0.1,0.1,-,-,0.4,0.1,-,0.6,1,5.7,-,0.3,-,2011-12
Sylvain Marveaux,Newcastle United,fr,30,AM(CLR),172,66,1(6),136,-,1,-,-,0.1,83.8,0.3,-,0.4,-,-,-,0.3,-,-,-,0.7,-,0.3,-,0.4,0.3,11.4,0.3,0.6,-,2011-12
Tim Krul,Newcastle United,nl,28,GK,188,74,38,3420,-,-,4,-,-,43.3,-,2,0.1,-,-,-,1,0.1,-,-,0.1,-,0.1,-,-,-,34.3,-,11.6,-,2011-12
Fabricio Coloccini,Newcastle United,ar,34,D(C),183,63,35,3044,-,-,2,-,0.5,84.1,1,-,1.9,2,0.7,1.5,4.9,0.6,0.7,-,0.2,0.2,0.6,-,0.5,0.3,34.9,0.1,3.4,-,2011-12
Shola Ameobi,Newcastle United,ng,34,FW,191,76,8(19),1007,2,5,3,-,1.1,69.6,1.6,-,0.3,0.2,1.4,-,0.6,0.2,-,-,0.4,0.4,0.7,0.3,1.2,1.1,12.6,0.1,0.5,-,2011-12
Leon Best,Newcastle United,ie,29,FW,185,76,16(2),1167,4,2,2,-,1.3,74.1,2.8,1,0.6,0.1,1.2,-,0.9,0.2,-,-,1.1,0.7,1.4,1.3,1.3,1.7,17.2,0.2,0.4,-,2011-12
Dan Gosling,Newcastle United,eng,26,M(C),178,71,1(11),233,1,-,2,1,0.5,82.5,0.1,-,0.8,0.2,0.4,-,0.7,0.3,0.2,-,0.3,0.1,0.2,-,0.7,0.7,8.1,0.1,0.5,-,2011-12
Demba Ba,Newcastle United,sn,31,FW,189,86,32(2),2732,16,2,1,-,3.2,74.1,1.8,3,0.4,0.5,0.8,-,0.6,0.4,0.2,-,0.6,0.6,1.6,0.8,2.5,2.6,22.7,-,0.5,0.1,2011-12
Shane Ferguson,Newcastle United,nir,25,"D(L),M(L)",178,73,0(7),156,-,-,1,-,-,76.2,-,-,0.6,0.4,0.4,-,0.4,0.1,-,-,0.1,0.1,0.1,0.1,0.3,0.6,6,-,-,-,2011-12
Danny Guthrie,Newcastle United,eng,29,M(C),170,73,13(3),1131,1,-,3,-,0.8,81.3,0.3,-,2.5,1.6,0.7,-,0.3,0.8,0.1,-,1.1,0.6,0.9,0.1,0.9,0.8,39.4,0.4,4.1,-,2011-12
Darren Bent,Aston Villa,eng,32,FW,180,73,21(1),1862,9,1,1,-,2,71,1.8,-,0.4,0.2,0.7,-,1.5,0.3,-,-,1,0.2,0.6,1.8,0.9,1.3,18.5,-,0.2,-,2011-12
Andreas Weimann,Aston Villa,at,25,"AM(CLR),FW",188,76,5(9),533,2,-,-,-,1.4,76.4,0.2,-,0.3,0.4,0.4,-,0.1,0.1,-,-,0.4,0.1,0.4,0.3,0.7,1.1,9.1,-,0.1,-,2011-12
Samir Carruthers,Aston Villa,ie,23,M(C),173,70,0(3),21,-,-,1,-,0.3,85.7,-,-,1,0.3,0.3,-,-,1,-,-,-,0.3,0.3,-,0.3,0.7,4.7,-,0.3,-,2011-12
Robbie Keane,Aston Villa,ie,36,FW,176,73,5(1),459,3,-,-,-,2.2,81.1,0.3,1,0.3,-,0.5,-,0.2,0.3,-,-,1.5,0.5,0.7,-,0.7,1.8,35.3,-,1.7,0.3,2011-12
Alan Hutton,Aston Villa,sct,31,D(R),185,72,29(2),2594,-,2,6,1,0.2,73.3,1.1,2,2.3,1.8,0.6,0.2,3.6,0.6,0.5,-,0.7,0.2,1.2,0.1,0.5,0.5,28.7,0.6,1.5,-,2011-12
Jermaine Jenas,Aston Villa,eng,33,M(C),180,73,1(2),108,-,-,-,-,-,84.6,0.3,-,-,-,-,-,0.3,-,0.3,-,-,-,0.3,-,0.3,0.3,17.3,-,0.3,0.3,2011-12
Barry Bannan,Aston Villa,sct,26,M(CLR),170,60,10(18),1249,1,2,2,-,0.9,76.1,-,-,0.9,0.8,0.2,-,0.4,0.5,0.1,-,1.4,0.2,0.1,-,0.4,0.4,19.1,1.3,1.9,0.1,2011-12
Marc Albrighton,Aston Villa,eng,26,M(LR),175,67,15(11),1490,2,2,3,-,0.8,71.5,0.2,-,1.6,1.2,0.8,-,0.7,0.8,0.1,-,0.9,0.7,0.7,-,0.5,1,17.4,1.4,0.6,-,2011-12
Stephen Ireland,Aston Villa,ie,30,M(C),176,68,19(5),1590,1,3,2,-,0.8,80.6,0.3,2,2.3,2.6,1,-,0.6,0.5,0.3,-,0.9,0.1,0.7,0.3,0.9,1,32.3,0.3,1,0.2,2011-12
Fabian Delph,Aston Villa,eng,26,M(CL),174,60,10(1),855,-,-,3,-,0.6,81.3,0.5,-,2.1,1.4,0.5,-,0.8,1,0.2,-,0.7,1.1,1.6,-,0.9,1,34.9,0.4,1.2,-,2011-12
Stilian Petrov,Aston Villa,bg,37,"D(C),M(CR),FW",183,69,26(1),2330,4,2,7,-,1.6,83,0.6,5,2.2,3.6,1.1,-,1.9,1.3,0.6,-,1.4,0.6,1.4,-,0.7,0.6,43.1,0.8,2.3,0.1,2011-12
Stephen Warnock,Aston Villa,eng,34,D(CL),175,75,34(1),3056,2,2,6,-,0.3,74.5,1,1,2.3,2.9,1,0.2,4.1,0.9,0.4,1,0.8,0.6,0.9,0.1,0.2,0.6,35.1,0.5,3.1,-,2011-12
Emile Heskey,Aston Villa,eng,38,FW,188,82,18(10),1459,1,-,3,-,1,62.7,3.1,-,0.9,0.5,0.9,-,0.7,0.1,0.1,-,0.3,0.1,0.8,0.3,0.7,1,20.2,-,0.3,0.1,2011-12
Eric Lichaj,Aston Villa,us,27,D(LR),175,70,9(1),822,1,1,3,-,0.2,75,0.3,-,2.4,1.8,1.3,0.4,4.2,1.2,0.4,-,0.5,0.4,0.5,-,0.9,0.7,27.2,0.1,0.9,-,2011-12
Carlos Cuéllar,Aston Villa,es,35,D(C),190,84,17(1),1494,-,1,2,-,0.3,72.3,1.1,3,3.8,2.9,0.7,0.3,5.4,0.6,0.9,-,0.4,0.5,0.3,-,0.4,0.4,31.3,0.2,2.3,0.1,2011-12
Gabriel Agbonlahor,Aston Villa,eng,29,"AM(LR),FW",178,76,32(1),2765,5,5,6,-,1.8,72.7,1.2,3,1,0.4,1.4,-,0.5,0.2,-,-,0.9,1,1.3,0.5,1.3,1.8,21.7,0.5,0.6,0.1,2011-12
Chris Herd,Aston Villa,au,27,D(C),173,76,19,1476,1,-,2,1,0.7,67.1,1.4,-,2.2,1.9,1.2,0.1,2.3,0.8,0.6,-,0.3,0.6,0.9,0.1,0.6,0.7,28.5,0.2,1.4,-,2011-12
Gary Gardner,Aston Villa,eng,24,DMC,188,82,5(9),606,-,-,1,-,1.1,70.8,0.5,-,0.8,0.9,0.9,-,0.7,0.6,0.5,-,0.1,0.1,0.4,-,0.4,0.3,18.4,0.1,1.9,-,2011-12
Shay Given,Aston Villa,ie,40,GK,183,84,32,2828,-,-,1,-,-,48.8,0.1,1,-,-,-,-,0.5,-,-,-,-,-,0.1,-,-,-,27,-,9.9,-,2011-12
Nathan Delfouneso,Aston Villa,eng,25,"AM(LR),FW",175,69,1(5),163,-,-,-,-,0.5,69.6,0.7,-,0.5,0.2,0.8,-,0.3,-,-,-,0.3,0.3,0.2,0.3,0.3,0.5,7.7,-,0.3,-,2011-12
Brad Guzan,Aston Villa,us,32,GK,193,94,6(1),592,-,-,-,-,-,37.4,-,-,-,-,-,-,0.7,-,-,-,-,-,-,-,-,0.1,24.4,-,6,-,2011-12
Charles N'Zogbia,Aston Villa,fr,30,M(CR),170,70,24(6),2083,2,4,4,-,1.8,75.3,0.2,-,1.4,0.9,1.3,-,0.2,0.3,-,-,1.6,1.3,1.1,-,1.7,1.5,23.2,1.3,0.5,0.1,2011-12
Nathan Baker,Aston Villa,eng,25,D(CL),188,75,6(2),550,-,-,-,-,0.3,59.3,2.3,-,1.4,0.8,0.1,0.3,7.3,0.5,1.1,-,-,-,-,-,-,0.1,13.5,-,0.5,-,2011-12
James Collins,Aston Villa,wls,33,D(C),188,83,31(1),2780,1,-,7,-,0.7,67.6,2.6,1,1.3,2.3,0.8,0.8,9.4,0.6,1,-,0.2,0.2,0.5,-,0.1,0.1,30.2,-,2.8,-,2011-12
Ciaran Clark,Aston Villa,ie,26,D(CL),188,76,13(2),1149,1,2,3,-,0.5,80.6,0.5,1,2.7,1.9,0.7,0.1,2.2,0.7,0.4,-,0.4,0.4,0.7,-,0.6,0.7,35.7,0.1,1.1,-,2011-12
Richard Dunne,Aston Villa,ie,36,D(C),188,89,28,2520,1,-,7,-,0.6,74.1,2.2,-,2.3,2,1.2,0.6,9,0.6,0.8,1,0.3,0.3,0.4,-,0.3,0.4,33.3,-,3.3,-,2011-12
Luke Young,Aston Villa,eng,37,D(CR),183,77,2,146,-,-,-,-,-,78.6,-,-,1,1,0.5,0.5,-,0.5,0.5,-,0.5,-,-,-,-,-,35,1,1,-,2011-12
Raheem Sterling,Liverpool,eng,21,"AM(CLR),FW",170,69,0(3),25,-,-,-,-,0.7,86.7,-,-,-,-,-,-,-,-,-,-,0.7,0.3,0.7,-,-,0.3,5,0.3,0.3,-,2011-12
Lucas Leiva,Liverpool,br,29,"D(C),M(C)",179,74,12,1045,-,-,5,-,0.5,85.6,1.8,1,5.7,2.8,1.6,-,1.2,1,0.3,-,0.9,0.3,0.8,-,0.8,0.3,57.3,-,3.9,0.1,2011-12
Andy Carroll,Liverpool,eng,27,FW,193,79,21(14),2065,4,2,5,-,2.5,64,4.3,3,0.7,0.5,0.9,-,1.1,0.1,0.1,-,1.2,0.3,1.4,0.5,1.3,1.3,20.9,0.1,0.6,-,2011-12
Jonjo Shelvey,Liverpool,eng,24,M(C),185,80,8(5),728,1,-,2,-,1.5,83,0.6,-,1.4,0.6,1.1,-,0.2,0.5,0.2,-,0.4,0.3,0.2,-,0.5,0.8,35.4,0.2,2.1,-,2011-12
Jamie Carragher,Liverpool,eng,38,D(C),185,76,19(2),1725,-,-,1,-,-,80.6,0.7,-,1.1,0.7,0.3,0.5,5,-,0.5,-,-,-,0.4,-,0.1,-,37.5,-,4,-,2011-12
Daniel Agger,Liverpool,dk,31,D(C),188,79,24(3),2141,1,1,6,-,1.2,84.5,1.6,-,1.2,2.2,0.6,0.4,3.6,0.3,0.5,1,0.3,0.4,0.9,-,0.1,0.3,38.9,0.1,2.6,-,2011-12
Dirk Kuyt,Liverpool,nl,36,"M(CLR),FW",184,77,22(12),2004,2,1,3,-,1.5,77.5,0.9,1,1.3,1,0.8,-,0.3,0.7,-,-,1.2,0.4,0.6,0.6,1.4,1,31.9,0.4,1.1,0.1,2011-12
Fábio Aurélio,Liverpool,br,36,"D(C),FW",178,75,1(1),67,-,-,-,-,-,85.1,-,-,-,0.5,0.5,-,1,-,-,-,1.5,0.5,-,-,-,-,23.5,1.5,0.5,-,2011-12
Craig Bellamy,Liverpool,wls,37,AM(R),175,68,12(15),1242,6,3,6,-,1.6,88.6,-,2,1,0.4,0.7,-,-,0.3,-,-,1.3,0.2,0.3,0.4,0.6,0.5,21.7,1.1,0.7,-,2011-12
Martin Skrtel,Liverpool,sk,31,D(C),193,81,33(1),2995,2,1,2,1,0.9,83.2,2.3,1,1.7,1.4,1.2,0.3,5.1,0.2,0.9,1,0.3,0.1,0.6,-,0.1,0.1,44.2,0.1,4.1,-,2011-12
Glen Johnson,Liverpool,eng,32,D(LR),178,70,22(1),1952,1,-,2,-,1,83.9,0.8,2,1.9,1.9,0.6,0.1,1.9,0.5,0.3,-,1,1.4,1,-,0.9,1.3,47.3,0.5,2.6,-,2011-12
Luis Suárez,Liverpool,uy,29,"AM(CLR),FW",182,85,29(2),2557,11,3,5,-,4.1,75.3,0.2,6,1.1,0.4,1.4,-,-,0.3,-,-,2,2.4,2.4,1.5,2.2,2.9,34.3,0.4,1.2,0.3,2011-12
Jay Spearing,Liverpool,eng,27,M(C),171,71,15(1),1302,-,1,-,1,0.6,86,0.6,-,2.8,1.1,0.9,-,0.9,0.9,0.3,-,0.4,0.1,0.7,-,0.8,0.5,51.8,-,5.1,-,2011-12
Charlie Adam,Liverpool,sct,30,M(C),185,83,27(1),2177,2,6,4,1,1.8,79.5,1.5,3,2.2,1.6,2.1,-,1.3,1.1,0.3,1,1.9,0.9,1.5,-,1.4,0.7,49,1.3,4.9,0.4,2011-12
Jordan Henderson,Liverpool,eng,26,M(CLR),182,67,31(6),2666,2,1,3,-,1.1,83.9,0.4,-,1.4,1.5,0.7,-,0.4,0.5,0.1,-,0.8,0.4,0.2,0.2,1.1,0.8,40.3,0.4,2.6,0.2,2011-12
Jon Flanagan,Liverpool,eng,23,D(LR),181,79,5,386,-,-,2,-,-,81.9,0.8,-,1.6,1.2,1.8,0.2,1.8,0.8,0.2,-,0.4,0.4,1.2,-,2,1.2,39.8,0.4,0.8,-,2011-12
Maxi Rodríguez,Liverpool,ar,35,M(CL),180,75,10(2),800,4,1,1,-,1.9,90.6,0.3,-,1.4,1.1,0.4,-,0.4,0.7,0.2,-,0.8,-,0.8,0.3,1.6,1.2,32.8,0.1,1.3,0.2,2011-12
José Reina,Liverpool,es,34,GK,188,92,34,3053,-,-,-,1,-,64.2,0.1,-,-,-,-,-,0.8,0.1,-,-,0.1,-,0.1,-,-,-,30.5,-,9.4,-,2011-12
Doni,Liverpool,br,36,GK,194,91,4,295,-,-,-,1,-,71.8,-,-,-,-,0.5,-,0.8,-,-,-,-,0.3,-,-,-,-,19.5,-,7.3,-,2011-12
Raul Meireles,Liverpool,pt,33,M(C),179,65,0(2),35,-,1,-,-,0.5,85,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,0.5,10,0.5,-,-,2011-12
José Enrique,Liverpool,es,30,"D(L),M(L)",184,76,33(2),2992,-,2,2,-,0.4,80.6,0.3,-,2,0.9,0.4,0.2,1.3,0.3,0.1,-,1,1.5,0.8,-,1.6,0.9,52.1,0.8,2.7,0.1,2011-12
Stewart Downing,Liverpool,eng,32,M(CLR),180,64,28(8),2477,-,-,1,-,2,85.4,0.2,-,0.6,0.7,0.4,-,0.1,0.2,-,-,1.5,0.6,0.6,0.3,0.6,0.7,34.6,1.3,1.3,-,2011-12
Brad Jones,Liverpool,au,34,GK,191,76,0(1),64,-,-,1,-,-,40,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-,25,-,8,-,2011-12
Martin Kelly,Liverpool,eng,26,D(LR),191,77,12,964,-,-,1,-,0.7,79.5,0.7,-,3.5,0.9,1.1,0.1,2.7,0.9,0.6,-,0.6,0.3,0.3,-,0.6,0.8,29.7,0.3,0.7,0.1,2011-12
Steven Gerrard,Liverpool,eng,36,M(C),185,82,12(6),1212,5,2,-,-,1.7,83.2,0.6,2,1.3,0.9,0.4,-,1,0.5,0.1,-,1.6,0.3,0.5,0.2,0.7,0.8,49.7,1.4,4.6,0.2,2011-12
Sebastián Coates,Liverpool,uy,25,D(C),196,85,4(3),484,1,-,1,-,0.1,82.2,1.3,-,2,0.6,0.6,0.3,2.6,0.3,0.6,-,0.4,0.6,0.1,-,0.4,-,31.3,0.1,3.6,-,2011-12
Andrew Johnson,Fulham,eng,35,FW,175,64,13(7),1244,3,1,1,-,1.7,81,0.4,1,0.4,0.4,0.5,-,0.1,-,0.1,-,0.9,0.7,1.2,0.9,1.4,1.6,15.5,0.5,0.5,0.1,2011-12
