name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB,season
Ramires,Chelsea,br,29,M(CR),180,70,28(2),2475,5,1,4,-,1.6,85.1,0.4,3,2.8,1.9,1.4,-,0.9,0.5,0.2,-,0.7,1.4,1.3,0.2,1.6,1.3,33.3,0.1,1,0.1,2011-12
Sam Hutchinson,Chelsea,eng,27,"D(C),DMC",182,73,1(1),77,-,-,-,-,-,87.3,-,-,1.5,1,-,-,-,-,-,-,-,-,-,-,-,-,27.5,-,0.5,-,2011-12
Nicolas Anelka,Chelsea,fr,37,FW,185,77,3(6),410,1,1,-,-,1.7,82.3,0.8,-,0.7,0.1,0.2,-,0.1,0.1,-,-,0.7,0.4,1.1,0.3,1.6,0.4,20.7,0.8,0.9,0.2,2011-12
Raul Meireles,Chelsea,pt,33,M(C),179,65,23(5),1932,2,3,8,-,1.8,84.5,0.1,1,1.3,2.2,1.1,0.1,0.9,1.2,0.1,-,1.4,0.1,0.7,-,0.8,0.6,47,0.6,3.1,0.2,2011-12
José Bosingwa,Chelsea,pt,34,D(CLR),183,75,24(3),2119,1,2,5,1,0.6,84.4,0.7,-,2.3,2.4,1.2,0.4,2.7,0.5,0.1,-,0.8,0.8,0.5,-,1,0.6,43.1,0.8,1.9,-,2011-12
Ryan Bertrand,Chelsea,eng,27,"D(CL),M(L)",179,85,6(1),540,-,-,1,-,0.3,90.8,0.9,-,2,1.9,1,0.4,2.7,0.3,0.9,-,0.7,0.1,1,0.1,1,0.9,39,0.9,0.7,-,2011-12
John Terry,Chelsea,eng,35,D(C),187,90,31,2790,6,1,8,-,0.8,91.2,1.7,2,1.8,1.9,0.7,0.6,5.8,0.5,0.8,-,0.4,0.1,0.7,0.1,0.2,0.3,58.9,-,2.9,-,2011-12
John Obi Mikel,Chelsea,ng,29,DMC,188,83,15(7),1327,-,-,4,-,0.5,90.2,0.9,-,1.6,1.5,1.3,0.1,1.4,0.5,0.2,-,0.4,0.4,1,-,0.7,0.6,49.5,-,3.7,0.1,2011-12
Daniel Sturridge,Chelsea,eng,27,"M(R),FW",188,76,28(2),2269,11,3,3,-,3.1,81.6,-,2,0.3,0.6,0.4,-,0.2,0.4,-,-,0.8,0.9,1,0.2,2.4,1.5,23.4,0.2,1.3,0.2,2011-12
Michael Essien,Chelsea,gh,33,"D(R),DMC",183,78,10(4),920,-,1,3,-,1.4,91.3,0.4,-,1.5,0.9,1.2,-,1.4,0.7,0.4,1,0.7,0.4,0.9,0.1,0.9,0.5,47.8,0.1,2.4,-,2011-12
Paulo Ferreira,Chelsea,pt,37,D(R),181,76,3(3),368,-,-,1,-,0.2,84.6,0.5,-,1.5,1.2,0.5,0.2,0.7,1,0.7,-,0.3,0.2,0.8,-,0.7,0.3,23.8,0.2,0.8,-,2011-12
Henrique Hilario,Chelsea,pt,40,Goalkeeper,189,85,2,180,-,-,-,-,-,80.4,0.5,-,-,-,-,-,0.5,-,-,-,-,-,0.5,-,-,-,25.5,-,4.5,-,2011-12
Oriol Romeu,Chelsea,es,24,DMC,183,83,11(5),951,-,-,2,-,0.4,89.5,0.5,-,2.3,2.1,0.9,-,0.9,1.7,0.1,-,0.4,0.2,0.7,-,0.6,0.2,41.1,-,3.1,-,2011-12
David Luiz,Chelsea,br,29,"D(C),DMC",189,84,18(2),1652,2,1,5,-,0.8,85.1,0.9,-,1.4,2.8,1.1,0.7,3.9,0.6,0.5,-,0.5,1,1.2,0.1,0.9,0.8,43.9,0.2,4.9,0.4,2011-12
Branislav Ivanovic,Chelsea,rs,32,D(CR),185,91,26(3),2264,3,1,6,-,0.8,85.8,1.5,2,2,2,0.8,1,4.5,0.2,0.4,-,0.6,0.3,0.7,-,0.3,0.3,36.8,0.4,3.9,-,2011-12
Craig Gordon,Sunderland,sct,33,GK,193,83,1,90,-,-,-,-,-,48.8,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,43,-,16,-,2011-12
Wes Brown,Sunderland,eng,36,D(C),185,77,20,1736,1,-,2,-,0.3,72.7,1.9,-,1.9,1.8,1,0.8,6.5,0.4,1.1,1,0.2,0.2,0.7,-,0.4,0.3,26.8,-,2.5,-,2011-12
Lee Cattermole,Sunderland,eng,28,M(C),178,76,23,1945,-,-,10,1,0.6,81.4,0.5,-,3.7,3.3,2.2,-,1.1,1.7,0.6,-,0.3,0.3,1.1,-,0.9,0.7,37.3,-,3.9,-,2011-12
Asamoah Gyan,Sunderland,gh,30,FW,180,76,3,233,-,-,-,-,4,78.9,1.7,-,0.3,1.3,0.7,-,0.3,-,-,-,1.7,0.3,1,0.7,3,1,19,-,0.3,-,2011-12
Phil Bardsley,Sunderland,sct,31,D(LR),180,74,29(2),2480,1,-,3,1,0.8,71.9,0.5,-,2.5,1.8,0.6,0.1,3.5,0.4,0.6,-,0.8,0.3,0.7,-,0.5,0.5,37.9,0.5,2.5,-,2011-12
John O'Shea,Sunderland,ie,35,D(C),191,75,29,2441,-,-,5,-,0.4,72.6,0.8,2,1.8,2,0.4,0.4,5.6,0.5,0.5,-,0.3,0.2,0.2,-,0.1,0.2,34.6,0.2,2.2,-,2011-12
Keiren Westwood,Sunderland,ie,31,GK,187,92,8(1),757,-,-,-,-,-,33.1,-,-,-,-,-,-,0.7,-,-,-,-,-,0.2,-,-,-,29.2,-,8.2,-,2011-12
Kieran Richardson,Sunderland,eng,31,"D(L),M(CL)",173,71,26(3),2285,2,2,5,-,1.1,75,0.6,1,1.5,1.9,0.6,0.1,2.9,0.6,0.4,-,0.7,0.3,0.4,0.1,0.7,1.1,31.1,0.8,1.4,-,2011-12
Wayne Bridge,Sunderland,eng,36,D(L),178,69,3(5),317,-,-,1,-,-,71.7,0.5,-,1.3,1.1,0.4,-,1.3,0.1,-,-,0.1,0.4,0.1,-,0.5,0.4,20.8,0.1,0.9,0.1,2011-12
Stéphane Sessegnon,Sunderland,bj,32,M(CLR),172,72,36,3133,7,9,3,1,2.1,81.4,0.6,2,1,0.4,1,-,0.1,0.3,-,-,2,1.8,1.8,0.3,2.2,2.4,29.8,0.4,1.4,0.1,2011-12
Simon Mignolet,Sunderland,be,28,GK,193,87,29,2573,-,-,-,-,-,38.4,0.1,3,-,0.1,-,-,1.1,-,-,-,-,-,0.2,-,-,0.1,30.1,-,9.8,-,2011-12
David Meyler,Sunderland,ie,27,"DMC,M(LR)",189,81,1(6),160,-,-,-,-,0.1,76.7,0.3,-,1.4,0.1,0.3,-,0.3,0.6,-,-,-,0.1,0.6,-,0.1,1.3,14.7,-,1,-,2011-12
Matthew Kilgallon,Sunderland,eng,32,D(CL),188,81,9(1),794,-,-,-,-,0.3,77.5,1.5,-,0.9,2.2,0.4,0.2,6.4,0.2,1,-,-,0.2,0.5,-,0.1,0.3,20.4,-,0.9,-,2011-12
Ryan Noble,Sunderland,eng,25,Forward,180,66,0(2),5,-,-,-,-,-,100,-,-,-,-,0.5,-,-,-,-,-,-,0.5,-,-,-,-,1.5,-,-,-,2011-12
Nicklas Bendtner,Sunderland,dk,28,FW,194,89,25(3),2235,8,5,2,-,2.2,73.6,2.8,1,0.7,0.3,0.9,-,1.1,0.3,0.3,-,1.2,0.2,1.1,0.9,2,2.3,31.4,0.3,1.5,0.1,2011-12
James McClean,Sunderland,ie,27,"AM(CLR),FW",180,70,20(3),1843,5,2,2,-,1.8,73.1,1,3,2.4,1.2,0.7,-,0.9,0.9,0.2,-,1.2,1.2,1.1,0.2,2,1.6,23.6,1.5,0.5,-,2011-12
Sebastian Larsson,Sunderland,se,31,M(CR),178,70,32,2710,7,2,6,-,1.1,74.1,0.3,2,2.5,1.5,1,-,0.9,1.2,0.2,-,1.7,0.4,0.5,0.1,0.9,0.8,30.7,2.1,1.4,0.1,2011-12
Michael Turner,Sunderland,eng,32,D(C),193,84,23(1),2115,-,-,3,-,0.4,77.4,1.5,-,1.8,2,1,0.5,8.4,0.5,1,-,0.1,-,0.4,0.1,0.2,0.2,26.4,0.1,1.7,-,2011-12
Connor Wickham,Sunderland,eng,23,"AM(L),FW",191,90,5(11),520,1,-,-,-,0.9,67.7,0.6,-,0.6,0.4,0.8,-,0.4,0.3,0.1,-,0.6,0.4,0.6,0.4,0.7,1.1,10.1,0.1,0.4,-,2011-12
Sotirios Kyrgiakos,Sunderland,gr,37,"D(L),DMC",193,88,2(1),189,-,-,1,-,-,62.7,2.3,-,0.7,1.3,1.3,-,5.3,-,-,-,-,-,0.3,-,-,-,19.7,-,1.3,-,2011-12
David Vaughan,Sunderland,wls,33,M(C),171,70,17(5),1489,2,1,3,-,0.8,84.7,0.5,1,2.7,1.9,1,-,0.6,0.9,0.3,-,0.5,0.5,0.8,0.1,0.6,0.6,36.6,0.2,2.7,-,2011-12
Ji Dong-Won,Sunderland,kr,25,"AM(CL),FW",188,81,2(17),435,2,2,2,-,0.6,83.6,0.3,-,0.2,0.3,0.4,-,0.2,0.1,0.1,-,0.5,0.2,0.4,0.3,0.4,0.8,11.5,0.1,0.3,0.1,2011-12
Titus Bramble,Sunderland,eng,35,D(C),185,86,8,651,1,-,-,-,0.6,78.4,2.4,-,1.5,1.8,0.5,0.8,7.1,0.8,1.1,-,0.1,0.1,0.5,-,0.3,0.4,28.9,-,2.4,-,2011-12
Anton Ferdinand,Sunderland,eng,31,D(C),183,78,3,270,-,-,-,-,-,82.5,1.7,-,1,1,1,1,10,-,0.3,-,-,-,0.3,-,0.3,-,19,-,2,-,2011-12
