name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB,season
Vincent Kompany,Manchester City,be,30,D(C),190,85,28,2365,4,1,6,1,0.6,88.1,1.3,-,2.3,2,0.8,1,5.1,0.6,0.5,1,0.2,0.6,0.4,-,0.3,0.3,40.7,-,4.1,-,2013-14
Micah Richards,Manchester City,eng,28,D(CR),180,82,2,161,-,-,-,-,1,90.1,3,-,2.5,2,1,-,2.5,-,-,-,-,1,-,-,0.5,-,35.5,-,1,-,2013-14
Joe Hart,Manchester City,eng,29,GK,196,91,31,2790,-,-,1,-,-,47.3,0.2,-,-,-,-,-,1.1,-,-,-,-,-,0.1,-,-,-,22.9,-,6.2,-,2013-14
Sergio Agüero,Manchester City,ar,28,"AM(CL),FW",173,70,20(3),1539,17,6,4,-,3.7,84.9,0.4,6,0.6,0.3,0.7,-,-,0.3,-,-,1.6,1.9,1,0.8,2.1,1.6,21.3,0.2,0.3,0.2,2013-14
Gaël Clichy,Manchester City,fr,31,D(L),176,65,18(2),1660,-,-,1,-,0.1,85.9,1.1,1,2.9,2,0.4,0.4,3.3,0.9,0.2,-,0.7,0.6,0.5,-,0.4,0.6,52,0.4,2.6,-,2013-14
Dedryck Boyata,Manchester City,be,25,D(C),188,84,1,55,-,-,-,-,1,95.8,-,-,1,-,2,-,1,-,-,-,2,-,-,-,-,-,48,-,2,-,2013-14
Álvaro Negredo,Manchester City,es,31,FW,186,86,21(11),1726,9,3,1,-,2.1,76.7,1.6,-,0.4,0.1,0.7,0.1,0.7,0.3,-,-,1,0.3,0.5,0.4,0.9,1.3,17.3,0.2,0.9,0.1,2013-14
Jesús Navas,Manchester City,es,30,M(R),170,60,18(12),1775,4,7,-,-,1.1,85.8,0.2,3,1.3,0.6,0.2,0.1,0.7,0.3,-,-,1.9,0.8,0.5,0.1,0.8,0.8,34.2,1.5,1.8,0.1,2013-14
Samir Nasri,Manchester City,fr,29,M(CLR),175,75,29(5),2499,7,7,3,-,1.4,91.5,0.1,2,1.1,0.6,0.6,-,0.3,0.4,-,-,2.7,1.3,0.8,0.2,1.7,1,55.9,1.9,1.7,0.2,2013-14
Costel Pantilimon,Manchester City,ro,29,GK,203,96,7,630,-,-,1,-,-,57.8,0.3,-,0.1,-,-,-,1,-,-,1,-,-,-,-,-,-,24.7,-,7,-,2013-14
Aleksandar Kolarov,Manchester City,rs,30,"D(L),M(L)",187,83,21(9),1971,1,7,2,-,1.8,81.2,1.3,1,1.7,1,0.4,0.1,2.1,0.6,0.1,-,1.2,0.7,1.2,0.1,0.5,0.7,34,0.9,1.7,-,2013-14
David Silva,Manchester City,es,30,M(CLR),173,67,26(1),2174,7,9,5,-,2,88.2,0.3,4,1.2,0.6,0.9,-,0.3,1.1,-,-,3.2,1.1,1.5,0.1,2,1,69.2,1.2,1.9,0.6,2013-14
Edin Dzeko,Manchester City,ba,30,FW,193,84,23(8),1993,16,1,4,-,3.3,73.7,2.8,-,0.5,0.2,0.9,-,0.5,0.3,0.1,-,0.6,0.4,0.8,0.3,1.2,1.2,23,-,1,0.1,2013-14
Jack Rodwell,Manchester City,eng,25,M(C),188,80,1(4),109,-,-,-,-,0.8,83.7,0.8,-,0.4,0.2,0.4,-,0.4,0.4,-,-,0.2,-,-,-,0.2,0.4,9.8,-,0.4,-,2013-14
Matija Nastasic,Manchester City,rs,23,D(C),188,83,11(2),1028,-,-,4,-,0.4,91.9,2,1,1.6,1.1,1.5,0.5,6.7,0.4,0.4,-,0.1,-,0.4,-,0.2,0.3,46.5,-,2.8,-,2013-14
Martín Demichelis,Manchester City,ar,35,D(C),184,80,27,2430,2,1,6,-,0.6,89.9,2.3,1,2,2.6,0.7,0.7,6.8,1.1,0.3,-,0.2,0.1,0.2,-,0.1,0.2,52.7,-,2.6,-,2013-14
Yaya Touré,Manchester City,ci,33,M(C),189,90,35,2927,20,9,4,-,1.8,90.1,0.9,4,1.5,0.7,1.1,-,1,1.2,0.1,-,1.2,1.2,0.7,0.1,0.9,0.8,71.5,0.1,4.6,0.1,2013-14
Pablo Zabaleta,Manchester City,ar,31,D(R),174,74,34(1),3079,1,6,11,-,0.6,84.7,1.3,2,3.4,2,1.5,0.3,2.5,1.1,0.3,-,0.9,0.2,0.9,-,0.7,0.6,46.7,0.3,1.8,-,2013-14
Javi García,Manchester City,es,29,"D(C),DMC",186,82,14(15),1529,-,-,7,-,0.3,90.1,2.2,-,0.9,1.1,0.6,0.2,2,0.6,0.1,-,0.3,0.1,0.4,-,0.2,0.1,33.9,-,1.8,-,2013-14
Joleon Lescott,Manchester City,eng,34,D(CL),190,89,8(2),784,-,-,-,-,0.6,89.5,1.4,-,1.6,1.7,0.5,0.6,4.5,0.6,0.5,-,-,0.1,0.1,-,0.2,0.2,42.7,-,1.7,-,2013-14
Fernandinho,Manchester City,br,31,DMC,179,67,29(4),2609,5,3,8,-,1,88.3,1.2,1,2.9,1.8,1.6,0.2,1.4,1.9,0.1,-,1.2,1.1,0.7,-,0.8,0.8,50.9,0.1,2.7,0.1,2013-14
James Milner,Manchester City,eng,30,M(CLR),175,70,12(19),1359,1,4,3,-,0.8,84,0.5,-,1,0.3,0.7,-,0.4,0.5,-,-,1,0.6,0.6,0.1,0.8,0.5,24.2,0.6,1,0.1,2013-14
Stevan Jovetic,Manchester City,me,26,"AM(C),FW",183,79,2(11),362,3,1,1,-,1.8,85.5,0.2,-,0.5,0.2,0.3,-,0.1,0.3,-,-,0.5,1.2,0.9,0.1,0.6,0.5,17.5,-,0.9,-,2013-14
Joseph Yobo,Norwich,ng,36,D(C),188,76,8,720,-,-,-,-,0.3,81.3,1.5,-,2.1,0.9,0.4,0.8,7.9,0.5,0.4,-,0.1,0.1,0.6,-,-,0.3,27.4,-,2.9,-,2013-14
Javier Garrido,Norwich,es,31,D(CL),180,76,6,516,-,-,2,-,-,79.3,0.2,-,1.7,1.7,1.2,0.2,2.5,1,0.3,-,0.7,-,0.3,0.2,0.3,0.5,32.2,0.3,1.2,-,2013-14
Steven Whittaker,Norwich,sct,32,D(LR),185,87,16(4),1423,1,1,3,-,0.5,73.1,1.5,2,2.2,2.1,0.9,0.1,2.9,0.8,0.3,-,0.7,0.7,0.8,-,0.9,0.4,31.7,0.3,2.5,0.1,2013-14
Jonny Howson,Norwich,eng,28,M(CR),180,77,23(4),2085,2,-,3,-,0.9,84.5,0.3,-,1.4,1.2,1,-,0.9,0.9,0.3,-,0.7,0.6,0.5,-,1.7,0.6,42.1,0.1,3,0.1,2013-14
Sebastien Bassong,Norwich,cm,30,D(C),187,73,27,2378,-,-,1,-,0.7,83.1,2.5,1,1,1.6,0.4,0.8,7.2,0.3,0.7,1,0.4,0.1,0.4,0.1,0.2,0.5,30.4,0.1,1.9,-,2013-14
Ricky van Wolfswinkel,Norwich,nl,27,FW,185,70,16(9),1395,1,1,1,-,1.3,79.3,0.6,-,0.8,0.2,1.5,-,0.6,0.5,-,-,0.5,-,0.6,0.3,0.8,1.3,10.8,-,0.3,-,2013-14
Josh Murphy,Norwich,eng,21,AM(LR),173,67,0(9),131,-,-,1,-,0.6,79.4,-,-,0.2,-,0.1,-,0.1,0.7,0.1,-,-,0.4,0.2,-,0.3,0.4,3.8,0.1,0.3,-,2013-14
Jamar Loza,Norwich,jm,22,Forward,177,71,0(1),32,-,-,-,-,1,92.3,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,13,-,-,-,2013-14
Robert Snodgrass,Norwich,sct,29,AM(LR),182,82,29(1),2573,6,2,6,-,2.4,75.7,2.2,2,1.8,1.2,1.7,-,1,1.9,0.1,-,2.2,1,2.6,0.1,2.6,1.7,36.8,2.1,1,-,2013-14
Elliott Bennett,Norwich,eng,27,"D(R),M(CLR)",175,69,1(1),104,-,-,-,-,1.5,71.9,-,-,2,0.5,-,-,0.5,1,-,-,0.5,1.5,1,-,1,-,16,1,0.5,-,2013-14
Nathan Redmond,Norwich,eng,22,"AM(CLR),FW",173,69,23(11),2159,1,3,2,-,1.9,77.9,-,2,1.6,0.9,0.4,-,0.4,0.8,-,-,1,1.7,1.1,0.1,1.3,1.2,20.4,1.1,1,0.1,2013-14
Leroy Fer,Norwich,nl,26,M(CL),188,79,28(1),2466,3,1,5,1,1.4,83.6,1.6,1,2.7,1.2,1.8,-,0.9,1.7,0.3,-,1,1.2,1.2,-,2.2,1.2,39.8,-,2.9,0.2,2013-14
Bradley Johnson,Norwich,eng,29,M(CL),178,68,28(4),2462,3,1,6,1,1.3,74.2,1.4,1,1.8,2.3,1.5,-,1.6,1.4,0.4,1,0.7,0.3,0.8,-,1,0.8,42.6,0.2,3.8,0.3,2013-14
Martin Olsson,Norwich,se,28,D(L),170,81,33(1),2965,-,1,2,-,0.4,73.7,1.3,1,1.3,1.2,0.2,0.2,3.3,0.3,0.6,-,0.4,0.5,1,-,0.6,0.7,34.1,0.7,1.3,-,2013-14
Jonás Gutiérrez,Norwich,ar,33,M(CLR),183,73,2(2),197,-,-,-,-,0.5,70.8,0.5,-,3,1.8,1,-,0.3,0.8,0.3,-,0.5,0.5,1.8,-,1.3,0.8,16.3,0.8,0.3,-,2013-14
Alexander Tettey,Norwich,no,30,M(C),180,68,17(4),1488,1,-,7,-,0.7,87.8,1.4,1,2,2,1.1,-,1.5,0.7,0.2,-,0.7,0.4,0.6,-,0.6,0.6,42.9,0.1,2.4,-,2013-14
Ryan Bennett,Norwich,eng,26,D(C),188,70,14(2),1348,1,-,6,-,0.4,75.9,3.8,1,0.6,1.2,0.6,0.9,8.1,0.4,0.9,-,0.1,-,0.4,-,0.1,0.1,29.6,-,2.2,-,2013-14
Johan Elmander,Norwich,se,35,"M(C),FW",188,84,16(13),1487,1,4,3,-,0.9,68.8,1.8,-,1.3,0.6,0.9,-,0.3,0.5,-,-,0.9,0.2,0.6,0.5,1,0.8,16.2,-,0.3,-,2013-14
Michael Turner,Norwich,eng,32,D(C),193,84,22,1944,-,-,7,-,0.1,82.2,2.6,-,2,1.7,1.1,0.5,7.2,0.6,1,-,0.3,0.1,0.5,-,0.1,0.2,30.9,-,1.9,-,2013-14
Russell Martin,Norwich,sct,30,D(CR),183,74,29(2),2616,-,-,2,-,0.5,77.4,1.1,-,1.2,0.9,0.6,0.2,3.4,0.8,0.8,1,0.4,0.3,0.4,0.1,0.3,0.4,42.6,0.4,2.6,-,2013-14
Anthony Pilkington,Norwich,ie,28,"M(CLR),FW",180,76,10(5),832,1,1,2,-,1.1,78,0.8,-,0.9,0.5,1.1,-,0.4,0.9,0.1,-,0.3,1,0.6,0.1,0.8,1.6,15.5,0.3,0.5,-,2013-14
Wes Hoolahan,Norwich,ie,34,AM(CL),168,71,10(6),801,1,1,1,-,1.1,78.7,0.1,-,1,0.5,0.5,-,0.3,0.3,0.1,-,0.8,0.8,1.3,0.1,2.6,1.9,25.6,0.4,1.4,0.3,2013-14
Gary Hooper,Norwich,eng,28,FW,175,71,22(10),2022,6,2,-,-,1.3,85.2,0.2,-,0.3,0.2,0.5,-,0.2,0.2,-,-,1.2,0.1,0.4,0.2,1.3,1.3,17.3,0.1,0.5,-,2013-14
Luciano Becchio,Norwich,ar,32,FW,187,86,0(5),54,-,-,-,-,0.2,65,0.6,-,-,0.2,0.6,-,0.6,0.2,-,-,0.2,0.2,0.4,-,0.6,-,4,-,-,-,2013-14
John Ruddy,Norwich,eng,29,GK,193,97,38,3420,-,-,2,-,-,39.1,0.2,1,-,-,-,-,0.6,-,-,-,0.1,0.1,0.2,-,-,-,30.2,-,8.2,-,2013-14
Steven Reid,West Bromwich Albion,ie,35,D(R),180,75,16,1309,-,-,3,-,0.6,72.4,1.4,-,1.5,1.7,1.1,0.3,4.4,0.8,0.2,-,0.3,0.2,0.8,-,0.3,0.2,31.8,0.5,2.8,0.1,2013-14
Saido Berahino,West Bromwich Albion,eng,23,"AM(CLR),FW",178,77,11(21),1407,5,1,-,-,1.8,85.4,0.3,-,0.5,0.3,0.6,-,0.3,0.3,-,-,0.6,0.6,0.5,0.3,1.5,1.4,16.3,0.2,0.6,-,2013-14
Claudio Yacob,West Bromwich Albion,ar,29,DMC,181,77,22(5),1844,1,-,7,-,0.4,87.2,1,1,3.8,1.7,1.4,-,2,1.7,0.4,-,0.3,0.3,0.9,-,0.7,0.4,35.2,-,1.9,-,2013-14
Craig Dawson,West Bromwich Albion,eng,26,D(CR),188,78,10(2),950,-,2,1,-,1.2,76,2.2,-,1.8,2.7,0.8,0.5,5.8,0.7,1.1,-,0.3,-,0.5,0.1,0.2,0.5,21.9,0.1,1.1,-,2013-14
Thievy,West Bromwich Albion,cg,24,"AM(LR),FW",180,74,3(3),253,2,-,-,-,0.8,77.1,0.7,-,0.7,-,1,-,-,0.8,-,-,0.7,1.2,0.8,0.2,2.2,2.3,13.8,-,-,-,2013-14
Youssouf Mulumbu,West Bromwich Albion,cd,29,M(C),177,65,33(4),3081,2,2,7,-,1,84.8,0.8,3,2.4,3.1,1.5,-,0.8,1,0.3,-,0.5,1.3,1.1,-,2.2,1.1,52.6,0.1,3.5,0.1,2013-14
Gareth McAuley,West Bromwich Albion,nir,36,D(C),191,70,32,2860,2,-,4,-,0.6,78.1,3.9,1,1.3,1.8,0.7,0.9,7.7,0.4,0.7,1,0.2,0.3,0.9,0.1,0.5,0.3,28.4,-,1.7,-,2013-14
Billy Jones,West Bromwich Albion,eng,29,D(LR),183,77,21,1741,-,-,5,-,0.6,81.5,1.6,-,2,1.2,0.8,0.3,3.7,0.4,0.5,-,0.4,1,0.8,0.1,0.5,0.6,32.2,0.5,1.3,-,2013-14
Scott Sinclair,West Bromwich Albion,eng,27,AM(LR),175,64,4(4),302,-,-,-,-,0.6,83.1,0.4,-,0.3,-,-,-,0.1,0.3,-,-,0.5,0.4,0.6,-,1.3,0.8,9.6,0.4,-,-,2013-14
Diego Lugano,West Bromwich Albion,uy,35,D(C),188,84,7(2),659,1,-,2,-,0.6,72.7,2.4,1,1.1,1.4,1.2,0.9,6.2,0.4,0.2,-,0.1,-,0.2,-,0.1,0.2,19.1,-,1.3,-,2013-14
Stéphane Sessegnon,West Bromwich Albion,bj,32,M(CLR),172,72,23(3),1963,5,1,-,-,2,86.7,0.5,-,0.9,0.2,0.8,-,-,0.2,-,-,1.5,1.8,1.5,0.3,2,1.9,31.5,0.2,1.3,-,2013-14
Graham Dorrans,West Bromwich Albion,sct,29,M(CLR),175,65,12(2),1106,2,-,4,-,1.3,82.9,0.5,-,1.9,1.3,0.7,-,0.7,1.4,0.1,-,2.3,0.6,0.9,-,1.3,0.6,34.7,1.5,1.9,-,2013-14
Matej Vydra,West Bromwich Albion,cz,24,"AM(C),FW",180,71,7(16),669,3,3,-,-,0.5,68.5,0.2,-,0.2,0.1,-,-,-,0.1,-,-,0.4,0.2,0.7,0.2,0.9,1,6.2,-,-,-,2013-14
James Morrison,West Bromwich Albion,sct,30,M(CR),178,64,23(9),2210,1,3,1,-,1.5,83,0.5,-,2.6,1.2,0.8,-,1,1.1,0.2,-,1.1,0.8,0.6,0.1,1.2,1.1,37.6,0.4,2.7,0.1,2013-14
Liam Ridgewell,West Bromwich Albion,eng,32,D(CL),188,80,33,2871,1,2,6,-,0.1,73.8,1.8,-,2.1,1.4,0.7,0.2,3.5,1.3,0.4,-,0.5,0.2,1.7,0.1,0.7,0.7,36.5,0.3,1.3,-,2013-14
Shane Long,West Bromwich Albion,ie,29,"AM(R),FW",178,70,11(4),1039,3,1,2,-,1.7,63.6,2.9,2,1,0.3,1.9,-,0.9,0.5,-,-,0.7,0.4,1.7,0.8,0.9,2.3,18.9,-,0.5,-,2013-14
Nicolas Anelka,West Bromwich Albion,fr,37,FW,185,77,11(1),856,2,-,-,-,1.3,77.8,1.4,1,0.4,0.3,1.2,-,0.1,0.3,0.2,-,1.2,0.6,0.8,1.4,1.7,1.4,28.2,0.3,1,0.1,2013-14
Jonas Olsson,West Bromwich Albion,se,33,D(C),195,85,32,2819,1,-,10,-,0.4,77.6,3.4,-,0.7,1.8,0.6,0.8,9.3,0.4,0.5,1,0.2,0.1,0.6,-,0.1,0.3,31.4,-,3.3,-,2013-14
Luke Daniels,West Bromwich Albion,eng,28,Goalkeeper,185,81,0(1),12,-,-,-,-,-,25,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,4,-,1,-,2013-14
Liam O'Neil,West Bromwich Albion,eng,23,Defender,181,80,0(3),15,-,-,-,-,-,42.9,-,-,-,0.3,-,0.3,0.3,-,-,-,-,-,-,-,-,-,2.3,-,-,-,2013-14
Ben Foster,West Bromwich Albion,eng,33,GK,193,79,24,2148,-,-,1,-,-,42.6,-,2,0.1,0.1,-,-,0.6,-,-,-,-,-,-,-,-,-,26.7,-,7.5,-,2013-14
Zoltán Gera,West Bromwich Albion,hu,37,M(CLR),183,75,5(9),485,-,1,1,-,0.7,75.3,1,-,0.9,0.2,0.5,-,0.3,0.4,0.2,-,0.6,0.3,0.6,-,0.8,0.7,17.1,0.3,0.9,0.1,2013-14
Victor Anichebe,West Bromwich Albion,ng,28,FW,185,80,11(13),1216,3,3,3,-,1.6,68.1,2.3,-,0.4,0.2,0.8,-,0.3,0.1,-,-,1,0.3,1.2,0.3,1.5,1.2,15.8,0.3,0.3,-,2013-14
Markus Rosenberg,West Bromwich Albion,se,33,FW,185,80,1(3),91,-,-,-,-,0.3,53.8,-,-,-,0.5,0.5,-,0.3,-,-,-,0.5,-,0.3,0.5,0.8,-,6.5,-,0.3,-,2013-14
Chris Brunt,West Bromwich Albion,nir,31,"D(L),M(CL)",185,84,25(3),2243,3,5,7,-,1.8,72.3,1.5,-,1.5,1.8,0.9,-,1.5,1,0.3,-,1.5,0.4,0.4,0.2,0.7,0.5,36.5,1.9,2.7,0.1,2013-14
Morgan Amalfitano,West Bromwich Albion,fr,31,M(CLR),176,68,26(2),2152,4,3,3,-,1,78.5,0.1,4,1.4,1.1,1.2,-,0.6,0.4,0.1,-,1.6,1.5,1,0.4,1.8,1.2,25.4,1.6,0.6,-,2013-14
Boaz Myhill,West Bromwich Albion,wls,33,GK,191,91,14,1260,-,-,-,-,-,51.9,0.1,-,0.1,-,-,-,0.8,-,-,-,-,-,0.1,-,-,-,24.4,-,9.9,-,2013-14
Goran Popov,West Bromwich Albion,mk,31,D(L),189,89,1(1),83,-,-,-,-,-,75,-,-,-,0.5,-,0.5,4.5,-,-,-,-,1,-,-,-,-,32,0.5,1,-,2013-14
Tom Huddlestone,Hull,eng,29,DMC,180,80,35(1),3145,2,3,4,1,1.7,79.6,1,2,2.6,2,1.3,-,1.9,0.7,0.3,-,1.7,0.3,0.7,0.1,1.1,1.1,52.2,1.7,6.3,-,2013-14
Allan McGregor,Hull,sct,34,GK,183,74,26,2229,-,-,-,2,-,41.6,0.2,1,-,-,0.1,-,0.8,-,-,-,-,-,0.2,-,-,-,26.5,-,8.7,-,2013-14
Jake Livermore,Hull,eng,26,DMC,180,76,34(2),3054,3,4,6,-,1.1,82.9,0.7,3,1.9,1.4,1.2,-,0.8,1,0.4,-,1,0.6,0.9,-,1.3,1.4,46.1,0.1,3.3,0.1,2013-14
Paul McShane,Hull,ie,30,D(C),183,72,9(1),686,-,-,-,-,0.3,80.7,2.2,-,1.3,1.3,0.9,0.6,2.5,0.5,0.3,-,0.1,-,0.6,-,0.2,0.2,30,-,2.1,-,2013-14
Eldin Jakupovic,Hull,ch,31,GK,188,78,1,90,-,-,-,-,-,51.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,13,-,2013-14
Nikica Jelavic,Hull,hr,31,FW,188,88,16,1319,5,-,3,-,3.4,69.5,3,-,0.4,0.3,1.6,-,1.4,0.6,0.3,-,0.3,0.5,0.9,1.2,1.3,1.6,22.9,0.1,0.3,0.1,2013-14
James Chester,Hull,wls,27,D(CLR),177,75,22(2),1868,1,-,-,-,0.4,80.8,1.9,-,1.8,2,0.6,0.1,4.6,0.7,0.9,2,0.2,0.4,0.4,-,0.4,0.5,29.5,-,1.9,-,2013-14
David Meyler,Hull,ie,27,"DMC,M(LR)",189,81,27(3),2137,2,1,8,-,0.5,81.1,0.8,-,1.8,1,1.1,-,1,1,0.2,-,0.5,0.2,1.5,0.1,1.1,1,33.2,0.1,1.6,-,2013-14
Robert Koren,Hull,si,35,AM(C),173,71,10(12),1136,2,-,1,-,1.2,82.6,-,-,1,0.6,0.4,-,0.3,0.5,-,-,0.5,0.2,0.4,0.1,0.6,0.8,24.3,-,0.8,-,2013-14
Nick Proschwitz,Hull,de,29,FW,192,86,0(2),23,-,-,-,-,0.5,100,-,-,0.5,-,1.5,-,-,-,-,-,0.5,-,-,-,-,1,4.5,-,-,-,2013-14
Robbie Brady,Hull,ie,24,"D(L),M(CL)",176,71,11(5),892,3,1,2,-,0.7,80,0.8,1,1,1.1,0.6,0.1,0.6,0.4,-,-,0.8,0.8,1,0.1,1.4,0.9,20.9,0.6,0.8,-,2013-14
Danny Graham,Hull,eng,31,FW,183,87,12(6),1003,1,1,1,-,0.9,75.5,1.2,-,0.1,0.1,0.4,-,0.2,0.3,0.1,-,0.5,0.2,0.5,0.3,0.9,1.2,14.9,-,0.2,-,2013-14
Maynor Figueroa,Hull,hn,33,"D(CL),M(L)",182,85,31(1),2717,-,-,6,-,0.7,73.7,1.6,-,2.1,2.4,1.3,0.2,3.6,0.9,0.5,-,0.3,0.4,1.2,-,0.5,0.8,35.7,0.4,2.1,-,2013-14
Yannick Sagbo,Hull,fr,28,FW,183,78,16(12),1499,2,1,2,1,0.8,72.4,1.4,-,0.6,0.1,0.9,-,0.1,0.4,0.1,-,0.7,0.5,0.9,0.5,1.1,1.1,18.1,0.2,0.2,-,2013-14
Alex Bruce,Hull,nir,31,D(C),180,73,19(1),1594,-,-,2,-,0.5,78.9,2.1,-,1.7,1.3,0.6,0.4,5.5,0.5,0.9,-,0.2,-,0.1,-,0.1,0.2,23,0.1,2.1,-,2013-14
George Boyd,Hull,sct,30,M(LR),186,79,9(20),1198,2,2,2,-,0.8,83.8,0.4,-,1.3,0.6,0.7,-,0.4,0.6,-,-,0.6,0.4,0.6,0.3,1.1,0.9,14.2,0.6,0.4,0.1,2013-14
Shane Long,Hull,ie,29,"AM(R),FW",178,70,15,1208,4,1,-,-,1.8,65.1,2.9,1,0.7,0.3,1.3,-,0.3,0.5,0.1,-,0.9,0.1,1.6,1,1.9,1.9,20.5,0.7,0.3,-,2013-14
Aaron McLean,Hull,eng,33,Forward,171,77,0(1),6,-,-,-,-,-,100,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2013-14
Liam Rosenior,Hull,eng,32,"D(LR),M(LR)",178,72,22(7),1988,1,2,5,-,0.3,72,0.8,2,2.5,1.2,0.5,0.1,2.4,0.7,0.3,-,0.7,0.7,0.5,-,0.6,0.6,33.3,0.6,1.4,-,2013-14
Curtis Davies,Hull,eng,31,D(C),188,76,37,3326,2,1,6,-,0.7,78.9,4.6,2,2,2.8,0.7,0.5,8.8,0.8,0.9,-,0.1,0.3,0.7,-,0.2,0.3,29.8,-,1.5,-,2013-14
Abdoulaye Faye,Hull,sn,38,"D(CL),DMC",188,87,3,270,-,-,-,-,1,66.1,3.7,-,1.3,0.7,-,0.3,5.7,0.7,1.3,-,0.3,-,-,-,-,-,20.7,-,1,-,2013-14
Steve Harper,Hull,eng,41,GK,185,83,11(2),1100,-,-,1,-,-,39.2,0.2,-,-,0.1,0.1,-,0.8,-,-,-,0.1,0.1,0.1,-,-,-,25.7,-,7.7,-,2013-14
Matty Fryatt,Hull,eng,30,FW,178,70,0(10),219,2,-,-,-,0.6,86.9,0.2,-,0.1,0.1,0.4,-,-,0.3,0.1,-,0.1,0.4,0.4,0.3,1,0.7,8.4,-,0.3,-,2013-14
Stephen Quinn,Hull,ie,30,M(CL),168,60,4(11),503,-,-,-,-,0.1,88.2,0.3,-,0.4,0.6,0.3,-,0.3,0.3,-,-,0.3,0.2,1,0.2,0.8,0.2,20.9,0.1,1.3,-,2013-14
Ahmed Elmohamady,Hull,eg,29,"D(R),M(R)",180,81,38,3330,2,2,3,-,0.5,78.4,1.9,1,1.8,1.8,0.9,0.1,1.8,0.5,0.1,-,1.1,1.1,0.8,0.1,0.7,0.8,46,1.3,2.2,-,2013-14
Gedo,Hull,eg,31,Midfielder,184,78,0(2),30,-,-,-,-,0.5,85.7,0.5,-,-,-,0.5,-,-,-,-,-,-,-,-,-,0.5,0.5,7,-,0.5,-,2013-14
Sone Aluko,Hull,ng,27,"AM(C),FW",173,62,10(7),936,1,3,1,-,1.2,84.4,0.2,-,0.8,0.5,1.1,-,0.1,0.5,-,-,0.7,1.1,1.8,0.4,1.7,1.2,21.2,0.5,1,0.1,2013-14
Marvin Emnes,Swansea,nl,28,"AM(C),FW",180,66,2(5),136,1,-,2,-,0.1,88.9,0.1,-,0.1,-,0.3,-,0.1,0.1,-,-,0.4,0.4,0.7,0.1,0.4,1,6.4,-,-,-,2013-14
Wayne Routledge,Swansea,eng,31,"M(CLR),FW",170,64,32(3),2707,2,4,2,-,0.8,80.6,0.2,2,1.3,1.1,1,-,0.6,0.5,-,-,1.3,1.1,0.7,0.3,1.3,1.5,32.8,0.6,1.4,0.1,2013-14
Wilfried Bony,Swansea,ci,27,FW,182,84,27(7),2473,16,4,4,-,3.2,74.1,3.1,2,0.3,0.2,1.1,-,2.1,0.2,0.2,-,0.7,0.7,1.4,0.7,1.9,2.1,24.3,-,0.7,0.1,2013-14
Jay Fulton,Swansea,sct,22,Midfielder,178,68,1(1),80,-,-,1,-,-,82.8,1,-,1.5,1,0.5,-,1,0.5,-,-,-,0.5,-,-,-,0.5,14.5,-,-,-,2013-14
Jonathan de Guzmán,Swansea,nl,29,M(CLR),173,70,26(8),2357,4,4,1,-,1.5,88.3,0.3,1,1.2,0.8,0.7,-,0.4,0.7,0.1,-,1.5,0.5,1,0.2,1.3,1.3,51.7,1.6,3.6,-,2013-14
Ashley Williams,Swansea,wls,32,D(C),183,77,34,3040,1,1,5,-,0.4,86.4,3.4,2,1.6,2.4,0.9,0.6,9.2,0.4,1.1,-,0.1,-,0.2,0.1,0.1,0.4,56.9,-,5.7,-,2013-14
Gerhard Tremmel,Swansea,de,37,GK,190,86,12,1080,-,-,-,-,-,66.1,0.3,-,0.1,-,-,-,0.7,0.2,-,-,-,-,0.1,-,-,-,24.1,-,6.3,-,2013-14
Leroy Lita,Swansea,eng,31,Forward,170,75,0(2),34,-,-,-,-,-,80,-,-,-,-,0.5,-,1,-,-,-,-,-,-,0.5,0.5,-,2.5,-,0.5,-,2013-14
Jonjo Shelvey,Swansea,eng,24,M(C),185,80,29(3),2476,6,6,4,-,2.4,83,0.4,2,1.2,1,0.9,-,0.9,0.6,0.2,-,1.4,0.8,0.5,-,0.9,0.9,50.4,0.9,5.8,0.2,2013-14
Nathan Dyer,Swansea,eng,28,M(R),165,60,19(8),1751,6,2,1,-,1.3,86.9,0.2,-,1.2,0.4,0.4,-,0.3,0.9,-,-,1,1.4,1.6,0.1,1.2,1.6,30.2,0.4,0.2,-,2013-14
Michu,Swansea,es,30,"AM(C),FW",191,76,15(2),1289,2,2,2,-,2.5,80.5,1.4,1,0.7,0.5,0.8,-,1.5,0.5,-,-,1.5,0.5,1.2,0.6,0.4,0.7,30.7,-,0.7,0.2,2013-14
Roland Lamah,Swansea,be,28,M(L),180,71,4(5),455,2,2,1,-,1.6,87.3,1.1,-,0.6,0.7,0.3,-,0.3,0.1,-,-,1.3,1.4,0.8,-,0.8,1.6,27.1,0.8,1.4,-,2013-14
