name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB,season
Jack Wilshere,Arsenal,eng,24,M(CLR),172,68,31(4),2652,1,3,7,1,0.8,86.1,0.3,-,1.7,1.5,1,-,0.6,1,0.2,-,1.7,1.7,1.4,-,1.4,1.3,54.4,0.3,3.1,0.3,2010-11
Samir Nasri,Arsenal,fr,29,M(CLR),175,75,28(2),2392,10,1,4,-,2.7,87.6,0.1,4,1,0.9,0.6,-,0.3,0.5,0.1,-,2,2,0.6,0.4,2.4,1.5,48.9,0.7,1.2,0.3,2010-11
Kieran Gibbs,Arsenal,eng,26,D(L),178,70,4(3),345,-,-,1,-,0.4,84.3,1.6,-,1.7,1.1,0.7,-,2.3,0.3,-,-,0.6,0.1,0.1,-,0.6,0.3,31,0.4,0.7,-,2010-11
Carlos Vela,Arsenal,mx,27,"M(CLR),FW",177,75,0(4),60,1,-,-,-,0.8,86.7,-,-,-,-,0.3,-,-,0.3,-,-,0.3,0.8,-,-,0.5,0.3,11.3,-,0.3,-,2010-11
Wojciech Szczesny,Arsenal,pl,26,GK,196,84,15,1350,-,-,1,-,-,48.1,0.1,-,-,-,0.1,-,1.3,-,-,-,-,0.1,0.1,-,-,-,21.5,-,3.9,-,2010-11
Laurent Koscielny,Arsenal,fr,31,D(C),186,75,30,2619,2,-,5,2,0.4,85.2,2.7,1,2,2.8,1,1.5,6.9,0.5,0.4,-,-,0.1,0.8,-,0.2,0.3,37.9,-,1.8,-,2010-11
Cesc Fàbregas,Arsenal,es,29,"M(CL),FW",175,74,22(3),1887,3,11,5,-,2.8,80.5,0.2,2,1.6,1,1,-,0.8,1.1,0.2,-,2.9,1,2.2,0.2,2.4,1.4,63.9,0.4,3.1,1.5,2010-11
Theo Walcott,Arsenal,eng,27,"M(LR),FW",176,68,19(9),1696,9,7,-,-,2.4,82.9,0.1,2,0.3,0.6,0.1,-,0.3,0.4,-,-,0.8,1.2,0.9,0.6,1.3,1.5,16.1,0.4,0.1,0.1,2010-11
Lukasz Fabianski,Arsenal,pl,31,GK,190,83,14,1260,-,1,-,-,-,44.9,0.1,-,-,-,-,-,1.4,-,-,-,0.1,-,0.1,-,-,-,22.6,-,5.1,-,2010-11
Emmanuel Eboué,Arsenal,ci,33,D(R),178,72,8(5),705,1,-,4,-,0.4,85.7,0.4,-,1.5,1,0.6,0.1,1.2,0.3,0.1,-,0.2,0.8,1,-,0.5,0.5,31.2,0.1,0.9,-,2010-11
Nicklas Bendtner,Arsenal,dk,28,FW,194,89,3(14),495,2,1,2,-,1.1,83.1,0.8,-,0.2,0.6,0.5,-,0.4,0.3,-,-,0.4,0.3,0.2,0.2,0.5,0.9,13.6,0.2,0.6,0.1,2010-11
Aaron Ramsey,Arsenal,wls,25,M(CR),178,76,5(2),356,1,-,1,-,1.4,89.7,-,-,0.6,1.1,0.7,-,0.3,0.3,0.1,-,0.9,0.1,0.1,-,0.6,0.9,42.9,0.6,3,0.1,2010-11
Alexandre Song,Arsenal,cm,29,M(C),185,74,30(1),2595,4,2,7,1,0.7,86.2,1.3,2,3.3,2.6,2.2,0.1,2,0.9,0.4,-,1.1,1.1,1.3,-,2,1.3,60.9,0.1,2,0.2,2010-11
Robin van Persie,Arsenal,nl,33,FW,183,71,19(6),1768,18,7,4,-,3.9,79.7,1.1,6,0.8,0.3,1.3,-,1.1,0.2,0.1,-,1.8,0.7,0.8,0.4,1.6,1.2,25.8,0.7,0.7,0.2,2010-11
Andrey Arshavin,Arsenal,ru,35,AM(LR),172,69,25(12),2197,6,11,1,-,1.9,75,0.1,1,1.5,0.9,0.8,-,0.2,0.4,0.1,-,1.5,1,0.8,0.6,1.9,1.1,27.5,0.9,0.7,0.4,2010-11
Manuel Almunia,Arsenal,es,39,GK,191,86,8,720,-,-,1,-,-,65.4,0.4,-,-,-,0.1,-,1,0.1,-,-,0.1,-,0.1,-,-,-,20.3,-,3.3,-,2010-11
Johan Djourou,Arsenal,ch,29,D(C),191,87,20(2),1796,1,-,3,-,0.4,90.1,2,-,1,2,1.4,1.5,6.2,0.3,0.7,-,0.1,0.4,0.4,-,0.3,0.4,39.9,-,2.1,-,2010-11
Marcos Alonso,Bolton,es,25,"D(CL),M(L)",188,81,4,360,-,-,3,-,0.5,58.6,2.3,-,4.3,2,1,0.3,5.3,1,0.8,-,1,0.3,2.5,-,0.3,0.8,36.3,1,1.3,-,2010-11
Ivan Klasnic,Bolton,hr,36,"AM(L),FW",186,82,0(22),313,4,1,1,1,1,68.5,-,-,0.4,0.3,0.3,-,0.2,0.2,-,-,0.3,0.1,0.2,0.2,0.3,0.6,5.6,-,0.5,-,2010-11
Robbie Blake,Bolton,eng,40,AM(CL),175,76,0(8),43,1,-,-,-,0.1,78.6,-,-,0.5,0.1,-,-,-,-,0.1,-,-,-,-,-,0.1,0.1,3.5,-,0.5,-,2010-11
Paul Robinson,Bolton,eng,37,D(CL),175,72,35,3150,-,-,7,-,-,75.8,1.5,-,2.7,1.5,1,0.1,3.9,0.9,0.5,-,0.4,0.3,0.8,0.1,0.3,0.6,40,0.3,2.5,-,2010-11
Gary Cahill,Bolton,eng,30,D(C),193,86,36,3214,3,-,7,1,1.2,71.6,4,7,1.8,1.8,1,1.5,10.7,0.4,1.1,-,0.3,0.5,1.1,-,0.4,0.6,27.7,-,2.3,-,2010-11
Fabrice Muamba,Bolton,eng,28,"M(CR),FW",188,78,32(4),2599,1,-,6,-,0.6,73.4,0.5,-,3,1.8,1.4,0.1,0.6,1.2,0.2,-,0.4,0.3,0.4,-,0.6,0.8,21.5,-,0.8,0.1,2010-11
Adam Bogdan,Bolton,hu,28,GK,193,82,3(1),321,-,-,-,-,-,56.6,0.5,-,-,-,-,-,0.5,-,-,-,-,-,0.3,-,-,0.3,41.5,-,22.3,-,2010-11
Lee Chung-yong,Bolton,kr,28,M(CLR),180,75,25(6),2201,3,6,1,-,0.6,67.6,0.8,-,1.9,1.5,0.6,-,0.7,0.5,-,-,1.4,0.5,1.5,0.1,1.3,1.5,19.9,0.8,0.4,0.2,2010-11
Zat Knight,Bolton,eng,36,D(C),199,103,34,2998,1,-,6,-,0.3,68.6,2.3,-,1.7,2.1,1,1.2,10,0.7,0.9,-,-,0.2,0.6,-,0.1,0.4,24.3,-,3.1,-,2010-11
Stuart Holden,Bolton,us,31,M(CR),178,73,26,2296,2,2,2,-,1.3,75.5,1,2,4.5,2.6,0.9,-,1.7,1.2,0.1,-,1.3,0.6,1.2,-,1.3,1.5,36.4,1.4,2.7,-,2010-11
Johan Elmander,Bolton,se,35,"M(C),FW",188,84,37,3115,10,6,5,-,2.9,66.5,2.4,1,2.4,1.2,1.3,-,1.2,1.4,0.2,-,1.1,1.2,1.1,0.4,2,2.5,26.3,0.4,0.7,0.1,2010-11
Ricardo Gardner,Bolton,jm,37,AM(C),175,70,3(2),321,-,1,-,-,0.6,81.7,0.2,-,2.6,1.4,0.2,-,1,0.8,0.2,-,0.4,0.4,1,-,0.8,0.6,25.2,-,0.6,-,2010-11
Tamir Cohen,Bolton,il,32,M(CR),181,71,3(5),320,1,-,1,-,1,76.3,0.6,-,1.3,0.5,0.9,-,0.9,0.6,0.1,-,0.1,0.1,0.1,0.1,0.8,0.3,12.1,-,0.8,-,2010-11
Jussi Jääskeläinen,Bolton,fi,41,GK,191,81,35,3096,-,-,1,1,-,52.1,-,-,-,0.1,-,-,0.9,-,-,-,-,-,0.1,-,-,-,34.6,-,16.2,-,2010-11
Andy O'Brien,Bolton,ie,37,D(C),191,94,1(1),42,-,-,-,-,-,83.3,-,-,-,1,-,0.5,2,0.5,0.5,-,-,-,-,-,-,-,3,-,0.5,-,2010-11
Mark Davies,Bolton,eng,28,M(CLR),180,74,9(15),967,1,3,3,1,0.4,79.4,0.1,1,1.4,1,0.8,-,0.3,0.5,0.3,-,0.3,1,0.8,-,0.9,0.4,14.8,-,1.1,0.2,2010-11
Sam Ricketts,Bolton,wls,34,"D(CR),DMC",185,76,14(3),1389,-,-,1,-,0.4,61,1.2,-,2.5,1.3,0.9,0.4,5.2,0.6,0.5,-,0.4,0.5,1.2,-,0.5,0.6,23.4,0.8,1.9,-,2010-11
Grétar Steinsson,Bolton,is,34,D(R),189,78,23,1990,1,-,6,-,0.5,59.3,1.1,-,2.9,1.9,1.1,0.3,5.3,0.4,0.2,-,0.6,0.4,0.3,-,0.3,0.5,24.4,0.6,2.1,-,2010-11
Daniel Sturridge,Bolton,eng,27,"M(R),FW",188,76,11(1),973,8,-,-,1,4.8,73.5,0.2,1,-,0.2,0.6,-,0.1,0.3,-,-,1.3,1.8,1.9,0.7,2.4,2.8,18.8,0.1,1.9,0.3,2010-11
Matthew Taylor,Bolton,eng,34,M(CLR),178,73,22(14),1925,2,3,4,-,1.9,63.3,0.5,1,1.2,0.7,0.9,-,0.9,0.6,0.1,-,1.3,0.2,0.3,0.1,0.9,1.3,17.5,1.4,1.2,0.1,2010-11
Martin Petrov,Bolton,bg,37,"M(CL),FW",180,77,18(10),1471,3,5,-,-,2.1,76.2,-,-,0.4,0.4,0.3,-,0.3,0.5,-,-,1.4,0.2,0.1,0.1,0.9,0.7,17.6,2,0.9,0.1,2010-11
Kevin Davies,Bolton,eng,39,"AM(L),FW",183,82,38,3387,8,5,10,-,1.6,55.8,6.4,7,1.6,0.8,3.2,-,1.5,0.6,0.1,-,2.4,0.2,2,0.3,1.7,1.9,43.7,0.3,0.8,0.2,2010-11
David Wheater,Bolton,eng,29,D(C),196,82,5(2),535,-,-,3,-,0.6,60.2,3.4,2,2.9,2,1,1,10.3,0.6,1.1,-,0.3,0.4,0.6,-,0.1,0.7,24.4,-,2.9,-,2010-11
Rodrigo,Bolton,es,25,"M(CLR),FW",181,77,4(13),495,1,1,-,-,1.2,63.9,0.4,-,0.9,0.7,0.5,-,0.2,0.2,-,-,0.5,0.6,0.5,0.1,0.7,0.7,9.9,0.4,0.4,0.1,2010-11
Salomon Kalou,Chelsea,ci,31,"AM(LR),FW",184,77,16(15),1563,10,3,1,-,2.1,84.1,0.4,-,0.7,0.5,0.6,-,0.1,0.3,-,-,1.4,0.9,0.6,0.4,1.6,0.8,19.7,0.2,0.4,0.3,2010-11
Josh McEachran,Chelsea,eng,23,DMC,178,66,1(8),172,-,-,1,-,0.2,90.7,-,-,1,0.2,0.6,0.1,-,0.3,0.1,-,0.3,0.3,-,-,0.7,0.2,21.6,0.1,1.2,0.1,2010-11
Petr Cech,Chelsea,cz,34,GK,196,90,38,3420,-,1,-,-,-,52.8,0.2,1,-,-,-,-,0.9,-,-,-,0.1,0.1,-,-,-,0.1,26,-,7.3,-,2010-11
Yossi Benayoun,Chelsea,il,36,M(R),178,70,1(6),203,1,-,-,-,0.6,83,0.1,-,0.7,0.3,-,-,0.1,0.7,-,-,0.4,-,0.3,-,0.6,-,15.1,-,0.4,0.3,2010-11
Ashley Cole,Chelsea,eng,35,D(L),176,66,38,3387,-,3,4,-,0.7,88.6,0.5,-,2.6,1.3,0.8,0.2,1.2,1,0.3,-,1.2,0.4,1.2,0.3,1.2,0.9,43.6,0.5,1.7,-,2010-11
Yuri Zhirkov,Chelsea,ru,33,"D(L),M(CL)",180,75,6(6),606,-,2,1,-,0.8,83.4,0.4,-,1,0.9,0.8,-,0.3,0.3,0.1,-,0.9,0.8,0.8,-,0.7,0.8,26.6,0.3,0.3,0.1,2010-11
Fernando Torres,Chelsea,es,32,FW,185,79,8(6),762,1,2,1,-,1.6,76,0.4,-,0.9,0.3,1,-,0.1,-,0.1,-,0.9,1.1,0.7,0.9,1.8,1.6,14,0.1,0.8,0.1,2010-11
Florent Malouda,Chelsea,fr,36,M(CL),184,73,33(5),2810,13,4,1,-,2.3,83.4,0.7,4,0.7,1.1,0.6,-,0.5,0.4,0.1,-,3.1,1.5,0.9,0.4,2,1.3,43.7,2.1,1.4,0.2,2010-11
Didier Drogba,Chelsea,ci,38,FW,189,91,30(6),2793,11,13,6,-,4.2,61.8,2.1,7,0.8,0.7,1.6,-,1,0.6,0.3,-,2,1.3,1.2,0.8,2.4,2.9,21.8,1.3,0.8,0.4,2010-11
David Luiz,Chelsea,br,29,"D(C),DMC",189,84,11(1),954,2,-,3,-,0.8,83.9,1.3,2,1.4,3,1.5,0.3,4.3,0.8,0.7,-,0.5,0.6,1,-,0.8,0.8,39.3,0.1,3.8,0.1,2010-11
Alex,Chelsea,br,34,D(C),188,92,12(3),1111,2,-,3,-,0.7,90.1,2.1,2,2.7,2,0.6,0.7,4.9,0.3,0.9,-,0.3,0.2,0.2,-,0.1,0.2,38.3,-,3.1,-,2010-11
Ramires,Chelsea,br,29,M(CR),180,70,22(7),1943,2,-,7,-,1,84.3,0.5,1,3,1.7,1.8,-,1,0.7,0.2,-,0.7,1.4,1,0.1,1.7,1.2,34.9,0.2,2.2,0.1,2010-11
Nicolas Anelka,Chelsea,fr,37,FW,185,77,27(5),2364,6,4,-,-,2.3,81.8,0.7,1,0.9,0.6,0.5,-,0.1,0.2,-,-,1.4,1.3,1,0.7,1.9,1.4,32,0.7,1.8,0.2,2010-11
José Bosingwa,Chelsea,pt,34,D(CLR),183,75,13(7),1263,-,-,1,-,0.8,82.9,0.4,-,1.7,1.9,0.4,0.1,1.4,0.7,0.2,1,0.9,1,0.8,0.1,0.9,0.7,35,0.8,1.4,-,2010-11
Ryan Bertrand,Chelsea,eng,27,"D(CL),M(L)",179,85,0(1),33,-,1,-,-,-,90.5,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,21,1,-,-,2010-11
John Terry,Chelsea,eng,35,D(C),187,90,33,2962,3,1,6,-,0.8,87.6,2.9,2,2.2,1.6,0.9,0.6,5.1,0.4,0.8,-,0.4,0.2,0.8,0.1,0.1,0.2,58.4,-,3.1,-,2010-11
John Obi Mikel,Chelsea,ng,29,DMC,188,83,28,2219,-,1,3,-,0.4,89.5,1.3,-,1.9,2,1.1,0.1,0.9,0.8,0.3,-,0.8,0.6,1.3,-,1,0.5,64.4,-,5.1,0.2,2010-11
Daniel Sturridge,Chelsea,eng,27,"M(R),FW",188,76,0(13),147,-,-,-,-,1,80,-,-,0.1,0.1,0.1,-,-,-,-,-,0.2,0.2,0.3,-,0.2,0.3,3.8,0.1,0.1,-,2010-11
Michael Essien,Chelsea,gh,33,"D(R),DMC",183,78,32(1),2802,3,2,5,1,2.1,87.1,0.9,1,1.5,1.6,1.2,0.1,1,0.5,0.3,-,1,1.5,1.6,-,1.3,0.8,68.9,0.1,5.7,0.2,2010-11
Paulo Ferreira,Chelsea,pt,37,D(R),181,76,12(9),1038,-,2,2,-,-,85.2,0.5,1,1.9,1.3,0.4,-,1.5,0.4,0.3,-,0.3,-,0.1,-,0.3,0.1,21.8,0.3,1,-,2010-11
Jeffrey Bruma,Chelsea,nl,24,D(C),189,88,1(1),108,-,-,-,-,0.5,82.1,1.5,-,1,1.5,0.5,-,6,-,-,-,-,0.5,-,-,-,-,28,-,3,-,2010-11
Frank Lampard,Chelsea,eng,38,M(C),184,89,23(1),2026,10,2,2,-,3.2,82.2,0.1,2,2.2,1.2,0.4,-,0.8,0.8,0.3,-,2.2,0.3,0.5,0.1,1.1,0.5,53.5,1.1,3.7,0.2,2010-11
Gaël Kakuta,Chelsea,fr,25,M(LR),172,65,1(4),121,-,-,-,-,0.8,70.6,0.2,-,0.4,0.2,0.2,-,-,-,-,-,0.4,0.4,0.4,-,0.6,0.4,10.2,0.4,0.2,0.2,2010-11
Branislav Ivanovic,Chelsea,rs,32,D(CR),185,91,32(2),2830,4,4,12,-,1.1,84.9,1.9,2,2.2,2,1.8,0.5,4.3,0.3,0.2,-,0.6,0.3,1,0.1,0.5,0.6,38.4,0.3,3.6,0.1,2010-11
Darren Bent,Sunderland,eng,32,FW,180,73,20,1750,8,-,1,-,3.1,74.5,2.6,1,0.4,0.2,0.9,-,0.9,0.1,-,-,1.1,0.3,1,1.9,1.5,2.6,23.1,0.1,0.4,-,2010-11
Craig Gordon,Sunderland,sct,33,GK,193,83,15,1350,-,-,-,-,-,32.1,0.3,-,-,-,-,0.1,1.4,-,-,-,-,-,0.2,-,-,-,31.6,-,9.3,-,2010-11
Craig Lynch,Sunderland,eng,24,Forward,175,64,0(2),28,-,-,-,-,0.5,75,-,-,-,0.5,-,-,-,-,-,-,0.5,-,-,-,0.5,0.5,6,-,-,-,2010-11
Lee Cattermole,Sunderland,eng,28,M(C),178,76,22(1),1922,-,-,8,2,0.9,79.4,0.7,-,3.9,3,1.9,-,1.5,1.7,0.5,-,0.7,0.3,1,-,0.9,0.7,37.9,-,3.4,0.1,2010-11
Asamoah Gyan,Sunderland,gh,30,FW,180,76,20(11),2000,10,4,-,-,2.4,65.1,2.8,1,0.6,0.2,0.9,-,0.4,0.3,-,-,1.1,0.7,1,1,2,2.9,22.5,0.3,0.7,0.2,2010-11
Phil Bardsley,Sunderland,sct,31,D(LR),180,74,32(2),2824,3,1,5,-,0.9,69.3,0.9,1,2.7,1.8,0.6,0.3,4.6,0.4,0.4,-,0.7,0.3,1,-,0.8,0.4,34.2,0.4,2.1,0.1,2010-11
Boudewijn Zenden,Sunderland,nl,40,FW,173,69,10(17),1109,2,3,-,1,1.2,72.9,0.7,1,0.9,0.9,0.8,-,0.7,0.4,0.1,-,1,0.3,0.6,-,0.8,0.4,19.4,0.6,1,-,2010-11
Kieran Richardson,Sunderland,eng,31,"D(L),M(CL)",173,71,23(3),2041,4,3,9,-,1.7,74.4,0.5,1,1.9,0.9,1.6,0.1,1.7,0.4,0.3,-,1.1,0.5,0.8,0.2,1,1,31.7,0.4,1.6,0.1,2010-11
Stéphane Sessegnon,Sunderland,bj,32,M(CLR),172,72,13(1),1182,3,3,2,-,2.1,78,0.6,-,1.3,0.6,1,-,0.4,0.3,-,-,1.2,1.7,1.6,0.2,2.6,2.2,31.5,0.1,0.7,0.1,2010-11
Paulo Da Silva,Sunderland,py,36,D(C),180,76,1,90,-,-,1,-,-,66.7,2,-,4,2,2,-,8,-,1,-,-,-,-,-,-,-,24,-,3,-,2010-11
Danny Welbeck,Sunderland,eng,25,"AM(CLR),FW",185,73,21(5),1769,6,1,2,-,2.1,79.4,1.2,2,2,1.2,0.9,-,0.6,0.5,-,-,0.8,0.9,1.5,0.3,1.7,1.6,22.2,0.1,0.3,0.2,2010-11
David Meyler,Sunderland,ie,27,"DMC,M(LR)",189,81,4(1),261,-,-,2,-,-,78.2,2,-,1.2,1.2,1.4,-,1.2,0.2,0.2,-,-,-,1,-,0.6,0.8,26.6,-,1.8,-,2010-11
Cristian Riveros,Sunderland,py,33,M(C),179,76,5(7),498,1,-,1,-,0.6,79.5,0.7,-,0.8,1,0.6,-,0.5,0.6,0.2,-,0.2,0.1,0.8,-,0.3,0.3,15.4,-,0.4,-,2010-11
Ryan Noble,Sunderland,eng,25,Forward,180,66,0(3),61,-,-,-,-,1.7,68.8,0.3,-,-,-,-,-,-,0.3,-,-,-,-,0.3,-,1,0.7,5.3,-,0.3,-,2010-11
Louis Laing,Sunderland,eng,23,Defender,181,76,0(1),2,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2010-11
Jordan Cook,Sunderland,eng,26,Forward,175,80,0(3),27,-,-,-,-,0.3,62.5,-,-,0.3,0.3,0.3,-,0.3,-,-,-,0.3,-,0.3,-,-,0.7,2.7,-,-,-,2010-11
Marcos Angeleri,Sunderland,ar,33,D(CR),182,76,0(2),5,-,-,-,-,-,100,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2010-11
Jordan Henderson,Sunderland,eng,26,M(CLR),182,67,37,3219,3,4,2,-,1.2,81.2,0.4,2,1.7,1.7,0.7,-,0.9,1,0.2,-,2.2,0.6,0.4,0.1,0.6,1.2,44.4,1.5,3.5,0.2,2010-11
Simon Mignolet,Sunderland,be,28,GK,193,87,23,2070,-,-,1,-,-,39.9,0.1,2,-,-,-,-,1.3,-,-,-,-,0.1,0.2,-,-,-,31.5,-,10.7,-,2010-11
Michael Turner,Sunderland,eng,32,D(C),193,84,15,1306,-,-,4,-,0.1,66.4,1.5,2,1.4,2.7,1.1,0.7,7.8,0.8,1.3,-,0.2,-,0.7,0.1,0.2,0.1,29.6,-,1.6,-,2010-11
Andy Reid,Sunderland,ie,34,M(CL),170,71,0(2),12,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,7,-,-,-,2010-11
John Mensah,Sunderland,gh,33,"D(CL),DMC",180,84,15(3),1195,-,1,4,1,-,78.9,2.2,1,1.5,2.4,1.2,0.8,5.9,0.2,0.7,-,0.1,0.1,1.2,-,0.5,0.4,22.1,-,1.2,-,2010-11
Martyn Waghorn,Sunderland,eng,26,"AM(R),FW",176,83,0(2),6,-,-,-,-,0.5,66.7,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,1.5,-,-,-,2010-11
Sulley Muntari,Sunderland,gh,32,M(C),179,76,7(2),538,1,2,2,-,1.3,77.7,0.4,-,3.1,2.1,1.2,-,0.8,1.3,-,-,0.9,1.3,0.4,0.1,1.4,1.3,37.3,0.3,2,0.1,2010-11
Nedum Onuoha,Sunderland,eng,29,D(CR),183,94,31,2673,1,1,1,-,0.7,73.4,1.4,1,1.9,1.8,0.7,0.4,4.6,0.4,0.6,-,0.3,0.7,0.7,-,0.4,0.6,30.4,0.2,1.3,-,2010-11
Titus Bramble,Sunderland,eng,35,D(C),185,86,22(1),2001,-,-,5,1,0.3,62.3,2.4,-,2.5,2.7,0.7,0.8,9.6,1,0.6,-,0.1,0.2,1,-,0.1,0.4,28,-,2.9,-,2010-11
Anton Ferdinand,Sunderland,eng,31,D(C),183,78,23(4),2089,-,-,2,-,-,65.1,2.4,-,1.6,2.1,0.8,0.8,8,0.3,0.6,1,-,0.1,0.4,-,0.1,-,24.1,-,1.3,-,2010-11
Jack Colback,Sunderland,eng,26,"D(L),M(C)",176,70,6(5),583,-,-,1,-,0.5,85.5,0.4,-,1.3,1.1,0.3,0.2,0.8,0.2,0.1,-,0.5,0.5,0.8,-,0.5,0.5,22,0.2,1.5,0.1,2010-11
Ahmed Elmohamady,Sunderland,eg,29,"D(R),M(R)",180,81,26(10),2455,-,2,1,-,0.8,69.4,3.7,2,1.4,1,0.9,0.1,1.4,0.2,0.1,-,1.2,0.8,0.4,0.1,0.5,0.6,29.8,1.3,0.9,-,2010-11
Steed Malbranque,Sunderland,fr,36,M(C),171,75,24(11),2176,-,3,3,-,1.3,81,0.3,-,2.2,1.5,1,-,0.3,1.1,0.1,-,1.1,1.1,1.3,0.1,2,1.7,27.2,0.3,0.8,0.3,2010-11
Fraizer Campbell,Sunderland,eng,29,FW,172,82,3,226,-,-,-,-,0.7,66,0.3,-,2.3,1.7,1.7,-,0.3,0.7,-,-,0.7,0.3,3,-,1.3,2,15.7,0.3,0.3,0.3,2010-11
Gaël Givet,Blackburn,fr,34,"D(C),DMC",181,75,29,2455,1,-,4,1,0.3,61.8,1.4,1,1.1,2.4,0.4,0.4,7.8,0.3,0.6,-,0.2,-,0.5,-,0.1,0.2,22.3,0.1,0.8,-,2010-11
Benjani,Blackburn,zw,38,FW,188,78,6(12),660,3,-,-,-,1,73.7,0.2,-,0.4,-,0.8,-,-,0.1,0.1,-,0.4,0.4,0.2,0.6,0.8,0.9,7.6,0.1,0.2,-,2010-11
Míchel Salgado,Blackburn,es,40,D(R),176,75,36,3034,-,2,10,-,0.3,65.6,0.7,-,2.9,2.4,1.2,0.3,3.5,0.9,0.6,-,0.6,0.3,0.8,-,0.4,0.5,22,0.4,1.1,-,2010-11
El Hadji Diouf,Blackburn,sn,35,"D(C),M(CLR),FW",183,73,18(2),1563,-,3,4,-,1,70.6,0.9,-,1.7,1.6,1.1,0.1,0.6,0.5,-,-,1.2,0.7,2.6,0.5,1.2,1.5,28.1,1,1.1,0.1,2010-11
Herold Goulon,Blackburn,fr,28,"D(C),DMC,M(R)",195,85,1(3),57,-,-,-,-,0.3,57.7,0.8,-,0.3,0.5,0.5,-,1,0.5,-,-,-,0.5,-,-,0.8,-,6.5,0.3,-,-,2010-11
Paul Robinson,Blackburn,eng,36,GK,195,92,36,3196,-,1,-,-,-,36.1,0.1,1,0.1,-,0.1,-,1.2,0.1,-,-,0.3,-,0.1,-,-,-,32.1,-,10.4,-,2010-11
Ryan Nelsen,Blackburn,nz,38,D(C),185,77,28,2415,3,3,3,1,0.6,67,2,4,1.9,3,0.6,0.5,10,0.4,1,-,0.2,0.1,0.5,-,0.1,0.1,26,0.1,2.3,-,2010-11
Jason Lowe,Blackburn,eng,25,"D(R),DMC",183,80,0(1),66,-,-,-,-,1,76.7,1,-,3,3,1,-,1,-,1,-,-,-,-,-,-,1,30,-,2,-,2010-11
Rubén Rochina,Blackburn,es,25,M(CLR),182,76,1(3),117,-,-,1,-,0.3,69.8,0.3,-,0.5,-,1.5,-,0.3,1.3,-,-,0.3,0.8,1,-,2,-,10.8,0.3,0.8,-,2010-11
