name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB,season
Morten Gamst Pedersen,Blackburn,no,35,"D(C),M(C),FW",180,70,27(8),2517,4,6,1,-,1.2,64.7,1,2,1.6,2.1,1.2,-,1.6,1.1,0.3,-,1.5,0.4,1.2,-,0.9,0.9,32.2,1.4,2.3,0.1,2010-11
Pascal Chimbonda,Blackburn,fr,37,D(CR),182,75,3(3),364,-,-,1,-,0.7,78.5,0.5,-,1.5,0.8,0.2,0.2,2,0.5,0.2,-,0.5,-,0.8,-,0.3,0.5,22.5,-,1,-,2010-11
Keith Andrews,Blackburn,ie,36,M(C),183,78,2(3),225,-,-,-,-,0.2,78.7,0.2,-,1.8,0.8,0.6,-,0.8,1.2,-,-,0.2,0.2,0.6,-,0.4,0.2,27.2,-,2.2,-,2010-11
Steven N'Zonzi,Blackburn,fr,27,M(C),190,75,13(8),1268,1,-,4,1,0.9,66,3.2,-,1.7,1.3,1,-,2.9,0.3,0.2,-,0.3,0.1,0.5,0.1,0.2,0.7,26.3,0.1,1.3,-,2010-11
Junior Hoilett,Blackburn,ca,26,M(CLR),173,70,17(7),1498,5,1,2,-,1.5,76.2,0.3,3,1.6,1.2,0.7,-,0.1,0.4,0.1,-,1,2.1,1,0.2,1.8,1.5,15.1,0.4,0.4,0.1,2010-11
Martin Olsson,Blackburn,se,28,D(L),170,81,25(4),2371,2,1,3,-,1,64.6,1.4,2,1.1,1.2,0.7,0.1,2.6,0.2,0.3,-,0.5,0.8,1.3,-,0.9,1.3,20.5,0.7,0.5,-,2010-11
Josh Morris,Blackburn,eng,24,Midfielder,176,75,0(4),84,-,1,-,-,-,86.2,-,-,0.3,0.5,0.3,-,0.3,-,-,-,0.5,-,0.8,-,0.3,-,7.3,0.5,-,-,2010-11
Mark Bunn,Blackburn,eng,31,GK,183,77,2(1),225,-,-,1,-,-,21.5,-,-,-,-,-,-,1.3,-,-,-,-,-,-,-,-,-,31,-,6,-,2010-11
Mame Biram Diouf,Blackburn,sn,28,"AM(LR),FW",185,79,17(10),1628,3,1,2,-,1.3,62.6,1.8,1,1.3,0.4,0.8,-,0.3,0.4,-,-,0.8,0.6,1,0.6,0.7,1.4,12.8,-,0.3,0.1,2010-11
Amine Linganzi,Blackburn,fr,26,Midfielder,186,81,0(1),38,-,-,-,-,-,63.2,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,1,19,-,-,-,2010-11
Phil Jones,Blackburn,eng,24,"D(CR),DMC",185,72,24(2),2176,-,-,4,-,0.7,61.9,1.3,-,2.9,2.9,1,0.1,4.6,0.7,0.6,-,0.3,0.4,1.3,-,0.6,0.8,26.3,0.1,1.7,0.1,2010-11
Roque Santa Cruz,Blackburn,py,35,FW,191,83,7(2),541,-,-,-,-,1.1,67.8,2.9,-,0.4,0.2,0.6,-,0.4,0.1,-,-,0.7,-,0.3,0.2,0.3,2,23.4,-,0.4,-,2010-11
Christopher Samba,Blackburn,cg,32,D(C),193,100,33,2883,4,-,3,1,1.5,64.1,3.6,3,1.5,2.1,1.2,0.8,10.9,0.2,1.2,-,0.3,0.1,0.6,0.1,0.2,0.2,21.2,-,1.6,-,2010-11
Brett Emerton,Blackburn,au,37,"D(C),DMC,M(R)",185,88,24(6),2193,4,5,4,-,1.2,77.9,0.4,3,1.2,0.8,1.2,-,1.1,0.5,0.1,-,1.1,0.3,0.5,0.2,1.1,1.1,23.8,1,1.2,-,2010-11
Grant Hanley,Blackburn,sct,24,D(C),187,81,5(2),443,-,-,1,-,0.6,70.2,1.6,-,1.6,1.3,1.3,0.4,4.3,0.4,1.3,1,0.1,-,0.1,-,-,-,13.4,-,0.7,-,2010-11
David Dunn,Blackburn,eng,36,AM(C),178,78,17(10),1389,2,1,3,-,0.9,70.2,0.4,-,1.3,0.7,1.1,-,0.8,0.7,0.1,-,0.6,0.7,0.6,-,1.1,1,21.8,0.5,0.9,-,2010-11
Vince Grella,Blackburn,au,36,AM(R),183,79,4(1),310,-,-,2,-,0.2,71.6,0.8,-,1.6,1.8,1.8,-,1.6,0.8,0.2,-,0.2,-,0.8,-,0.8,1,33.8,0.2,1.6,-,2010-11
Jermaine Jones,Blackburn,us,34,"D(C),M(C)",183,78,15,1297,-,-,8,-,0.9,68.6,0.7,-,3.8,3.1,2.7,0.1,1.7,1.3,0.7,-,0.7,0.3,1.3,-,0.9,1.1,29.3,0.1,2.1,0.1,2010-11
Nikola Kalinic,Blackburn,hr,28,FW,187,80,15(3),1073,5,1,2,1,1.8,75.1,0.3,-,0.2,0.4,1.7,-,-,0.2,0.1,-,0.5,0.5,1.3,0.8,1.3,1.9,10.3,0.1,0.2,-,2010-11
Jason Roberts,Blackburn,gd,38,FW,185,79,13(12),1471,5,4,2,-,0.9,69.5,0.6,-,0.4,0.2,1,-,-,0.1,0.1,-,0.6,0.4,1,0.6,1.4,1.6,10.9,0.1,0.2,-,2010-11
Sammy Ameobi,Newcastle United,eng,24,AM(LR),190,66,0(1),7,-,-,-,-,-,75,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,4,-,-,-,2010-11
Kevin Nolan,Newcastle United,eng,34,M(C),183,85,30,2658,12,1,10,-,2,82.9,0.3,1,2,1.6,1.4,0.1,1.2,1.1,0.5,-,0.9,0.1,0.7,0.5,1.4,1.2,33,0.1,1.7,0.2,2010-11
Cheick Tioté,Newcastle United,ci,30,M(C),175,76,26,2311,1,1,14,-,1,87.1,1.3,1,3.3,2.5,3,-,2.3,1.6,0.3,-,0.6,1.3,2.7,-,2.5,1.2,54.4,0.1,4.5,-,2010-11
Wayne Routledge,Newcastle United,eng,31,"M(CLR),FW",170,64,10(7),994,-,1,-,-,0.5,77.7,0.1,-,0.9,0.8,0.8,-,0.2,0.3,-,-,1,1.1,0.8,0.1,2.2,0.8,16.6,1.5,0.2,-,2010-11
Tim Krul,Newcastle United,nl,28,GK,188,74,20(1),1855,-,-,-,-,-,47.9,0.1,-,-,-,-,-,1.1,0.1,-,-,0.1,-,0.4,-,-,-,31,-,12.3,-,2010-11
Ryan Taylor,Newcastle United,eng,32,DMC,173,75,3(3),278,-,1,-,1,2.2,76.3,0.2,-,1.3,0.3,0.2,-,0.8,0.5,0.3,-,0.8,-,0.3,-,0.2,0.7,12.7,1.5,0.8,-,2010-11
Kazenga Lua Lua,Newcastle United,cd,25,AM(L),180,76,0(2),47,-,-,-,-,-,94.1,-,-,1,1,-,-,-,-,-,-,0.5,0.5,-,-,1,1.5,8.5,0.5,-,-,2010-11
Hatem Ben Arfa,Newcastle United,fr,29,"M(CR),FW",178,65,3(1),171,1,-,-,-,1.3,79.2,0.3,1,0.3,1.3,0.3,-,-,-,-,-,0.8,2.5,0.5,0.3,2.3,1,19.3,0.5,0.5,-,2010-11
Andy Carroll,Newcastle United,eng,27,FW,193,79,18(1),1624,11,3,4,-,3.9,60.9,7.1,3,0.7,0.5,2.5,0.1,2.2,0.1,0.2,-,1.1,0.5,1.6,0.3,1.7,2.3,32.7,0.1,0.6,0.2,2010-11
Alan Smith,Newcastle United,eng,35,M(C),175,74,7(4),579,-,-,3,-,0.3,78.8,0.5,-,1.3,1.1,1.5,-,1.5,0.4,0.4,-,0.2,0.1,1.1,-,0.3,0.5,21,-,0.5,-,2010-11
James Perch,Newcastle United,eng,30,"D(CLR),DMC,M(R)",180,72,9(3),869,-,-,6,-,0.3,81,0.6,-,1.3,1.4,0.8,0.8,2.9,0.5,0.4,1,0.3,0.1,0.6,-,0.3,0.6,20.7,0.6,0.7,-,2010-11
Joey Barton,Newcastle United,eng,34,M(C),172,70,32,2880,4,9,8,-,1.8,75.3,0.7,4,2.5,1.7,1.3,0.1,0.7,1.4,0.3,-,2.5,0.4,2,-,1.8,1.1,50.5,2.8,5.7,0.3,2010-11
Jonás Gutiérrez,Newcastle United,ar,33,M(CLR),183,73,34(3),2983,3,4,6,-,1,83.5,0.2,2,1.7,1.3,1,-,0.3,0.7,-,-,1.3,1.9,2.1,-,1.8,1.2,30.1,1,0.3,0.2,2010-11
Danny Simpson,Newcastle United,ie,29,D(R),178,74,30,2686,-,-,4,-,0.2,74.6,0.4,-,1.6,1.9,0.7,0.5,3.2,0.7,0.6,-,0.4,0.1,0.2,-,0.5,0.8,28.1,0.7,1.4,-,2010-11
Peter Løvenkrands,Newcastle United,dk,36,"AM(CL),FW",183,63,18(7),1462,6,3,-,-,1.8,74.4,0.4,-,0.4,0.5,0.6,-,0.1,0.7,-,-,0.6,0.1,0.8,0.6,0.6,1.2,12.4,0.1,0.2,-,2010-11
Sol Campbell,Newcastle United,eng,41,D(L),188,88,4(3),406,-,-,1,-,0.1,71.9,1,-,1.4,1.3,0.3,0.7,5.1,0.3,0.4,-,0.1,-,-,-,-,0.6,13.7,-,1,0.1,2010-11
Steven Taylor,Newcastle United,eng,30,D(C),188,81,12(2),1008,3,1,2,-,0.8,82.7,1.7,-,0.4,1.3,0.4,0.6,5.2,0.3,1.4,-,0.2,0.1,0.4,-,0.1,0.1,23.9,0.1,1.7,-,2010-11
Mike Williamson,Newcastle United,eng,32,D(C),191,84,28(1),2565,-,1,5,-,0.4,72,4.1,1,1.4,1.7,0.6,0.9,9.2,0.4,0.5,-,0.1,0.1,1.1,-,0.2,0.4,27.6,-,1.7,-,2010-11
Nile Ranger,Newcastle United,eng,25,FW,187,78,1(23),563,-,1,2,-,0.8,62.5,1.3,-,0.2,0.2,0.7,-,0.2,0.1,-,-,0.5,0.2,0.5,0.3,0.6,0.8,5.7,-,-,-,2010-11
José Enrique,Newcastle United,es,30,"D(L),M(L)",184,76,36,3126,-,1,5,-,0.5,77,0.4,1,1.7,1.6,0.4,0.5,1.7,0.3,0.3,-,0.8,1.8,0.9,-,1.8,0.9,46.2,0.9,2.9,0.1,2010-11
Stephen Ireland,Newcastle United,ie,30,M(C),176,68,0(2),49,-,-,-,-,1,70.6,-,-,-,0.5,-,-,-,0.5,-,-,-,-,-,-,0.5,-,8.5,-,0.5,0.5,2010-11
Xisco,Newcastle United,es,30,AM(L),188,86,0(2),18,-,1,-,-,1,57.1,0.5,-,-,-,1,-,-,-,-,-,0.5,0.5,-,-,-,-,3.5,-,0.5,0.5,2010-11
Fabricio Coloccini,Newcastle United,ar,34,D(C),183,63,35,3082,2,-,3,1,0.3,81.9,0.7,-,2,2.6,0.4,1.8,4.9,0.6,0.3,1,0.2,0.3,0.6,-,0.2,0.3,33.4,0.1,2.5,-,2010-11
Shola Ameobi,Newcastle United,ng,34,FW,191,76,21(7),1759,6,3,2,-,1.9,74.3,2.5,1,0.8,0.3,1.7,-,0.7,0.2,0.1,-,0.5,0.7,1.4,0.6,1.8,1.8,18.9,0.1,0.3,0.1,2010-11
Leon Best,Newcastle United,ie,29,FW,185,76,9(2),753,6,-,-,-,3,67,4.9,1,0.2,0.1,1.2,-,0.6,0.1,0.1,-,0.5,0.5,1.5,1.9,1.1,1.8,16.5,0.1,0.1,0.1,2010-11
Dan Gosling,Newcastle United,eng,26,M(C),178,71,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2010-11
Steve Harper,Newcastle United,eng,41,GK,185,83,18,1565,-,-,-,-,-,44.3,0.1,1,-,-,0.1,-,1.1,0.1,-,-,0.1,-,0.1,-,-,-,30.2,-,11.7,-,2010-11
Shefki Kuqi,Newcastle United,fi,39,Forward,191,89,0(6),23,-,-,-,-,-,61.5,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,2.2,-,-,-,2010-11
Shane Ferguson,Newcastle United,nir,25,"D(L),M(L)",178,73,3(4),309,-,-,-,-,0.4,78.4,0.1,-,0.9,0.6,0.6,0.1,0.6,0.1,0.1,-,0.3,0.9,0.9,-,0.4,0.3,15.9,0.1,0.4,-,2010-11
Danny Guthrie,Newcastle United,eng,29,M(C),170,73,11(3),951,-,1,3,-,0.4,81.8,0.1,-,1.8,1.5,0.9,-,0.6,0.5,0.2,-,1.1,0.2,0.9,0.1,1.4,0.7,32.6,0.7,2.3,0.1,2010-11
Darren Bent,Aston Villa,eng,32,FW,180,73,16,1400,9,1,-,-,2.4,65.4,3.1,1,0.4,0.4,1,-,0.9,0.1,-,-,0.6,0.2,0.7,1.8,1.2,2.1,19.5,-,0.2,0.1,2010-11
Andreas Weimann,Aston Villa,at,25,"AM(CLR),FW",188,76,0(1),3,-,-,-,-,-,100,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,3,-,-,-,2010-11
Nigel Reo-Coker,Aston Villa,eng,32,"D(R),M(C)",176,78,24(6),2076,-,-,5,-,0.3,84.5,0.3,-,3.4,1.3,1.4,-,0.6,0.6,0.3,-,0.5,0.4,0.9,-,1.2,0.7,29.9,-,1.5,-,2010-11
Ashley Young,Aston Villa,eng,31,"D(R),M(LR)",180,65,34,3054,7,10,8,-,2.4,71.6,0.1,4,0.9,1,1.3,0.1,0.3,0.5,0.1,-,2.4,0.5,2.8,0.6,1.6,2.1,33.6,2.2,2.1,0.7,2010-11
Jonathan Hogg,Aston Villa,,27,DMC,170,67,5,397,-,-,1,-,-,77.2,1.2,-,3.4,1.6,1.4,0.2,1,1,0.4,-,0.6,-,0.8,-,0.8,1.4,39.4,-,4.2,-,2010-11
Marc Albrighton,Aston Villa,eng,26,M(LR),175,67,20(9),1805,5,4,3,-,1.4,72.3,0.1,2,2.3,1.6,1.2,-,0.7,1,0.1,-,1.2,1.3,1,-,0.9,1.2,16.6,1.2,0.8,-,2010-11
Barry Bannan,Aston Villa,sct,26,M(CLR),170,60,7(5),637,-,1,1,-,0.6,78,-,-,1.4,1,0.5,-,0.3,0.7,-,-,0.7,0.3,-,-,0.4,0.6,26.9,0.3,2.3,0.3,2010-11
Fabian Delph,Aston Villa,eng,26,M(CL),174,60,4(3),415,-,-,1,-,0.3,83.3,0.3,-,2,1.6,0.7,0.3,0.6,0.6,0.1,-,0.6,0.7,0.7,-,0.9,0.9,34.1,0.1,1.3,-,2010-11
Stilian Petrov,Aston Villa,bg,37,"D(C),M(CR),FW",183,69,23(4),2072,1,2,6,-,0.9,85.8,1,1,2.7,2.5,1.3,-,1.6,1,0.7,-,0.6,0.3,1.8,0.1,0.7,0.6,38.6,0.1,2.9,0.1,2010-11
Stephen Warnock,Aston Villa,eng,34,D(CL),175,75,19,1710,-,2,8,-,0.3,78.7,1.1,-,2.9,2.7,1.2,0.2,4,0.9,0.3,-,0.6,0.6,0.9,0.1,0.2,0.7,40.9,0.3,2.2,-,2010-11
Emile Heskey,Aston Villa,eng,38,FW,188,82,11(8),890,3,1,3,1,1.1,63.9,3.5,-,0.7,0.2,1.2,-,1.1,0.2,0.1,-,0.4,0.1,0.8,0.7,0.9,0.9,16.8,-,0.3,0.1,2010-11
Eric Lichaj,Aston Villa,us,27,D(LR),175,70,3(2),273,-,-,1,-,0.8,71,0.2,-,1.4,1.6,1,-,0.4,0.8,0.4,-,0.2,0.2,0.4,-,0.2,1,24.8,0.2,1.6,-,2010-11
Habib Beye,Aston Villa,sn,38,D(R),183,79,2(1),181,-,-,-,-,-,63.8,0.7,-,0.7,2,-,0.7,3.7,0.7,-,-,0.3,0.3,0.7,-,0.3,0.7,19.3,1.3,1.7,-,2010-11
Carlos Cuéllar,Aston Villa,es,35,D(C),190,84,10(2),894,-,-,2,-,0.6,77,2.3,1,2.8,2.3,0.6,0.8,5.4,0.5,0.8,-,0.3,0.2,0.4,-,0.1,0.5,29,0.2,2,-,2010-11
Gabriel Agbonlahor,Aston Villa,eng,29,"AM(LR),FW",178,76,17(9),1605,3,1,3,-,1.1,67.3,0.9,-,0.9,0.6,1.3,-,0.5,0.2,-,-,0.8,0.5,0.8,0.2,1,1.3,17.2,0.4,0.1,-,2010-11
Kyle Walker,Aston Villa,eng,26,D(R),178,70,15,1338,1,3,3,-,0.3,77,1.9,1,2.7,2,0.8,0.1,3.3,0.6,0.4,-,1,1.7,1.7,0.2,0.7,1.1,41.7,0.7,1.3,0.1,2010-11
Robert Pires,Aston Villa,fr,42,AM(L),187,80,2(7),249,-,-,-,-,0.7,89.6,0.1,-,0.8,0.4,0.1,-,0.1,0.4,0.1,-,0.7,0.3,0.6,-,0.3,0.3,20.3,-,1.2,-,2010-11
John Carew,Aston Villa,no,37,"AM(L),FW",193,89,6(4),536,-,-,-,-,2,59.4,2.5,-,-,0.4,2.2,-,0.9,0.3,0.1,-,0.8,0.6,0.8,0.5,1.6,2.6,17.5,-,-,0.1,2010-11
Nathan Delfouneso,Aston Villa,eng,25,"AM(LR),FW",175,69,2(9),392,1,-,-,-,1.3,73.1,1.5,-,0.1,0.3,0.5,-,0.5,0.2,0.1,-,0.5,0.6,0.3,0.3,0.5,0.6,10.8,-,-,0.1,2010-11
Brad Friedel,Aston Villa,us,45,GK,191,92,38,3420,-,-,2,-,-,45.7,0.1,-,-,-,-,-,0.8,0.1,-,-,-,-,0.1,-,-,-,24.9,-,7.4,-,2010-11
Stephen Ireland,Aston Villa,ie,30,M(C),176,68,6(4),504,-,-,1,-,0.8,71.4,0.1,-,1.4,1.3,0.5,-,0.7,0.4,-,-,0.4,0.3,1,0.1,0.8,1,22.4,-,1.6,0.1,2010-11
Michael Bradley,Aston Villa,us,29,M(C),186,75,0(3),28,-,-,-,-,-,55.6,0.7,-,0.3,0.3,0.3,-,-,0.3,0.3,-,0.3,-,-,-,-,-,6,-,-,-,2010-11
Steve Sidwell,Aston Villa,eng,33,M(C),178,70,1(3),118,-,-,1,-,0.3,84.3,0.5,-,2,1.3,1,-,0.8,0.5,0.5,-,0.3,0.3,0.8,0.3,0.8,0.3,12.8,-,1,-,2010-11
Nathan Baker,Aston Villa,eng,25,D(CL),188,75,4,249,-,-,-,-,0.3,60.7,2.3,-,1,0.8,0.3,-,4,0.8,1.3,-,0.5,-,0.5,-,0.5,0.5,21,0.3,0.5,-,2010-11
Chris Herd,Aston Villa,au,27,D(C),173,76,1(5),107,-,-,-,-,-,78.8,0.8,-,1.2,0.5,0.2,0.5,1,0.2,-,-,-,-,0.7,-,-,0.2,11,-,0.5,-,2010-11
Jean Makoun,Aston Villa,cm,33,M(C),173,65,7,554,-,-,3,1,0.3,78.6,0.6,-,3.6,1.4,2.6,-,-,1,-,-,1,0.1,1.1,-,0.9,1.6,56.1,-,4.1,0.1,2010-11
Stewart Downing,Aston Villa,eng,32,M(CLR),180,64,38,3387,7,7,-,-,2.6,77.5,0.2,4,1,1.7,0.2,-,0.7,0.5,0.1,-,2.2,0.7,0.7,0.1,0.7,1.1,39.1,2.1,2.2,0.1,2010-11
James Collins,Aston Villa,wls,33,D(C),188,83,31(1),2853,3,-,5,-,0.9,68,4.2,3,1.3,1.7,1,1,8.3,0.8,1.3,-,0.1,0.1,0.5,-,0.2,0.3,35.7,-,2.8,-,2010-11
Ciaran Clark,Aston Villa,ie,26,D(CL),188,76,16(3),1567,3,-,9,-,0.6,76.9,1.6,-,2.8,2.3,1.7,0.1,4.4,0.8,0.5,-,0.3,0.3,1.1,-,0.7,0.7,35.1,0.1,1.6,-,2010-11
James Milner,Aston Villa,eng,30,M(CLR),175,70,1,85,1,-,-,-,6,80.8,-,-,5,6,1,-,1,2,-,-,2,1,2,-,3,-,52,1,7,-,2010-11
Richard Dunne,Aston Villa,ie,36,D(C),188,89,32,2720,-,1,4,-,0.8,72.9,2.6,-,2.3,1.4,0.9,0.9,6.8,0.4,1.3,1,0.3,0.2,0.5,0.1,0.4,0.3,36.4,-,3.3,-,2010-11
Luke Young,Aston Villa,eng,37,D(CR),183,77,23,2070,1,1,1,-,0.4,72.4,1.3,-,2.9,1.7,0.7,0.3,4,0.9,0.8,-,0.4,0.5,0.8,-,0.7,0.6,38.3,0.1,1.6,-,2010-11
Javier Mascherano,Liverpool,ar,32,"D(C),M(C)",174,73,1,79,-,1,-,-,-,86.5,-,-,6,3,4,-,-,3,-,-,1,1,1,-,1,-,37,-,2,1,2010-11
Ryan Babel,Liverpool,nl,29,M(L),185,85,1(8),193,1,-,-,-,0.9,84,-,-,0.2,0.1,0.3,-,-,-,-,-,0.3,0.2,0.2,0.6,0.8,1,5.6,0.2,-,-,2010-11
Paul Konchesky,Liverpool,eng,35,D(L),178,69,15,1252,-,1,2,-,0.2,79.8,0.9,-,1.9,1.2,0.8,0.1,2.9,0.7,0.3,-,0.6,0.1,0.3,-,0.9,0.9,41.9,0.5,1.5,0.1,2010-11
Lucas Leiva,Liverpool,br,29,"D(C),M(C)",179,74,32(1),2858,-,1,6,1,0.7,82.8,1.9,1,5.2,2,2,-,1.6,1.7,0.3,-,0.7,0.3,1.5,-,1.1,0.8,54.4,-,3,0.2,2010-11
Andy Carroll,Liverpool,eng,27,FW,193,79,5(2),447,2,-,1,-,2.3,61,3.3,1,0.1,0.1,0.9,-,0.1,0.1,-,-,1.3,0.3,0.9,0.6,1.9,2.1,22,0.1,0.4,0.1,2010-11
Nathan Eccleston,Liverpool,eng,25,Forward,177,65,0(1),9,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,4,-,-,-,2010-11
Jonjo Shelvey,Liverpool,eng,24,M(C),185,80,0(15),321,-,1,1,-,0.5,78,0.1,-,0.5,0.4,0.5,-,0.3,0.1,-,-,0.3,0.1,0.1,0.1,0.3,0.3,12.4,0.2,1.3,0.1,2010-11
Jamie Carragher,Liverpool,eng,38,D(C),185,76,28,2489,-,-,4,-,-,74.2,0.9,-,1.3,1,0.5,0.4,6.1,0.3,0.9,1,0.3,0.1,0.5,-,0.1,0.1,36.1,0.1,3.6,-,2010-11
Daniel Agger,Liverpool,dk,31,D(C),188,79,12(4),1091,-,-,-,-,0.3,75.9,1.6,-,1.6,1.3,0.6,0.3,5.2,0.5,0.4,-,0.2,0.4,0.6,0.1,0.2,0.3,29.1,0.2,1.4,-,2010-11
Dirk Kuyt,Liverpool,nl,36,"M(CLR),FW",184,77,32(1),2821,13,7,3,-,1.9,73.6,1.5,2,2.3,1.6,1.3,-,0.8,1,0.1,-,1.7,0.9,1.1,0.6,2.5,1.9,42,0.4,1.2,0.2,2010-11
Fernando Torres,Liverpool,es,32,FW,185,79,22(1),1896,9,2,6,-,3.9,65,1.7,-,0.6,0.3,2,-,0.3,0.1,-,-,1,1.3,1.8,0.8,2.9,3.6,19.3,0.2,0.5,0.1,2010-11
Martin Skrtel,Liverpool,sk,31,D(C),193,81,38,3420,2,1,8,-,0.6,81,2.2,-,1.2,1.5,1.1,0.5,6.8,0.3,0.8,1,0.2,0.3,0.6,-,0.2,0.4,37.5,0.1,3.6,-,2010-11
Joe Cole,Liverpool,eng,34,M(LR),175,63,9(11),797,2,1,1,1,1,83.6,0.3,-,1,0.5,0.6,-,0.2,0.2,-,-,0.5,0.9,0.7,0.2,0.7,0.6,20.7,0.1,0.6,0.1,2010-11
Glen Johnson,Liverpool,eng,32,D(LR),178,70,28,2438,2,2,4,-,0.9,78.5,1.1,2,2.5,1.7,0.9,0.2,2.9,0.6,0.3,-,1,1.8,1.1,0.1,0.6,1.2,38.8,0.5,1.9,-,2010-11
Luis Suárez,Liverpool,uy,29,"AM(CLR),FW",182,85,12(1),1102,4,3,2,-,4.2,73,0.2,-,1.2,0.5,0.9,-,0.1,0.8,-,-,1.9,3.2,2.8,0.8,2,4,35.9,0.7,0.8,-,2010-11
Jay Spearing,Liverpool,eng,27,M(C),171,71,10(1),797,-,-,-,-,0.8,79.8,0.4,-,2.5,1.5,0.5,-,1.1,0.5,0.2,-,0.6,0.5,0.6,-,1.1,0.8,38.3,0.1,2.7,0.1,2010-11
Danny Wilson,Liverpool,sct,24,Defender,187,79,1(1),155,-,-,1,-,-,64.1,2,-,5,-,1,0.5,6.5,1.5,-,-,-,0.5,0.5,-,0.5,-,46,-,2,-,2010-11
Dani Pacheco,Liverpool,es,25,Forward,170,65,0(1),4,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,2010-11
Fábio Aurélio,Liverpool,br,36,"D(C),FW",178,75,7(7),566,-,-,2,-,0.6,79.1,0.3,-,1.1,1.2,0.4,0.1,0.9,0.1,0.1,-,0.6,0.5,0.1,-,0.2,0.4,22.2,0.4,0.9,-,2010-11
Jack Robinson,Liverpool,,23,"D(L),M(L)",168,64,1(1),147,-,-,1,-,0.5,82.5,-,-,2,1,0.5,0.5,3,-,-,-,-,0.5,-,-,0.5,1,20,-,0.5,-,2010-11
Maxi Rodríguez,Liverpool,ar,35,M(CL),180,75,24(4),2044,10,-,2,-,2,84.3,0.6,3,2.3,1.9,0.7,-,0.5,0.8,-,-,1.3,0.3,1.1,0.2,1,1.5,33.3,0.1,1.3,0.2,2010-11
Milan Jovanovic,Liverpool,rs,35,AM(L),183,73,5(5),462,-,-,1,-,0.3,84.1,0.1,-,0.7,0.9,0.5,-,0.1,0.3,0.1,-,0.7,0.6,0.7,0.1,1.4,1.2,17,0.1,0.6,-,2010-11
José Reina,Liverpool,es,34,GK,188,92,38,3420,-,-,4,-,-,55.2,0.2,1,-,-,-,-,0.9,-,-,1,0.1,-,0.3,-,-,-,31.2,-,9.8,-,2010-11
Steven Gerrard,Liverpool,eng,36,M(C),185,82,20(1),1869,4,5,2,-,2.4,80.4,0.9,6,2.8,1.8,1.1,-,1.7,0.3,0.6,-,2.5,0.8,1,-,1.5,1.4,59.8,1.6,5.6,0.3,2010-11
Raul Meireles,Liverpool,pt,33,M(C),179,65,32(1),2547,5,5,5,-,1.9,78.5,0.2,4,2.4,2.1,0.8,-,0.7,1.1,0.2,-,2,0.5,0.9,0.1,0.9,1.3,40.8,1.5,2,0.1,2010-11
Jon Flanagan,Liverpool,eng,23,D(LR),181,79,7,621,-,-,3,-,0.4,77.7,0.9,-,1.7,2.1,1.6,0.3,2.9,1.6,0.4,-,0.4,0.6,0.6,-,0.7,1.1,41.7,0.3,0.6,-,2010-11
Martin Kelly,Liverpool,eng,26,D(LR),191,77,10(1),859,-,1,1,-,0.2,68.2,1.4,-,3.5,0.8,0.5,0.4,5.5,0.9,-,-,0.8,0.5,0.7,-,1.2,1.5,25.2,0.7,0.5,0.1,2010-11
Christian Poulsen,Liverpool,dk,36,M(C),182,79,9(3),744,-,-,1,-,0.3,84.1,1.1,-,2.7,1.8,1.3,-,0.6,1.3,0.3,-,0.8,0.1,0.6,-,0.4,0.8,39.8,0.1,2.6,0.2,2010-11
David Ngog,Liverpool,fr,27,FW,190,76,9(16),1058,2,1,1,-,1.3,73.8,0.6,-,0.7,0.4,1,-,0.2,0.2,-,-,0.7,0.4,1,0.2,1.9,2,14.4,-,0.2,-,2010-11
Sotirios Kyrgiakos,Liverpool,gr,37,"D(L),DMC",193,88,10(6),1080,2,-,1,-,0.9,73.6,3.6,-,1.6,0.7,0.8,0.2,5.9,0.1,0.4,-,0.2,0.1,0.8,0.1,0.3,0.3,24.6,-,1.6,-,2010-11
Andrew Johnson,Fulham,eng,35,FW,175,64,15(12),1550,3,3,4,-,1.4,77.1,0.4,-,0.4,0.4,1.2,-,0.4,0.3,-,-,0.8,0.3,0.7,0.8,1.4,2.1,12.6,0.1,0.2,-,2010-11
Bobby Zamora,Fulham,eng,35,FW,185,75,9(5),758,5,5,2,-,2.1,70.6,0.9,1,0.3,0.2,1.7,-,0.6,0.2,0.1,-,1.4,0.1,1.7,0.7,1.4,1.9,20.9,0.1,0.2,0.1,2010-11
Clint Dempsey,Fulham,us,33,"M(CL),FW",186,78,35(2),3099,12,3,5,-,3.5,74.4,2.3,5,1.7,1.1,1.6,-,1.1,0.6,0.1,-,1,0.5,2.2,0.5,2.5,2.5,30.8,0.1,0.8,0.2,2010-11
