name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB
Michael Owen,Stoke,eng,36,FW,173,70,0(8),93,1,-,-,-,0.4,93.3,-,-,0.1,-,-,-,0.1,-,-,-,-,-,-,-,0.6,-,3.8,-,0.1,-
Geoff Cameron,Stoke,us,31,"D(CLR),DMC",191,84,29(6),2636,-,1,5,-,0.2,64.9,1.5,3,3.2,2.1,0.8,0.2,2.5,1.1,0.4,-,0.5,0.6,0.3,-,0.6,0.8,26,0.5,1.8,-
Glenn Whelan,Stoke,ie,32,DMC,180,79,31(1),2593,-,4,4,-,0.7,81.8,0.8,-,1.9,2,1.1,-,1.9,1.3,0.4,-,1.3,0.2,0.7,-,0.8,0.7,40,1.4,3.3,0.1
Robert Huth,Stoke,de,32,D(C),191,80,35,3150,1,-,5,-,0.9,65,2.8,1,1.9,1.4,1.3,0.6,8,0.3,0.9,-,0.1,0.1,0.7,-,0.1,0.4,19.5,-,2.2,-
Maurice Edu,Stoke,us,30,"D(C),M(C)",186,82,0(1),9,-,-,-,-,-,100,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,1,8,-,-,-
Andrew Johnson,Queens Park Rangers,eng,35,FW,175,64,2(1),135,-,-,-,-,0.3,83.7,-,-,0.3,-,0.3,-,-,-,-,-,-,-,0.7,-,0.3,0.3,14.3,-,-,-
Bobby Zamora,Queens Park Rangers,eng,35,FW,185,75,16(5),1313,4,1,1,1,1.1,73.5,2.2,-,0.3,0.2,0.8,-,0.4,0.3,0.2,-,1.1,0.1,0.9,0.9,1.1,1.4,22.8,-,0.8,-
Tal Ben Haim,Queens Park Rangers,il,34,D(C),183,74,2(1),196,-,-,-,-,0.3,80.2,2.3,-,2.3,0.7,0.3,-,5,0.3,-,-,0.7,-,0.3,-,0.3,0.3,30.3,0.3,2.7,-
Jamie Mackie,Queens Park Rangers,sct,30,"M(CR),FW",173,71,17(12),1702,2,-,2,-,1,77.7,0.6,-,0.9,0.4,0.9,-,0.6,0.5,-,-,0.4,0.6,0.8,0.8,1,1.8,13.8,0.1,0.2,-
Julio César,Queens Park Rangers,br,37,GK,186,80,24,2101,-,1,-,-,-,43.3,0.2,2,-,-,-,-,1.2,-,-,1,0.1,-,0.1,-,-,-,25,-,6.8,-
Park Ji-Sung,Queens Park Rangers,kr,35,M(CLR),175,72,15(5),1345,-,3,1,-,0.6,84.2,0.4,-,2.5,1.3,0.7,0.1,0.5,0.7,0.2,-,1.1,0.3,1.4,-,1.5,0.9,30.3,0.2,1,-
Stéphane Mbia,Queens Park Rangers,cm,30,"D(C),M(C)",189,82,29,2375,-,3,9,1,1.2,82.7,1.4,1,2.6,2.7,1.8,0.1,2,0.5,0.4,-,0.7,0.4,1.4,0.1,1.2,1.1,36.4,-,2.3,0.1
Jermaine Jenas,Queens Park Rangers,eng,33,M(C),180,73,8(4),809,2,-,1,-,1,83.7,0.2,-,1.4,1.7,0.8,-,0.8,0.3,0.5,-,0.5,0.4,0.3,-,0.3,0.8,35.3,0.2,3,-
Ryan Nelsen,Queens Park Rangers,nz,38,D(C),185,77,21,1884,1,-,-,-,0.4,81.3,2.8,2,2.1,3.1,0.6,0.7,10.9,0.8,1.2,-,0.1,0.1,0.3,0.2,-,0.1,29.9,-,2.4,-
Fabio,Queens Park Rangers,br,26,D(LR),172,65,13(8),1133,-,-,3,-,0.1,73.4,1,1,2.3,1.6,1.1,0.1,2.6,0.5,0.3,-,0.4,0.5,0.4,-,0.4,0.3,17.9,0.3,0.4,-
Djibril Cissé,Queens Park Rangers,fr,35,FW,183,83,12(6),1108,3,-,-,-,2.6,69.9,0.8,-,0.2,0.1,0.6,-,0.2,0.2,0.1,-,0.9,0.2,0.4,0.9,0.8,0.7,12.6,0.3,0.4,-
Armand Traore,Queens Park Rangers,sn,26,"D(L),M(L)",185,81,24(2),2096,-,-,3,-,0.2,78.1,1.6,-,2.2,2,0.3,0.1,3.6,0.8,0.2,-,0.4,0.8,0.6,-,0.7,0.8,29.4,0.3,0.8,-
Michael Harriman,Queens Park Rangers,ie,23,Defender,168,65,1,90,-,-,-,-,-,73.1,-,-,4,1,-,1,4,-,1,-,-,-,1,-,-,2,26,-,1,-
Junior Hoilett,Queens Park Rangers,ca,26,M(CLR),173,70,15(11),1450,2,1,1,-,1.3,75.4,0.5,1,1.3,0.7,0.8,-,0.1,0.6,-,-,0.7,1.3,0.7,0.3,1.5,1.5,17.3,0.3,0.5,0.1
Kieron Dyer,Queens Park Rangers,eng,37,D(C),173,65,1(3),196,-,-,1,-,0.3,89.4,-,-,0.8,0.3,-,0.3,1.5,0.3,-,-,0.8,0.3,0.3,0.3,0.5,0.8,26,-,0.8,-
Shaun Derry,Queens Park Rangers,eng,38,DMC,183,82,10(8),1080,-,-,3,-,0.2,80.5,0.8,-,2.4,1.3,0.6,-,1.9,1,0.5,-,0.3,-,0.1,-,0.3,0.3,26.4,-,2.8,-
Alejandro Faurlin,Queens Park Rangers,ar,30,M(C),185,79,10(1),785,-,2,-,-,0.3,79.2,0.6,-,3.3,1.5,0.9,-,1.5,0.9,0.3,1,0.7,0.2,1.5,-,0.7,0.7,51.1,0.4,6,0.1
Shaun Wright-Phillips,Queens Park Rangers,eng,34,M(LR),168,64,14(6),1250,1,1,-,-,1.5,76.9,0.3,-,1.3,0.8,0.5,-,0.7,0.4,0.1,-,0.5,1.1,0.9,0.3,0.6,1.2,15.4,0.2,0.3,-
Samba Diakité,Queens Park Rangers,ml,27,M(C),185,74,11(3),938,-,1,4,1,0.7,87.4,0.9,-,1.6,1.1,1.8,0.1,0.9,0.9,0.1,-,1.2,2.3,1.4,-,1.4,1.1,35.2,0.4,1.5,-
José Bosingwa,Queens Park Rangers,pt,34,D(CLR),183,75,22(1),1832,-,1,2,-,0.6,76.5,0.7,-,2.3,2.3,0.6,0.4,3.7,0.5,0.4,-,0.8,0.4,0.8,0.1,1,0.5,39.5,0.8,2.1,-
Adel Taarabt,Queens Park Rangers,ma,27,"AM(CL),FW",180,69,25(6),2245,5,4,5,-,3.2,81.4,0.2,2,0.8,0.9,0.5,-,0.1,0.6,-,-,2.5,2.7,1.9,-,1.7,2.2,37.2,1.2,2.8,0.3
Christopher Samba,Queens Park Rangers,cg,32,D(C),193,100,10,900,-,-,2,-,1.3,68.8,4,-,1.1,1.2,0.7,1.3,8.8,0.4,0.9,-,0.1,0.1,0.3,0.1,0.1,0.4,25.3,-,2.1,-
Nedum Onuoha,Queens Park Rangers,eng,29,D(CR),183,94,15(8),1611,-,-,-,-,0.1,75.2,1.4,-,2.1,2,0.4,0.3,4.7,0.4,0.7,-,0.2,0.3,0.7,-,0.4,0.5,22.1,-,0.9,-
Loïc Remy,Queens Park Rangers,fr,29,"M(LR),FW",185,80,13(1),1188,6,-,1,-,2.7,77.1,0.8,-,0.5,0.2,0.7,-,0.4,0.3,0.1,-,1.1,0.6,0.8,1.2,2.3,1.9,20.9,0.1,0.6,-
Andros Townsend,Queens Park Rangers,eng,25,AM(LR),181,77,12,1019,2,1,2,-,2.9,77.8,-,3,3,1.3,0.6,-,0.5,0.9,0.1,-,1.3,4,1.7,-,2.7,2.1,26.7,0.7,0.4,0.1
Jay Bothroyd,Queens Park Rangers,eng,34,FW,191,82,2(2),237,1,-,1,-,1.8,59.2,6,-,-,-,1.8,-,0.5,-,-,-,0.8,-,1.8,0.8,0.3,1,19,-,1.3,-
Anton Ferdinand,Queens Park Rangers,eng,31,D(C),183,78,10(3),914,-,-,2,-,0.1,79.3,2.9,1,1.4,2.1,0.7,0.5,8,0.1,1,1,-,-,0.7,-,0.1,0.3,25.6,-,2.7,-
Robert Green,Queens Park Rangers,eng,36,GK,187,93,14(2),1321,-,-,-,-,-,35.5,0.1,-,-,-,0.1,-,1.3,-,-,1,-,-,0.3,-,-,-,24.8,-,6.8,-
Esteban Granero,Queens Park Rangers,es,29,M(C),179,77,19(5),1666,1,1,7,-,1.1,83.3,0.6,1,2,1.6,1.5,-,0.8,0.8,0.2,-,2,0.9,1.4,-,2,1.3,40.7,1,3.2,-
Clint Hill,Queens Park Rangers,eng,37,D(CL),183,73,31,2632,-,1,8,-,0.4,72.3,2.7,1,2.1,1.8,1.3,0.6,9.9,0.5,1.2,1,0.2,-,0.6,-,0.1,0.1,22.1,-,1.5,-
Vincent Kompany,Manchester City,be,30,D(C),190,85,26,2239,1,-,3,1,0.6,89.2,1.5,-,2.1,1.7,1.3,0.7,6.8,0.2,0.5,1,0.2,0.3,0.2,-,0.1,0.1,49.9,-,5,-
Micah Richards,Manchester City,eng,28,D(CR),180,82,7,618,-,-,2,-,1.4,89.5,3.4,-,1.6,2,1.1,0.4,5.7,0.3,0.7,-,0.4,0.7,0.6,0.3,0.4,0.9,33.9,0.3,1.3,-
Joe Hart,Manchester City,eng,29,GK,196,91,38,3420,-,-,1,-,-,58.8,0.1,2,-,-,-,-,1,-,-,-,-,-,0.2,-,-,-,21.2,-,6.4,-
Sergio Agüero,Manchester City,ar,28,"AM(CL),FW",173,70,22(8),1946,12,2,2,-,2.9,82.4,0.2,-,0.9,0.3,0.9,-,-,0.2,-,-,1.3,1.9,0.8,0.5,2.8,1.5,23.3,0.1,0.4,0.1
Karim Rekik,Manchester City,nl,21,D(C),186,79,1,84,-,-,-,-,-,88.3,5,-,1,-,2,1,3,-,-,-,-,-,4,-,-,-,60,-,-,-
Jack Rodwell,Manchester City,eng,25,M(C),188,80,6(5),497,2,-,2,-,1.3,90.1,1.1,1,0.7,0.6,1,-,1.1,0.3,0.3,-,0.1,0.3,0.1,-,0.2,0.4,23.8,-,1.1,-
Gareth Barry,Manchester City,eng,35,M(C),183,78,27(4),2397,1,2,6,-,0.7,86.3,1.7,1,2.1,1.4,1.2,0.1,1.5,0.5,0.2,1,1.2,0.2,0.8,0.1,0.9,0.7,58.8,0.4,2.8,0.1
Scott Sinclair,Manchester City,eng,27,AM(LR),175,64,2(9),190,-,-,-,-,0.4,79.7,-,-,0.3,0.2,0.2,-,0.3,-,-,-,0.1,0.1,0.1,0.1,0.5,0.3,5.4,0.1,-,-
Maicon,Manchester City,br,35,D(R),184,77,4(5),517,-,-,-,-,1.1,83.8,1.2,-,0.9,1,1.1,-,1.8,0.6,0.3,-,1.1,0.7,0.3,-,0.8,0.1,34.3,0.7,1.6,-
Joleon Lescott,Manchester City,eng,34,D(CL),190,89,17(9),1544,1,-,3,-,0.1,89.6,1.5,-,0.8,1,0.3,0.3,4.8,0.3,0.8,-,-,0.1,0.3,0.1,0.1,-,31.7,-,1.1,-
Samir Nasri,Manchester City,fr,29,M(CLR),175,75,22(6),1807,2,7,3,1,1.1,90.8,0.1,2,0.6,0.4,0.3,-,0.3,0.3,-,-,2,1.1,0.5,0.1,1.7,0.7,42.5,1.1,1.5,0.1
Kolo Touré,Manchester City,ci,35,D(C),183,74,10(5),918,-,-,2,-,0.3,87.9,0.8,-,1.3,1,0.8,0.3,5.3,0.1,0.6,-,0.5,0.3,0.1,0.1,0.2,0.1,28.7,-,0.9,-
Aleksandar Kolarov,Manchester City,rs,30,"D(L),M(L)",187,83,11(9),1051,1,2,4,-,1.2,78.5,1,-,1.7,1.1,1,0.1,2,0.6,0.1,-,0.8,0.2,0.6,0.2,0.5,0.3,22.8,1.1,0.9,-
Abdul Razak,Manchester City,ci,23,DMC,180,76,0(3),3,-,-,-,-,-,100,-,-,-,0.3,0.3,-,-,-,-,-,-,-,-,-,0.3,-,1.7,-,-,-
David Silva,Manchester City,es,30,M(CLR),173,67,29(3),2526,4,8,2,-,1.7,85.4,0.3,3,1,0.9,0.8,-,0.5,0.3,-,-,3.3,0.9,0.9,0.1,1.9,1.1,57,1.4,1.2,0.5
Matija Nastasic,Manchester City,rs,23,D(C),188,83,21,1823,-,-,1,-,0.4,86.9,3.3,2,1.4,1.3,1.1,0.7,6.1,0.4,0.5,-,0.1,-,0.5,-,0.3,0.1,46.1,-,4,-
Edin Dzeko,Manchester City,ba,30,FW,193,84,16(16),1816,14,3,4,-,2.9,69.2,2.7,2,0.3,0.2,0.6,-,0.5,0.3,0.2,-,1,0.3,0.7,0.2,1.5,1.4,21.2,0.1,0.5,-
Gaël Clichy,Manchester City,fr,31,D(L),176,65,26(2),2334,-,2,3,-,0.3,83.7,1.2,1,3.2,2.4,0.6,0.3,3.6,0.6,0.2,-,0.7,0.6,0.5,0.2,0.8,0.4,46.7,0.6,2.6,-
Mario Balotelli,Manchester City,it,26,FW,189,88,7(7),589,1,-,2,-,2.4,80.2,0.4,1,0.6,0.4,1.3,-,0.4,0.1,0.1,-,0.6,0.6,1.4,0.2,1.3,1.2,13,0.1,0.4,0.1
Carlos Tévez,Manchester City,ar,32,"AM(CL),FW",173,75,28(6),2410,11,8,3,-,3.1,83.9,0.4,6,0.8,0.4,0.9,-,0.1,0.4,0.1,-,1.8,1.4,1,0.5,1.9,1.5,35.3,0.6,0.9,0.1
Yaya Touré,Manchester City,ci,33,M(C),189,90,32,2830,6,5,6,-,2.1,88.9,0.8,1,1.2,0.9,1.3,-,0.6,0.6,-,-,1.4,1.1,1,-,1.2,0.7,78.9,0.2,5.5,0.4
Pablo Zabaleta,Manchester City,ar,31,D(R),174,74,29(1),2652,2,2,7,-,0.7,85.1,1.5,2,3.8,1.9,1.5,0.2,3.7,1.2,0.2,-,0.6,0.1,1.1,0.1,0.7,0.5,43.7,0.4,1.5,-
Javi García,Manchester City,es,29,"D(C),DMC",186,82,17(7),1496,2,-,5,-,0.7,89.1,2,2,1,1.4,1.4,0.2,2.4,0.8,0.6,-,0.2,0.1,0.8,-,0.4,0.2,38.1,-,3,-
James Milner,Manchester City,eng,30,M(CLR),175,70,19(7),1721,4,3,1,1,1.2,77.4,1.3,3,1.4,0.8,1.3,-,0.8,0.5,-,-,1.7,0.6,0.9,0.1,1.2,0.9,35.3,1.2,1.3,0.1
Nigel de Jong,Manchester City,nl,31,M(C),174,72,1,90,-,-,-,-,-,93.1,-,-,2,-,-,-,2,-,-,-,1,1,-,-,-,1,72,-,2,-
Javier Garrido,Norwich,es,31,D(CL),180,76,34,3039,-,2,4,-,0.1,75.4,0.4,-,1.6,1.1,0.6,0.2,2.9,0.7,0.3,-,0.6,0.1,0.2,-,0.3,0.3,31.3,0.6,1.9,-
Steven Whittaker,Norwich,sct,32,D(LR),185,87,12(1),1047,1,-,-,-,0.5,75.1,0.9,-,1.8,1.5,0.6,0.2,4.4,1.2,0.1,-,0.4,0.4,0.5,-,0.6,0.5,32.7,0.3,1.4,-
Andrew Surman,Norwich,za,30,M(CL),180,73,4,274,-,-,-,-,2.3,78.8,0.5,-,0.3,-,1,-,0.8,0.3,-,-,1.3,0.3,0.5,-,1.3,0.5,24.8,0.8,0.3,-
Jonny Howson,Norwich,eng,28,M(CR),180,77,22(8),2042,2,1,2,-,0.5,80.5,0.7,1,1.7,1.3,0.7,-,0.9,0.6,0.3,-,0.6,0.5,0.5,-,0.9,0.6,33.2,0.1,2.3,-
Sebastien Bassong,Norwich,cm,30,D(C),187,73,34,2962,3,2,3,-,0.4,77.2,3,1,0.6,1.6,0.8,0.9,6.4,0.1,0.7,-,0.2,0.3,0.4,0.1,0.1,0.2,25.2,-,1.5,-
Luciano Becchio,Norwich,ar,32,FW,187,86,2(6),168,-,1,-,-,0.4,68.1,1.1,-,0.1,0.3,0.4,-,0.1,-,-,-,0.3,-,0.9,-,1.3,0.5,5.9,-,-,-
Robert Snodgrass,Norwich,sct,29,AM(LR),182,82,35(2),3067,6,6,8,-,2.1,78.9,0.8,5,2.7,1.1,1.3,-,0.7,1.2,0.1,-,1.8,1.2,2.4,0.3,2,1.5,29.9,2.2,0.8,0.1
Elliott Bennett,Norwich,eng,27,"D(R),M(CLR)",175,69,9(15),936,1,3,3,-,0.6,74.3,0.3,1,1.4,0.7,0.4,-,0.5,0.4,0.1,-,0.6,0.5,0.7,0.1,0.6,0.8,10,0.7,0.2,-
Bradley Johnson,Norwich,eng,29,M(CL),178,68,37,3228,1,1,10,-,1.1,71.9,2.1,-,2.5,2.3,1.9,-,2.4,1.5,0.4,-,0.5,0.4,0.9,-,0.9,0.8,44.9,0.1,4.3,-
Ryan Bennett,Norwich,eng,26,D(C),188,70,10(5),1065,1,-,2,-,0.3,73.2,3.5,-,1.3,1.1,0.4,0.7,6.1,0.4,0.7,1,0.2,0.1,0.2,-,-,0.1,20.7,-,1.6,-
Lee Camp,Norwich,nir,32,GK,183,74,1(2),222,-,-,1,-,-,43.5,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,20.7,-,9,-
David Fox,Norwich,eng,32,DMC,175,77,0(2),35,-,-,-,-,0.5,69.2,-,-,-,-,-,-,-,0.5,0.5,-,-,-,-,-,-,1,6.5,-,-,-
Mark Bunn,Norwich,eng,31,GK,183,77,22(1),1854,-,-,2,1,-,37.6,-,-,-,-,0.1,-,1,-,-,1,-,-,0.3,-,-,-,27.5,-,9.3,-
Kei Kamara,Norwich,sl,32,"AM(LR),FW",191,85,7(4),656,1,1,-,-,1.5,66.1,5,-,0.5,0.5,0.8,-,0.8,0.2,-,-,0.5,0.3,0.9,0.5,1,1.7,19.8,0.1,0.1,-
Leon Barnett,Norwich,eng,30,D(C),185,71,6(2),562,-,1,1,-,0.1,72.4,2.8,-,1,0.9,0.5,1.3,6.8,-,0.6,1,0.3,0.1,0.1,-,-,0.4,19.5,-,0.5,-
Michael Turner,Norwich,eng,32,D(C),193,84,25(1),2225,3,-,6,-,0.4,77.7,1.5,-,1.6,1.7,0.9,0.7,7.1,0.5,0.7,-,0.1,-,0.7,-,0.1,0.2,21.9,-,1.5,-
Russell Martin,Norwich,sct,30,D(CR),183,74,30(1),2690,3,-,1,-,0.8,73.5,1.2,-,1.7,1.4,0.7,0.3,3.7,0.6,0.7,-,0.2,0.1,0.5,-,0.3,0.6,34.1,0.4,2.3,-
Simeon Jackson,Norwich,ca,29,FW,170,72,5(8),403,1,-,-,-,1.2,81.9,0.3,-,0.2,0.2,0.4,-,-,0.5,0.1,-,0.1,0.1,0.5,0.8,0.5,0.2,7.2,-,0.1,-
Steve Morison,Norwich,wls,33,FW,188,85,4(15),467,1,-,-,-,0.3,52,1.4,-,0.1,0.1,0.8,-,0.2,0.2,-,-,0.4,0.1,0.3,0.2,0.5,0.8,6.6,0.3,0.1,-
Anthony Pilkington,Norwich,ie,28,"M(CLR),FW",180,76,25(5),2158,5,3,2,-,1.4,80.6,0.4,-,1.1,0.5,0.5,-,0.6,0.5,0.1,-,0.8,0.5,0.5,0.2,1,1,19.3,0.8,0.2,-
Wes Hoolahan,Norwich,ie,34,AM(CL),168,71,28(5),2432,3,3,3,-,0.9,84.5,0.2,1,1.4,0.9,0.4,-,0.1,0.8,-,-,1.4,1,1.4,0.3,2.3,1.8,34.1,0.6,1.2,0.2
Chris Martin,Norwich,sct,27,FW,178,73,0(1),2,-,-,-,-,-,66.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
Harry Kane,Norwich,eng,23,"AM(C),FW",188,65,1(2),135,-,-,-,-,1.3,74.3,1.3,-,0.7,0.7,1.3,-,0.7,-,0.3,-,0.3,0.7,1.3,0.3,2.3,0.7,11.7,-,0.7,-
Alexander Tettey,Norwich,no,30,M(C),180,68,21(6),1903,-,-,4,-,0.8,83.3,1.1,-,2,2.2,0.9,-,1.8,0.6,0.3,-,0.3,0.4,0.7,-,0.4,0.4,39.7,-,2.1,-
Grant Holt,Norwich,eng,35,FW,183,77,28(6),2574,8,3,8,-,1.6,64.4,2.3,-,0.8,0.4,2.4,-,1.2,0.4,0.1,-,0.9,0.3,1.6,1.3,1,1.6,23.2,0.2,0.5,0.1
Marc Tierney,Norwich,eng,31,D(L),184,71,1,90,-,-,-,-,-,70.7,-,-,-,2,1,-,5,-,-,-,1,-,1,-,-,-,41,2,-,-
John Ruddy,Norwich,eng,29,GK,193,97,15,1342,-,-,-,-,-,32.1,0.3,1,-,-,-,-,1.3,-,-,-,-,-,-,-,-,-,27.6,-,7.1,-
Steven Reid,West Bromwich Albion,ie,35,D(R),180,75,11,909,-,-,4,-,0.5,78.4,1.1,-,1.7,0.9,1.2,0.2,3.4,0.5,0.5,-,0.5,0.2,0.5,-,0.1,0.7,37.9,0.5,3.1,-
Romelu Lukaku,West Bromwich Albion,be,23,FW,190,94,20(15),2006,17,4,3,-,2.8,72,1.9,5,0.2,0.1,0.6,-,0.3,0.3,0.1,-,1,0.9,0.3,1.2,1.3,1.4,16.3,0.2,0.2,-
Claudio Yacob,West Bromwich Albion,ar,29,DMC,181,77,29(1),2484,-,-,7,-,0.5,87.4,1.3,1,3.6,1.5,2,0.1,2.7,1,0.5,-,0.2,0.1,0.9,-,0.4,0.5,41.5,-,2.4,-
Jonas Olsson,West Bromwich Albion,se,33,D(C),195,85,36,3240,-,-,5,-,0.5,78.6,2.3,-,0.8,0.7,0.9,0.6,7.1,0.2,1,1,0.3,0.1,0.7,0.1,0.1,0.1,34.1,-,3.2,-
Craig Dawson,West Bromwich Albion,eng,26,D(CR),188,78,1,90,-,-,-,-,-,74.1,4,-,-,-,-,-,4,1,5,-,-,-,-,-,-,1,27,-,3,-
Gabriel Tamas,West Bromwich Albion,ro,32,D(CR),188,79,7(4),631,-,-,3,-,0.2,72.6,0.6,-,1.4,0.5,0.9,-,4.1,0.7,0.5,-,0.4,-,0.5,-,0.2,0.5,21.9,0.3,2.5,0.1
Youssouf Mulumbu,West Bromwich Albion,cd,29,M(C),177,65,28,2516,2,2,4,1,1.4,85.7,0.5,1,2.4,1.5,1.4,-,0.4,0.8,0.3,-,1.1,1.1,1.7,-,2.5,1.6,54.6,0.1,3.5,0.1
Gareth McAuley,West Bromwich Albion,nir,36,D(C),191,70,36,3240,3,2,3,-,0.7,81.3,3.5,3,1,0.9,0.6,1.3,7.9,0.3,0.9,2,0.3,0.2,0.7,-,0.2,0.4,26.3,-,1.8,-
Billy Jones,West Bromwich Albion,eng,29,D(LR),183,77,24(3),2210,1,2,8,-,0.4,73.5,1.1,1,2,1,1,0.2,3.3,0.4,0.3,-,0.5,0.9,0.7,0.1,0.3,0.6,25,0.3,0.9,-
Graham Dorrans,West Bromwich Albion,sct,29,M(CLR),175,65,21(5),1764,1,3,3,-,1.5,82.5,0.3,-,1.4,0.8,0.5,-,0.3,0.7,0.1,-,1.2,0.4,0.5,-,1.2,1.2,31,0.7,2.3,0.1
Isaiah Brown,West Bromwich Albion,eng,19,AM(L),182,70,0(1),4,-,-,1,-,-,50,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
James Morrison,West Bromwich Albion,sct,30,M(CR),178,64,33(2),2851,5,4,4,-,1.5,81.6,0.5,-,1.5,0.9,0.5,-,0.4,0.6,0.1,-,1.8,0.5,0.9,-,1.8,1.7,38.4,0.8,2.6,0.1
Liam Ridgewell,West Bromwich Albion,eng,32,D(CL),188,80,28(2),2486,-,1,6,-,0.1,78,0.9,1,1.4,1.1,1.1,0.1,3.1,0.5,0.6,-,0.6,0.2,1,0.1,0.5,0.5,32.3,0.5,1.4,-
George Thorne,West Bromwich Albion,eng,23,DMC,188,83,3(2),230,-,-,-,-,0.2,79.2,0.8,-,1.6,0.2,0.2,-,2.6,-,0.4,-,0.4,0.4,0.6,-,0.8,0.4,26,0.4,1.2,-
Gonzalo Jara,West Bromwich Albion,cl,31,"D(CR),DMC",178,77,0(1),45,-,1,-,-,-,85.7,-,-,1,-,1,-,1,1,-,-,2,-,-,-,-,-,21,1,-,-
Shane Long,West Bromwich Albion,ie,29,"AM(R),FW",178,70,25(9),2168,8,4,3,-,1.4,69.7,1.8,1,1.1,0.2,1.3,-,0.5,0.3,0.1,-,0.8,0.4,1.7,0.6,1.4,1.9,15.6,0.2,0.7,-
Marc-Antoine Fortuné,West Bromwich Albion,fr,35,"AM(R),FW",183,81,9(12),820,2,2,2,1,0.7,74.9,0.5,-,0.9,0.2,0.9,-,0.1,0.2,-,-,0.2,0.5,1.2,0.3,1.3,1.1,11,0.1,0.1,-
Ben Foster,West Bromwich Albion,eng,33,GK,193,79,30,2700,-,-,-,-,-,46.6,0.2,1,-,-,-,-,0.7,-,-,-,0.1,-,0.1,-,-,0.1,26.6,-,8.8,-
Zoltán Gera,West Bromwich Albion,hu,37,M(CLR),183,75,14(2),1129,4,1,1,-,1.2,78.9,1.5,1,2.7,0.8,1,-,1.1,0.9,0.1,-,0.9,0.1,1.1,0.1,2.1,1.5,32,0.8,0.9,0.1
Jerome Thomas,West Bromwich Albion,eng,33,M(L),178,79,4(6),402,-,-,-,-,0.3,83.5,0.1,-,0.8,0.6,0.5,-,-,0.2,-,-,0.7,0.5,0.9,0.1,0.7,0.7,12.7,0.5,-,-
Markus Rosenberg,West Bromwich Albion,se,33,FW,185,80,5(19),539,-,2,-,-,0.8,72.4,0.3,-,0.5,0.2,0.5,-,0.1,0.5,-,-,0.3,0.1,0.3,0.3,0.8,0.5,5.6,-,0.3,-
Chris Brunt,West Bromwich Albion,nir,31,"D(L),M(CL)",185,84,23(8),2182,2,4,4,-,1.3,78.8,0.5,-,1.7,1.1,0.9,-,0.9,1.1,0.1,-,1.9,0.2,0.3,0.1,0.5,0.6,37.3,1.8,2.5,-
Peter Odemwingie,West Bromwich Albion,ng,35,"AM(LR),FW",182,75,13(12),1270,5,3,1,1,2,81.6,0.3,2,1.1,0.8,0.6,-,0.3,0.3,-,-,1,1.2,0.8,0.3,1.1,1,20.4,0.2,0.7,-
Boaz Myhill,West Bromwich Albion,wls,33,GK,191,91,8,720,-,-,-,-,-,51.5,0.1,-,-,-,-,-,1.1,-,-,-,-,-,-,-,-,-,25.8,-,9.8,-
Goran Popov,West Bromwich Albion,mk,31,D(L),189,89,10(2),887,-,1,1,1,0.6,76.9,1.9,-,1.8,0.7,1.1,0.3,2.8,0.5,0.2,-,0.3,0.5,0.5,-,0.9,0.3,31.4,0.5,1.6,-
Franco Di Santo,Wigan,ar,27,"AM(L),FW",193,88,24(11),2136,5,2,5,-,1.9,72.8,0.7,1,0.6,0.3,1.3,-,0.4,0.2,0.1,-,0.7,0.5,1.3,0.3,1.3,1.6,17.1,0.2,0.7,0.1
Ben Watson,Wigan,eng,31,M(C),178,68,7(5),624,1,-,1,-,1.2,87.5,0.3,2,1.4,2.3,1.1,-,1,1,0.4,-,0.3,0.2,0.5,-,0.4,0.5,48.2,0.1,6.7,-
Ronnie Stam,Wigan,nl,32,M(R),175,62,11(6),1009,-,-,-,-,0.4,84.1,0.2,-,1.3,1.1,0.8,-,0.8,0.7,-,-,0.4,1.4,0.5,0.1,0.7,1,22.2,0.5,0.9,-
James McCarthy,Wigan,ie,25,M(C),180,72,38,3376,3,2,7,-,1,87.3,0.4,1,2.6,2,1.3,-,1.6,1.1,0.5,-,0.9,0.7,1.3,-,0.7,0.8,57.6,0.1,4.7,-
Ali Al Habsi,Wigan,om,34,GK,194,80,29,2610,-,-,-,-,-,64.8,0.1,1,-,-,-,-,1.2,-,-,1,-,-,0.1,-,-,-,22.9,-,7.7,-
Victor Moses,Wigan,ng,25,M(CLR),177,75,1,90,-,-,-,-,2,90.3,-,-,-,-,-,-,-,-,-,-,-,4,3,-,1,4,31,-,1,-
Paul Scharner,Wigan,at,36,D(C),191,81,14,1260,-,1,5,-,0.6,82.8,2.4,-,1.7,4.2,1.1,0.6,5.3,0.9,0.3,-,0.4,0.2,0.6,0.1,0.5,0.2,44.1,-,3.6,-
Mauro Boselli,Wigan,ar,31,FW,181,73,1(6),130,-,-,-,-,0.7,77.8,0.6,-,-,-,0.1,-,0.4,-,-,-,-,0.1,-,0.6,0.1,0.3,2.6,-,-,-
