name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB
Gary O'Neil,West Ham,eng,33,M(CR),173,70,17(7),1442,1,3,2,-,0.5,77.5,0.4,-,1.4,1.1,1,-,1.3,0.8,0.2,-,1.5,0.2,0.5,0.1,0.6,0.9,32.3,1.1,2.8,-
Dan Potts,West Ham,eng,22,Defender,172,70,1(1),117,-,-,-,-,-,67.6,-,-,3.5,0.5,-,-,4,0.5,0.5,-,-,-,-,-,0.5,1.5,18.5,-,1,-
James Collins,West Ham,wls,33,D(C),188,83,29,2496,-,1,9,-,0.7,64.9,2.9,-,1.8,1.6,0.8,1.2,10.7,0.8,1.4,-,0.2,0.1,0.4,-,0.1,0.2,24.6,-,3.5,-
Matthew Taylor,West Ham,eng,34,M(CLR),178,73,14(14),1370,1,2,2,-,1.2,70.7,0.7,-,0.8,0.6,0.4,-,1.5,0.4,0.3,-,0.8,0.1,0.4,0.2,0.8,1,16.6,1,1,-
Guy Demel,West Ham,ci,35,D(R),188,88,28(3),2479,-,2,2,-,0.1,79,0.8,-,1.4,1.2,0.6,0.3,3.4,0.3,0.4,-,0.6,0.8,0.5,0.1,1.2,0.5,26.8,1,0.7,-
Mohamed Diamé,West Ham,sn,29,M(CLR),184,80,31(2),2612,3,-,3,-,1.6,84.2,0.7,-,3.5,1.2,1.6,0.1,0.6,0.5,0.2,-,0.7,2,1.2,-,2.5,1.8,23.2,0.2,1.2,0.1
Jack Collison,West Ham,wls,27,M(C),183,75,5(12),629,2,-,2,-,0.6,78,0.2,-,0.4,0.2,0.6,-,1,0.4,-,-,0.6,0.2,0.2,0.1,0.4,0.4,13.6,0.2,0.4,-
Emanuel Pogatetz,West Ham,at,33,D(C),191,90,1(5),149,-,-,2,-,0.2,66.7,0.3,-,1.3,-,1,-,3,0.8,-,-,-,-,0.2,-,0.5,-,6,-,0.5,-
Tom Huddlestone,Tottenham,eng,29,DMC,180,80,11(9),1029,-,4,3,1,1,83.6,0.8,-,1.2,1,0.8,0.2,2.1,0.3,0.3,-,1.1,0.2,0.4,-,0.7,0.4,33.2,1.3,5,0.2
Clint Dempsey,Tottenham,us,33,"M(CL),FW",186,78,22(7),1999,7,4,4,-,2.4,81.2,2,3,0.9,0.7,0.9,-,1,0.3,0.1,-,1.1,0.3,1.6,0.4,1.7,1.2,26.4,-,0.6,0.2
Michael Dawson,Tottenham,eng,32,D(C),188,76,23(4),2012,1,-,4,-,0.3,83.8,3,2,1.4,1.7,0.6,0.5,10,0.5,0.5,-,-,-,0.5,-,0.1,0.2,39.6,-,4.9,-
Steven Caulker,Tottenham,eng,24,D(C),191,76,17(1),1575,2,1,-,-,0.8,89.7,2.2,1,1.1,1.8,0.3,1.1,10.1,0.1,0.4,-,0.4,-,0.1,-,0.2,0.1,36.3,-,3.1,-
Iago Falque,Tottenham,es,26,AM(CLR),174,69,0(1),5,-,-,-,-,-,77.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-
Jan Vertonghen,Tottenham,be,29,D(CL),189,86,34,3060,4,3,7,-,1.1,87.1,1.6,5,3.1,2.9,0.7,0.8,8.7,0.6,0.2,-,0.7,0.8,0.7,0.1,0.6,0.6,47.8,0.3,3.6,0.1
Mousa Dembélé,Tottenham,be,29,M(CR),185,82,26(4),2211,1,3,4,-,0.8,90.8,0.9,-,2.7,1.4,1.7,0.1,0.6,0.5,-,-,1.9,1.8,1.2,-,1.3,0.9,48.8,-,3.3,0.1
Jermaine Jenas,Tottenham,eng,33,M(C),180,73,0(1),13,-,-,-,-,-,100,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,9,1,1,-
Hugo Lloris,Tottenham,fr,29,GK,188,73,27,2430,-,-,-,-,-,50.4,0.3,-,-,0.1,-,-,1.7,-,-,-,-,-,0.1,-,-,0.1,24.3,-,5.7,-
Brad Friedel,Tottenham,us,45,GK,191,92,11,990,-,-,-,-,-,51.6,-,-,-,-,-,-,0.6,-,-,-,-,-,-,-,-,0.1,29.3,-,6.9,-
Jake Livermore,Tottenham,eng,26,DMC,180,76,5(7),416,-,-,3,-,0.2,86,0.3,-,1.2,0.8,1.1,-,0.8,0.4,-,-,0.4,0.1,0.2,-,0.5,0.3,23.3,0.1,2.3,-
Scott Parker,Tottenham,eng,35,M(C),170,67,15(6),1363,-,1,1,-,0.7,84,0.5,-,2.5,2.2,1,-,1.1,0.7,0.2,-,0.9,0.4,1.4,-,1.1,0.8,44.4,0.1,1.6,0.2
Kyle Walker,Tottenham,eng,26,D(R),178,70,36,3161,-,4,5,-,0.9,83.4,1.4,-,2.3,2.4,0.8,0.4,5.1,0.4,0.3,-,1.5,0.7,0.6,0.1,0.8,0.5,44.4,0.8,3,0.2
Sandro,Tottenham,br,27,M(C),187,75,22,1780,1,2,4,-,1.1,85.7,0.9,-,3.3,3.6,1.5,0.1,3.5,0.5,0.4,-,1,0.7,1.3,-,1.1,0.6,42.3,0.2,2.5,0.1
Gylfi Sigurdsson,Tottenham,is,27,M(CLR),186,79,12(21),1221,3,4,-,-,1.6,80.6,0.2,1,0.8,1.1,0.5,-,0.4,0.5,-,-,0.8,0.2,0.5,-,0.8,0.7,13.1,0.5,0.3,-
Benoit Assou-Ekotto,Tottenham,cm,32,D(L),178,69,12(3),1142,1,-,2,-,0.6,73.3,1.1,1,1.3,3,1.1,0.5,4.1,0.7,0.3,-,0.9,0.7,0.9,-,0.7,0.5,42.7,1,5.2,0.1
Kyle Naughton,Tottenham,eng,27,D(LR),175,73,13(1),1061,-,1,-,-,0.4,83.2,1.6,-,2.4,1.7,0.6,0.2,4.1,0.7,0.1,-,0.8,0.3,0.2,-,0.4,0.4,47.6,0.4,2.9,0.1
Tom Carroll,Tottenham,eng,24,M(C),177,71,0(7),79,-,1,-,-,0.1,84,-,-,0.9,0.3,0.3,-,0.1,0.1,-,-,0.1,0.3,0.1,-,-,0.1,14.3,-,1.1,-
Aaron Lennon,Tottenham,eng,29,M(LR),165,63,33(1),2840,4,7,1,-,0.9,84.5,0.2,1,1.2,0.8,0.4,-,0.4,0.4,0.1,-,2,1.3,1.2,0.2,1.1,0.9,25.9,0.4,0.5,0.1
William Gallas,Tottenham,fr,39,D(C),181,69,16(3),1526,1,-,2,-,0.3,90.5,1.5,-,0.9,1.7,0.3,0.9,9.1,0.1,0.7,-,-,0.1,0.1,0.2,0.3,0.2,32,-,3.6,-
Younes Kaboul,Tottenham,fr,30,D(C),182,75,1,90,-,-,-,-,1,93.1,2,-,1,1,-,-,10,-,-,-,1,-,-,1,-,-,29,-,3,-
Lewis Holtby,Tottenham,de,25,M(CLR),176,72,4(7),508,-,2,2,-,0.9,84.3,0.3,-,1.3,1.1,1.4,-,0.2,0.7,-,-,1.2,0.2,0.3,-,1.1,0.7,31.9,0.1,2.3,0.3
Andros Townsend,Tottenham,eng,25,AM(LR),181,77,0(5),29,-,-,-,-,0.4,100,-,-,0.2,0.2,-,-,0.2,0.4,-,-,1,0.6,0.6,-,0.2,-,3.8,0.2,-,-
Harry Kane,Tottenham,eng,23,"AM(C),FW",188,65,0(1),4,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jermain Defoe,Tottenham,eng,33,"AM(R),FW",171,65,27(7),2415,11,3,4,-,3.2,85.1,0.2,3,0.5,0.3,0.7,-,0.1,0.2,-,-,0.9,0.4,0.7,0.5,1.2,1.4,12.9,-,0.3,0.2
Emmanuel Adebayor,Tottenham,tg,32,FW,191,82,18(7),1598,5,1,3,1,1.7,80.8,1.5,-,0.7,0.1,1.2,-,0.6,0.1,-,-,1.1,0.6,1,0.8,2.4,1.6,24.6,0.1,0.8,-
Gareth Bale,Tottenham,wls,27,"M(CLR),FW",183,74,33,2925,21,4,6,-,5,78.6,1.7,11,1,1.3,0.7,0.1,1.8,0.5,0.1,1,2.3,1.8,1.4,0.3,1.6,1.7,34.2,1.9,1.1,0.1
Rafael van der Vaart,Tottenham,nl,33,M(C),176,74,1(1),85,-,-,-,-,1,88.5,0.5,-,1.5,-,0.5,-,-,-,-,-,1,0.5,0.5,-,1.5,-,30.5,0.5,4.5,-
Seamus Coleman,Everton,ie,27,"D(R),M(R)",178,67,24(2),2163,-,5,4,-,0.4,80.5,0.6,-,2.4,1.9,0.7,0.1,2.3,0.2,0.3,-,1,1,1.7,0.1,1.1,1,29.2,0.9,1.2,-
Leon Osman,Everton,eng,35,M(CLR),173,67,36,3186,5,2,9,-,2.1,85.9,1.6,-,2.4,2.3,1.2,-,2.3,1.6,0.4,-,0.8,0.8,1.9,-,1.6,0.8,49.7,0.1,2.9,-
Tony Hibbert,Everton,eng,35,D(R),175,71,4(2),431,-,-,1,-,-,82,0.3,-,2.3,1.7,0.3,-,3.7,0.7,-,-,0.5,0.2,0.5,-,-,0.2,25,0.5,1,-
Steven Naismith,Everton,sct,29,"AM(CLR),FW",178,72,13(18),1280,4,1,-,-,0.6,76.2,1,-,0.9,0.3,0.8,-,0.7,0.5,0.1,-,0.6,-,0.7,0.1,0.3,0.7,14.5,0.1,0.2,-
John Heitinga,Everton,nl,32,D(C),182,72,17(9),1603,-,-,5,-,0.3,82.8,0.9,-,0.7,1.5,0.7,0.8,3.6,0.1,0.5,-,0.2,-,0.5,-,-,-,23.5,-,3.6,-
Phil Neville,Everton,eng,39,M(C),180,69,18,1553,-,1,4,-,0.2,86.8,0.9,-,1.2,1.5,1.3,0.1,1.4,0.4,0.3,-,0.4,0.1,0.3,-,0.4,0.6,44.9,0.1,2.4,-
Nikica Jelavic,Everton,hr,31,FW,188,88,26(11),2431,7,2,4,-,2.3,68.2,1.5,1,0.4,0.1,1.1,-,0.8,0.4,0.1,-,0.7,0.2,0.9,1.2,1,1.2,13.2,0.2,0.1,-
Kevin Mirallas,Everton,be,28,M(CLR),179,68,23(4),1836,6,3,3,-,2.6,80.9,0.1,1,1.3,0.6,1.1,-,0.2,0.9,-,-,1.6,1.4,0.9,0.6,1.7,1.2,21.7,1.2,0.9,-
Leighton Baines,Everton,eng,31,"D(L),M(L)",170,74,38,3420,5,5,4,-,0.9,82.3,0.3,5,2.4,1.5,0.8,0.1,2,0.6,0.2,1,3.1,0.8,1.5,-,0.9,0.5,43.7,2.8,1.3,-
Steven Pienaar,Everton,za,34,M(L),173,69,35,3066,6,6,5,2,1.8,81.8,0.5,2,1.9,2,1.3,-,0.4,0.6,0.1,-,2.3,0.7,2.5,0.1,2.4,1.8,46.4,0.5,1.5,0.1
Phil Jagielka,Everton,eng,34,D(CR),183,83,36,3155,2,1,1,-,0.7,78.2,2.4,1,1.8,2.3,0.3,0.9,7,0.3,0.9,-,0.4,0.1,0.9,-,0.2,0.3,40.8,0.2,6.3,-
Darron Gibson,Everton,ie,28,M(C),183,90,22(1),1811,1,2,4,1,1.6,81.7,0.4,1,1.9,1.5,0.8,-,1.6,0.6,0.2,-,1.2,0.3,0.2,-,0.3,0.4,49.6,0.6,5,-
Tim Howard,Everton,us,37,GK,187,88,36,3240,-,-,-,-,-,57.1,0.3,-,0.1,-,-,-,1.1,0.1,-,-,-,-,0.1,-,-,-,25.7,-,9.1,-
Thomas Hitzlsperger,Everton,de,34,AM(C),184,82,4(3),349,-,-,-,-,1.4,77.9,0.3,-,0.7,1,0.4,-,1.1,0.7,-,-,1.3,0.3,-,-,0.4,0.1,28.4,1,1.7,-
Apostolos Vellios,Everton,gr,24,Forward,191,79,0(6),54,-,1,-,-,0.7,68,0.5,-,-,-,0.7,-,-,-,-,-,0.7,-,-,-,0.2,0.2,4.2,-,0.2,-
Magaye Gueye,Everton,fr,26,AM(LR),179,73,0(2),49,-,-,-,-,-,100,-,-,0.5,-,0.5,-,0.5,-,-,-,-,1.5,-,-,-,0.5,6.5,0.5,-,-
Sylvain Distin,Everton,fr,38,D(C),193,87,31(3),2837,-,1,2,-,0.5,77.5,3.7,2,1.5,1.6,0.4,0.8,9.2,0.2,0.6,-,0.4,0.1,0.7,0.1,0.2,0.1,32.8,-,2.8,-
Marouane Fellaini,Everton,be,28,M(C),194,85,31,2786,11,5,8,-,2.9,79.2,4.9,8,2.6,1.2,2.6,-,2.1,0.4,0.1,-,1.3,0.6,1.5,0.4,2.4,2.4,52.5,0.1,1.8,0.1
Ján Mucha,Everton,sk,33,GK,189,87,2,180,-,-,-,-,-,46.6,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,29,-,9,-
Victor Anichebe,Everton,ng,28,FW,185,80,19(7),1721,6,4,2,-,2.5,67.4,2.8,-,0.7,0.2,1.2,-,0.5,0.3,0.1,-,0.9,0.3,0.9,0.5,1.1,2.2,17.3,0.2,0.4,-
Bryan Oviedo,Everton,cr,26,D(L),172,69,1(14),227,-,1,1,-,0.4,78.7,0.1,-,0.4,0.1,0.1,-,0.1,0.1,-,-,0.1,0.2,0.3,-,0.7,0.3,6.3,0.1,0.1,-
Shane Duffy,Everton,ie,24,D(C),193,76,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ross Barkley,Everton,eng,22,M(CL),189,76,2(5),206,-,-,2,-,1,79.2,1.3,-,1.3,0.6,0.3,-,0.7,0.3,0.3,-,0.3,0.6,0.1,-,1,0.6,14.4,-,0.6,0.1
Nani,Manchester United,pt,29,"M(CLR),FW",175,66,7(4),631,1,2,1,-,1.7,79.4,0.4,-,0.9,0.9,0.6,-,0.4,0.2,-,-,1,0.9,0.9,0.2,1.7,0.8,24.3,0.7,0.3,0.1
Rio Ferdinand,Manchester United,eng,37,D(C),189,82,26(2),2324,1,1,2,-,0.1,89.6,1.6,1,1.3,1.4,0.3,0.4,7.9,0.1,0.6,-,0.2,0.3,0.4,-,0.3,0.3,46.4,-,5,-
Ashley Young,Manchester United,eng,31,"D(R),M(LR)",180,65,17(2),1375,-,3,1,-,1.4,83.5,0.6,-,1.2,0.8,0.7,0.1,0.6,0.4,0.1,-,1.8,0.5,2.1,0.2,0.9,0.9,35.3,1.2,1.4,0.1
Chris Smalling,Manchester United,eng,26,D(CR),192,81,10(5),1013,-,-,1,-,0.5,85,2,-,1,1.1,0.4,0.2,5.4,0.1,0.7,-,0.1,0.1,0.5,0.1,0.4,0.2,30.2,0.3,1.8,-
Nick Powell,Manchester United,eng,22,"AM(C),FW",183,65,0(2),29,1,-,-,-,0.5,77.3,0.5,-,1,-,-,-,-,-,-,-,-,0.5,-,-,-,-,11,-,0.5,-
Tom Cleverley,Manchester United,eng,27,M(CLR),175,67,18(4),1456,2,2,1,-,0.9,90.2,0.2,-,1.7,0.7,0.4,-,1,1,0.1,-,0.9,0.2,1,-,0.5,0.6,48.9,0.2,3,-
Robin van Persie,Manchester United,nl,33,FW,183,71,35(3),3123,26,9,6,-,3.7,80.5,1.3,10,0.6,0.4,1,-,1.2,0.2,0.2,-,1.9,0.7,1.4,1.2,2,1.3,26.8,1.1,1.1,0.1
Danny Welbeck,Manchester United,eng,25,"AM(CLR),FW",185,73,13(14),1288,1,4,1,-,1.4,86.8,0.8,-,1.3,0.6,0.5,-,0.4,0.1,0.1,-,0.8,0.8,0.6,0.1,1.4,1.1,18.8,0.1,0.4,-
Alexander Buttner,Manchester United,nl,27,D(L),174,75,4(1),382,2,1,1,-,1.2,82.4,1.2,1,2.2,1.4,1.6,0.2,3.2,0.8,0.2,-,0.4,1.4,1.2,-,1.6,2,34,0.2,1,-
Wayne Rooney,Manchester United,eng,30,"AM(CL),FW",176,83,22(5),2019,12,10,7,-,3.2,82.9,0.6,3,0.7,0.5,1,-,0.9,0.4,0.1,1,1.8,0.4,0.7,0.1,1.9,0.9,45.9,0.6,3.7,0.3
Ryan Giggs,Manchester United,wls,42,M(CL),180,68,12(10),1162,2,3,-,-,0.6,81.3,0.2,-,2,0.5,0.6,-,0.3,0.6,0.1,-,1.1,0.5,0.2,0.1,1.3,0.9,28.9,0.6,1.4,0.1
Patrice Evra,Manchester United,fr,35,"D(L),M(L)",174,74,34,3060,4,5,3,-,0.6,87.1,2,2,2.4,1.5,1,0.1,4.9,0.6,0.4,-,0.7,0.8,0.9,0.1,1.2,0.9,41.8,0.6,1.1,-
Antonio Valencia,Manchester United,ec,31,"D(R),M(R)",181,83,24(6),2212,1,5,6,-,0.5,84.1,1,-,1.9,0.8,1.2,-,0.6,0.4,0.1,-,1.4,1.4,0.7,0.3,1.5,0.9,35.9,1.3,0.8,-
Phil Jones,Manchester United,eng,24,"D(CR),DMC",185,72,13(4),1206,-,1,4,-,0.6,85.3,1.6,-,1.6,1.9,0.8,0.2,3.5,0.4,0.5,-,0.5,0.4,1.2,-,0.8,0.6,34.8,0.3,2,-
Paul Scholes,Manchester United,eng,41,M(C),168,70,8(8),769,1,1,7,-,0.8,92.4,0.2,-,1.7,0.4,1.3,-,0.3,0.5,0.1,-,0.5,0.1,0.7,-,0.6,0.1,53.5,-,7.9,-
David de Gea,Manchester United,es,25,GK,192,76,28,2520,-,-,-,-,-,54.8,0.2,1,-,-,-,-,1,-,-,-,-,-,0.3,-,-,-,23.5,-,6.1,-
Darren Fletcher,Manchester United,sct,32,M(C),183,83,2(1),181,1,-,-,-,0.7,87.8,2,1,0.3,0.3,0.7,-,1.7,1,0.3,-,0.7,0.7,1,-,1.3,1,60,-,5.7,-
Rafael,Manchester United,br,26,D(R),172,78,27(1),2317,3,3,6,1,0.8,84.5,1.3,4,3.1,2.1,1.3,0.1,4.5,0.8,0.4,-,0.9,0.6,1,0.1,1.1,1,43.2,0.7,1.1,-
Anders Lindegaard,Manchester United,dk,32,GK,193,80,10,900,-,-,-,-,-,72,-,-,-,-,-,-,0.8,-,-,-,0.1,-,-,-,-,0.1,21.8,-,4.4,-
Anderson,Manchester United,br,28,M(CR),176,69,9(8),824,1,1,1,-,0.6,86.4,0.5,-,1.1,0.4,0.5,-,0.5,0.4,0.2,-,0.8,0.7,0.4,0.1,0.8,0.6,37.8,0.1,3.9,-
Shinji Kagawa,Manchester United,jp,27,AM(CL),175,68,17(3),1325,6,3,1,-,1.1,89.7,0.2,1,0.9,0.6,0.5,-,0.2,0.6,0.1,-,1,0.4,1,0.1,1.7,1.1,41.7,0.3,1.5,0.3
Nemanja Vidic,Manchester United,rs,34,D(C),189,84,18(1),1619,1,-,2,-,0.6,87.4,4.2,2,1.4,1.8,1.1,0.5,10.5,0.1,0.8,1,0.1,0.1,0.6,-,0.1,0.1,41.5,0.1,4.3,-
Michael Carrick,Manchester United,eng,35,"D(C),M(C)",188,74,34(2),3045,1,4,3,-,0.5,88,0.5,1,2.3,2.1,0.8,-,1.5,1.1,0.5,-,1,0.2,0.9,-,0.8,0.4,77,0.2,5.8,0.1
Jonny Evans,Manchester United,nir,28,D(CL),188,77,21(2),1903,3,1,2,-,0.4,89.3,2.3,1,1.7,2,0.6,0.3,8.2,0.3,0.9,2,0.3,0.1,1,-,0.2,0.4,49,-,3.7,-
Chicharito,Manchester United,mx,28,FW,175,73,9(13),949,10,3,1,-,2,82.1,0.2,-,0.3,0.3,0.6,-,0.1,0.1,-,-,0.6,0.2,0.9,0.9,1,0.9,12.2,0.1,0.4,-
Dean Whitehead,Stoke,eng,34,"D(R),DMC",180,77,12(14),1388,1,-,9,1,0.2,83.5,0.6,-,1.2,1.5,1.1,-,1.1,0.5,0.5,-,0.3,0.1,0.6,-,0.3,0.5,24.3,0.2,1.7,-
Michael Kightly,Stoke,eng,30,M(LR),173,71,14(8),1198,3,1,2,-,1.2,73.5,0.2,1,1.1,0.5,0.6,-,0.3,0.5,-,-,0.5,0.5,0.8,0.2,0.7,1.5,12.5,0.7,0.4,-
Marc Wilson,Stoke,ie,29,"D(CL),DMC",188,80,19,1494,-,-,3,-,0.9,61.1,1.3,-,3,1.7,1,0.3,4,0.8,0.3,-,0.5,0.5,0.3,-,0.6,0.2,24.6,0.6,3.3,-
Matt Upson,Stoke,eng,37,D(C),185,72,1,90,1,-,-,-,2,62.1,2,-,1,2,-,-,12,-,1,-,-,-,-,-,-,-,29,-,3,-
Wilson Palacios,Stoke,hn,32,M(C),178,71,0(4),46,-,-,-,-,0.3,81.3,-,-,1,-,-,-,0.3,-,-,-,0.3,-,-,-,0.5,-,8,-,-,-
Ryan Shotton,Stoke,eng,27,"D(CR),M(R)",191,85,20(3),1822,-,1,4,1,0.4,67.2,1.7,-,2.6,1.2,0.8,0.4,2.9,1,0.5,-,0.3,0.5,0.6,-,0.8,0.5,25.7,0.6,1.6,-
Jermaine Pennant,Stoke,eng,33,M(R),173,64,1,66,-,-,-,-,-,44.4,2,-,4,1,-,-,-,2,-,-,-,-,2,-,5,-,9,1,-,-
Steven N'Zonzi,Stoke,fr,27,M(C),190,75,35,3109,1,-,9,1,0.5,82.1,3.1,-,2,0.9,1.1,-,1,0.5,0.3,-,0.4,0.5,0.9,-,1,0.7,44.1,0.1,1.9,-
Ryan Shawcross,Stoke,eng,28,D(C),191,76,37,3330,1,1,9,-,0.5,65,2.6,-,1.5,1.2,0.9,0.5,6.9,0.4,1.1,1,0.2,0.1,0.5,0.1,0.1,0.2,24.5,0.1,3.4,-
Brek Shea,Stoke,us,26,"D(L),M(L)",191,82,0(2),89,-,-,-,-,0.5,53.8,1.5,-,1.5,0.5,1.5,-,0.5,0.5,-,-,0.5,-,-,-,2.5,0.5,13,0.5,0.5,-
Charlie Adam,Stoke,sct,30,M(C),185,83,22(5),1774,3,2,7,1,2,72,0.9,-,1.2,0.8,1.9,-,0.4,0.8,0.1,-,1.3,0.4,1.5,-,1.3,1.4,28.1,0.8,1.9,-
Asmir Begovic,Stoke,ba,29,GK,198,83,38,3420,-,-,3,-,-,55.4,0.2,2,-,-,-,-,0.8,0.1,-,-,0.1,-,0.1,-,-,-,28.9,-,14,-
Cameron Jerome,Stoke,eng,30,FW,185,85,8(18),1110,3,3,3,-,1,72,1.2,1,0.7,0.2,1.1,-,0.2,0.2,0.1,-,0.6,0.3,0.5,0.5,0.9,1.6,9.3,0.1,-,-
Andy Wilkinson,Stoke,eng,32,D(LR),180,69,19(5),1730,-,-,6,-,0.3,67.1,1.3,-,2.1,1.6,1.1,0.2,3.7,1,0.2,1,0.3,0.3,0.7,-,0.4,0.7,18.9,0.2,1.3,-
Rory Delap,Stoke,ie,40,"D(C),M(CR),FW",183,74,0(1),10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
Matthew Etherington,Stoke,eng,35,M(L),178,67,21(10),1724,-,-,2,-,0.3,81.4,0.1,-,0.6,0.5,0.3,-,0.4,0.4,0.1,-,1,0.6,0.5,0.1,1.1,0.7,13.8,1.1,0.5,-
Jonathan Walters,Stoke,ie,32,"M(CLR),FW",183,79,38,3310,8,1,4,-,1.6,68.9,3.3,1,0.9,0.7,1.2,-,1.3,0.4,0.1,2,0.9,0.5,1.4,0.6,1.7,1.8,26.7,0.4,0.1,0.1
Peter Crouch,Stoke,eng,35,FW,201,75,28(6),2340,7,4,2,-,1.3,58.5,8.3,5,0.4,0.3,1.4,-,1.3,0.4,0.2,-,1,0.1,1.2,0.5,1.3,1.6,28.5,-,0.1,-
Kenwyne Jones,Stoke,tt,31,FW,188,84,10(16),1038,3,2,-,-,1.2,54.9,4.5,3,0.4,0.2,0.5,-,0.4,0.2,-,-,0.3,0.3,0.6,0.2,1,1,11,-,0.1,-
